time,X,Y,Z,ROLL,PITCH,YAW
0.658,-0.6660156,-0.004882813,-0.7167969,0.02236641,-0.01633588,0.0210687
0.681,-0.6652832,0.006835938,-0.7746582,0.05740458,-0.04725191,-0.01221374
0.703,-0.6782227,-0.05688477,-0.7348633,0.06236641,-0.06099236,-0.001374046
0.727,-0.6687012,0.01049805,-0.715332,0.0189313,0.02167939,0.02053435
0.748,-0.657959,0.02197266,-0.784668,0.01206107,-0.0009160305,-0.01335878
0.77,-0.673584,-0.03662109,-0.8061523,0.0451145,-0.04847328,-0.02328244
0.791,-0.6640625,-0.04443359,-0.7302246,0.03343511,-0.08366412,0.001679389
0.812,-0.6633301,-0.01538086,-0.6811523,0.03900764,-0.02877862,0.002977099
0.834,-0.6535645,0.002197266,-0.7661133,0.02656488,0.008625955,-0.006259542
0.855,-0.6586914,-0.01782227,-0.8039551,0.03503817,-0.02740458,-0.01908397
0.876,-0.6618652,-0.06640625,-0.7504883,0.06900764,-0.0740458,-0.009465649
0.898,-0.6503906,-0.06054688,-0.7006836,0.04503817,-0.03503817,0.01900764
0.9190001,-0.6499023,0.04248047,-0.7473145,0.0140458,-0.009923664,0.003282443
0.94,-0.6674805,-0.02075195,-0.7626953,0.03748092,-0.03099236,-0.03587786
0.962,-0.6564941,-0.08813477,-0.7209473,0.0219084,-0.04290076,0.001068702
0.983,-0.6618652,-0.02392578,-0.7294922,0.03503817,-0.01687023,0.0189313
1.004,-0.661377,0.02685547,-0.7800293,0.02091603,-0.01610687,-0.002824428
1.026,-0.6662598,-0.01245117,-0.7871094,0.02038168,-0.04580153,-0.03374046
1.047,-0.6564941,-0.07470703,-0.736084,0.01648855,-0.05458015,-0.01091603
1.068,-0.6584473,-0.05175781,-0.7404785,0.03961832,-0.0438168,0.01801527
1.09,-0.6584473,0.001953125,-0.7353516,0.03396946,-0.03564886,0.02160306
1.111,-0.6567383,0.01904297,-0.7426758,0.03381679,-0.04236641,-0.008549619
1.133,-0.6491699,-0.04516602,-0.7458496,0.02641221,-0.0478626,-0.0119084
1.154,-0.6640625,-0.0480957,-0.7268066,0.01946565,-0.04435114,0.0009923666
1.176,-0.6618652,-0.02197266,-0.7197266,0.01778626,-0.0270229,0.01137405
1.197,-0.6582031,0.008789063,-0.7285156,0.02687023,-0.01206107,0.004198473
1.218,-0.6608887,-0.03564453,-0.7490234,0.09427482,-0.01389313,-0.02984733
1.24,-0.6740723,-0.078125,-0.7736816,0.09320611,-0.03694656,0.004351145
1.261,-0.6740723,-0.02563477,-0.7922363,0.04480916,-0.04328244,0.01045802
1.282,-0.6608887,-0.0002441406,-0.7541504,-0.01305344,-0.07,0.000610687
