time,X,Y,Z,ROLL,PITCH,YAW
9.702,0.1586914,0.1452637,0.5932617,2.001832,1.657405,2.08687
9.725,0.355957,0.2644043,0.5241699,1.59687,2.213817,1.944656
9.747,0.4091797,0.5014648,0.3186035,1.200153,2.501298,1.734885
9.77,0.3942871,0.7346191,0.1318359,1.306565,2.501298,1.360763
9.791,0.5917969,0.769043,0.03881836,1.65,2.501298,0.8148091
9.813,0.7131348,0.6101074,-0.1181641,1.769618,2.501298,0.3034351
9.834,0.7990723,0.4570313,-0.2814941,1.588244,2.501298,0.0259542
9.855,0.9692383,0.3649902,-0.3845215,1.431069,2.501298,-0.1106107
9.877,1.1604,0.3681641,-0.746582,1.420611,2.501298,-0.2277099
9.898,1.179688,0.3742676,-1.038574,1.61626,2.501298,-0.4433588
9.919,1.084717,0.453125,-1.27832,1.901374,2.501298,-0.809313
9.941,1.161133,0.4572754,-1.407715,2.00229,2.501298,-1.286107
9.962,1.318115,0.3991699,-1.709961,1.816107,2.501298,-1.801908
9.983,1.238281,0.2077637,-2.0,1.753969,2.501298,-2.240534
10.005,1.148438,-0.1003418,-2.0,1.731603,2.076412,-2.446183
10.026,1.160645,-0.2468262,-2.0,1.716489,1.404275,-2.499313
10.048,1.116211,-0.3388672,-1.687744,1.675115,1.095725,-2.501374
10.069,1.132813,-0.4243164,-1.670166,1.492137,1.114733,-2.483053
10.09,1.085205,-0.5021973,-1.886475,1.32855,1.131603,-2.339389
10.112,1.029785,-0.3918457,-2.0,1.291527,1.010153,-2.211145
10.133,0.9602051,-0.03564453,-2.0,1.208626,0.7809924,-2.397405
10.154,0.9106445,0.145752,-2.0,1.58687,0.2213741,-2.501374
10.176,1.016113,-0.009521484,-2.0,1.867634,-0.5775573,-2.501374
10.197,1.124268,-0.1879883,-2.0,2.070763,-1.473969,-2.501374
10.219,1.3125,-0.3569336,-2.0,1.868855,-2.378397,-2.501374
10.24,1.389404,-0.5019531,-1.598389,1.75626,-2.501374,-2.501374
10.261,1.449219,-0.7495117,-1.163818,1.973512,-2.501374,-2.501374
10.283,1.289795,-0.9345703,-0.8813477,2.263206,-2.501374,-2.501374
10.304,1.085449,-1.226563,-0.715332,2.416031,-2.501374,-2.501374
10.325,0.9152832,-1.604248,-0.4301758,2.415572,-2.501374,-2.501374
