time,X,Y,Z,ROLL,PITCH,YAW
3.241,0.01000977,-1.193848,-0.4995117,1.605802,-1.152137,-0.05557252
3.264,-0.02270508,-1.162109,-0.901123,1.359008,-0.9722137,0.3286259
3.286,0.1086426,-1.100342,-0.8200684,1.199084,-1.06,0.6266412
3.308,0.1289063,-1.010742,-0.5185547,1.289695,-0.9558779,0.8430534
3.329,0.1628418,-1.059814,-0.6362305,1.35229,-0.8350382,1.046107
3.351,0.2463379,-0.9421387,-0.7138672,1.383817,-0.8730535,1.314427
3.372,0.276123,-0.7397461,-0.4765625,1.175954,-0.8696946,1.521527
3.394,0.2724609,-0.4868164,-0.3183594,0.9296947,-0.7461832,1.607023
3.415,0.2045898,-0.3134766,-0.2470703,0.8654962,-0.6453435,1.498092
3.436,0.1547852,-0.3886719,-0.2077637,0.9466412,-0.5864122,1.362824
3.458,0.1052246,-0.5012207,-0.08154297,1.058015,-0.5367175,1.335801
3.479,0.04858398,-0.4362793,0.03759766,0.9476336,-0.3967939,1.417481
3.5,0.05688477,-0.2333984,0.1264648,0.7960305,-0.2307634,1.412748
3.522,-0.0222168,-0.1713867,0.2023926,0.6472519,-0.02328244,1.334504
3.543,-0.06323242,-0.206543,0.1945801,0.7341985,0.1470992,1.272366
3.564,-0.05078125,-0.1743164,0.2287598,0.9609924,0.3130534,1.23542
3.586,-0.06542969,-0.06958008,0.1745605,0.9825191,0.530229,1.248244
3.607,-0.06396484,0.08959961,0.1416016,1.005496,0.7222901,1.206412
3.629,-0.1567383,0.3034668,0.05078125,1.066107,0.9454962,1.071374
3.65,-0.1242676,0.3239746,-0.1777344,1.062595,1.090382,0.8828244
3.671,-0.1259766,0.2619629,-0.2026367,1.12458,1.186107,0.7919847
3.693,-0.1940918,0.3164063,-0.2314453,1.052595,1.374656,0.828626
3.714,-0.1384277,0.5969238,-0.3139648,1.00145,1.525649,0.8167939
3.736,-0.01025391,0.8232422,-0.3579102,0.7458015,1.758626,0.6832061
3.758,-0.1010742,1.098633,-0.3408203,0.4194656,2.10603,0.3825191
3.78,-0.1694336,1.045166,-0.668457,0.1847328,2.436794,0.04450381
3.801,-0.1315918,0.7773438,-1.394531,0.2032825,2.385954,-0.1112214
3.822,-0.1445313,0.7763672,-1.630371,0.2333588,2.133512,-0.2277099
3.844,-0.2700195,0.8996582,-1.607422,0.06068702,2.021527,-0.3922137
3.865,-0.2675781,1.141357,-1.822266,0.1064122,1.858321,-0.7463359
