time,X,Y,Z,ROLL,PITCH,YAW
0.001,-0.4521484,0.3054199,-0.8356934,0.1761832,-0.05442748,0.0340458
0.024,-0.4772949,0.3813477,-0.7751465,0.1781679,0.01839694,0.05022901
0.046,-0.4946289,0.4431152,-0.8630371,0.1284733,0.09519083,0.03992367
0.071,-0.4926758,0.3623047,-0.8305664,0.1125191,0.1370992,0.03015267
0.093,-0.4812012,0.4677734,-1.066162,0.2168702,0.1348092,-0.03358779
0.114,-0.4492188,0.4799805,-1.466797,0.1653435,-0.09061069,-0.1180153
0.135,-0.550293,0.3933105,-1.197266,0.1018321,-0.4177099,-0.1623664
0.157,-0.6616211,0.3947754,-0.8823242,0.16,-0.420687,-0.1558779
0.178,-1.116455,0.5891113,-1.000244,0.4020611,-0.3338931,-0.1674809
0.2,-1.673584,0.7866211,-1.457764,0.3219084,-0.2233588,-0.2834351
0.221,-2.0,0.4240723,-2.0,-0.2853435,-0.3738931,-0.3674809
0.242,-1.741211,0.1660156,-2.0,-0.3029008,-1.039771,-0.2263359
0.264,-1.119873,0.3918457,-2.0,0.9232824,-1.985496,-0.2374809
0.285,-0.7797852,0.3972168,-2.0,1.608397,-2.501374,-0.3939695
0.307,-0.1796875,-0.1035156,-1.90332,1.076412,-2.501374,-0.3403054
0.328,0.1733398,-0.3537598,-0.9160156,0.4863358,-2.501374,-0.03114504
0.349,0.385498,-0.5305176,-0.07446289,-0.01916031,-2.501374,0.3036641
0.371,0.4819336,-0.5100098,0.4833984,-0.1956489,-2.501374,0.8068703
0.392,0.5961914,-0.05126953,0.8132324,0.006793893,-2.409237,1.167176
0.413,0.7875977,0.4255371,1.069824,0.6903053,-1.778244,1.252366
0.435,1.12793,1.718994,1.641602,0.5826717,-0.8893129,1.257939
0.456,1.370361,1.999939,1.999939,-0.3163359,0.6781679,0.02778626
0.477,1.948486,1.999939,1.545166,-0.3783206,2.287252,-2.501374
0.499,1.999939,1.974365,0.07470703,0.1148855,2.501298,-2.501374
0.52,1.999939,-1.853027,-1.447021,0.8747329,2.501298,-2.501374
0.542,0.9248047,-2.0,-1.318604,1.488321,1.519771,-2.501374
0.563,-0.1040039,-2.0,-0.5529785,0.5203817,1.198092,-2.093511
0.584,-0.371582,-2.0,-0.4306641,-0.8549618,1.301603,0.421374
0.606,-0.1542969,-2.0,-0.8225098,-1.21687,1.136718,2.486336
0.627,0.3161621,-2.0,-1.01123,-1.088702,0.6238168,2.501298
