time,X,Y,Z,ROLL,PITCH,YAW
2.589,-0.6640625,0.5087891,-0.4936523,-0.4371756,-0.2266412,0.0538168
2.612,-0.7255859,0.3608398,-0.4729004,-0.519542,-0.1775572,0.02900764
2.634,-0.7375488,0.3796387,-0.2739258,-0.1870992,-0.1205343,0.0559542
2.657,-0.7233887,0.5725098,-0.4365234,-0.08328244,0.07900763,-0.01694657
2.678,-0.8320313,0.2463379,-0.9797363,-0.429313,-0.1138931,0.03320611
2.7,-0.7431641,0.2653809,-0.6672363,0.09335878,-0.4472519,0.1548855
2.721,-0.7497559,0.4118652,-0.2900391,0.5743511,-0.4756488,0.1387786
2.742,-0.7145996,0.5300293,-0.1245117,0.4507633,-0.2503054,0.1296947
2.764,-0.6970215,0.5302734,-0.1782227,-0.1001527,0.09412213,0.07648855
2.785,-0.6877441,0.4641113,-0.4233398,-0.06732824,0.2254962,-0.01717557
2.807,-0.6877441,0.3713379,-0.605957,0.07412214,0.1713741,-0.06129771
2.828,-0.7302246,0.3696289,-0.6411133,0.1440458,0.05755725,-0.04412213
2.85,-0.7089844,0.3193359,-0.5224609,0.09183207,0.00389313,-0.01114504
2.871,-0.7268066,0.3339844,-0.3950195,0.06335878,0.04793893,0.05816794
2.892,-0.7089844,0.373291,-0.3259277,0.1603053,0.1360305,0.08374046
2.914,-0.6870117,0.4060059,-0.3740234,0.2101527,0.2408397,0.08267176
2.935,-0.7297363,0.3352051,-0.4553223,0.210458,0.31,0.1141221
2.956,-0.7629395,0.2182617,-0.5256348,0.2542748,0.3280153,0.2437405
2.978,-0.6271973,0.2314453,-0.4851074,0.3622137,0.3585496,0.3717557
3.004,-0.6936035,0.284668,-0.4226074,0.8562595,0.4903053,0.3534351
3.025,-0.6582031,0.3845215,-0.4370117,1.071756,0.5967939,0.3577863
3.046,-0.6516113,0.4584961,-0.4523926,1.266183,0.7910686,0.3181679
3.068,-0.6022949,0.4436035,-0.5249023,1.176107,1.007176,0.2068702
3.089,-0.5056152,0.3842773,-0.6186523,1.079389,1.15855,0.1033588
3.111,-0.4584961,0.3662109,-0.7055664,1.352672,1.237176,-0.06717557
3.132,-0.4335938,0.3391113,-0.875,1.682672,1.257099,-0.311145
3.153,-0.3415527,0.291748,-1.183594,1.615649,1.116641,-0.5738168
3.175,-0.354248,-0.01513672,-1.317627,0.9946565,0.7674809,-0.5624427
3.196,-0.3862305,-0.1032715,-1.397949,1.382137,0.398855,-0.3690076
3.217,-0.4321289,-0.1225586,-1.251221,1.340916,0.1512977,-0.2657252
