time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.7695313,0.2687988,-0.6633301,-0.1246565,0.1438168,0.04564886
0.023,-0.7651367,0.3371582,-0.6047363,0.1061832,0.07473283,-0.04091603
0.045,-0.7626953,0.2797852,-0.5488281,-0.04137404,0.02755725,-0.01022901
0.07,-0.7607422,0.3063965,-0.5444336,-0.03465649,0.03244275,-0.009312977
0.092,-0.7624512,0.2568359,-0.5944824,-0.004198473,-0.004045802,0.009541985
0.113,-0.767334,0.2807617,-0.5153809,0.00961832,-0.009007633,0.03473282
0.135,-0.7456055,0.3815918,-0.482666,-0.04793893,0.01854962,0.001526718
0.156,-0.7629395,0.3688965,-0.4875488,-0.04725191,0.0408397,-0.06267176
0.177,-0.7768555,0.3146973,-0.4941406,0.01984733,0.04038168,-0.08442748
0.199,-0.8532715,0.3435059,-0.4138184,0.05091603,0.06992366,-0.08267176
0.22,-1.013184,0.4814453,-0.4331055,0.2257252,0.1196947,-0.1419084
0.242,-1.221191,0.7868652,-0.6657715,0.590458,0.0170229,-0.3348855
0.263,-1.510254,1.090088,-0.6401367,0.8645802,-0.1296183,-0.6763359
0.284,-1.697021,1.120361,-0.7802734,0.6845038,-0.19,-0.9480916
0.306,-1.698242,1.190674,-0.9523926,0.7320611,-0.3161068,-1.308397
0.327,-1.65918,1.0,-1.309326,1.111832,-0.6783969,-1.744198
0.349,-1.41333,0.9777832,-1.163574,1.409924,-1.098473,-2.121832
0.37,-1.109619,0.6062012,-0.9897461,1.426107,-1.348397,-2.397252
0.391,-0.8937988,0.1479492,-0.8623047,1.359924,-1.497481,-2.418931
0.413,-0.7160645,-0.1171875,-0.7971191,1.483511,-1.694656,-2.286107
0.434,-0.4560547,-0.04077148,-0.4931641,1.753435,-1.889924,-2.236107
0.455,-0.1992188,-0.1120605,-0.1369629,1.893282,-1.909618,-2.283893
0.477,-0.07397461,-0.4909668,0.09716797,1.88374,-1.738321,-2.142519
0.498,0.0144043,-0.6159668,0.09716797,1.850153,-1.569542,-1.889771
0.52,0.109375,-0.8010254,0.3435059,1.472519,-1.326947,-1.523969
0.541,0.1564941,-0.8935547,0.4887695,1.313588,-0.9676336,-1.122519
0.562,0.1799316,-0.7258301,0.3522949,1.164504,-0.7526718,-0.8516794
0.584,0.2512207,-0.5632324,0.442627,1.028702,-0.6496183,-0.8046565
0.605,0.3540039,-0.8850098,0.7995605,0.5642748,-0.4367939,-0.7639695
0.626,0.3774414,-1.471436,0.9604492,0.4210687,0.01824427,-0.5022137
