time,X,Y,Z,ROLL,PITCH,YAW
4.565,0.7155762,1.999939,-1.541016,1.524275,1.290229,2.501298
4.588,-0.1345215,1.999939,-2.0,0.2035878,0.6074046,2.476259
4.61,-0.3322754,1.999939,-1.32666,-0.7439694,-0.159771,0.1870229
4.634,-0.2609863,0.5231934,-0.5759277,-0.7748855,0.1407634,-0.4393893
4.655,-0.2912598,-0.340332,-0.8288574,0.268855,0.5294657,-0.01282443
4.677,-0.3012695,-0.1027832,-1.124512,0.7274809,0.5077099,0.4875573
4.698,-0.3569336,0.4140625,-1.117432,0.3958015,0.2932061,0.5131298
4.719,-0.4335938,0.7714844,-0.9196777,-0.01541985,0.1154199,0.1983206
4.741,-0.4135742,0.9350586,-0.4362793,-0.06251908,0.1847328,-0.3332824
4.762,-0.2763672,0.6904297,-0.1264648,-0.1115267,0.5407634,-0.8442748
4.783,-0.1989746,0.4245605,-0.2202148,-0.1189313,0.990229,-1.049771
4.805,-0.1276855,0.6152344,-0.5185547,0.07374046,1.300153,-1.155267
4.826,-0.01733398,1.116699,-0.6025391,0.4225191,1.511679,-1.583053
4.848,0.1828613,1.181152,-0.8505859,-0.0008396946,1.555573,-2.283435
4.869,0.432373,0.9416504,-0.7053223,0.1681679,1.551679,-2.501374
4.89,0.5805664,0.7480469,-0.6757813,0.3354962,1.53374,-2.501374
4.912,0.8476563,0.8178711,-0.418457,0.7193893,1.603664,-2.501374
4.933,1.045166,0.722168,-0.3027344,1.087481,1.830305,-2.501374
4.954,1.179688,0.4008789,-0.7414551,1.202595,2.050382,-2.501374
4.976,1.252197,-0.007080078,-1.500244,1.552443,1.751221,-2.501374
4.997,1.475098,-0.2897949,-2.0,1.410382,0.8616031,-2.501374
5.019,1.66333,-0.9436035,-1.739746,1.436107,-0.109313,-2.501374
5.04,1.930176,-1.640869,-0.7507324,0.738626,-0.2761832,-2.501374
5.061,1.842529,-2.0,-0.8901367,0.1906107,0.3919847,-2.501374
5.083,1.155029,-2.0,-2.0,0.1576336,0.500229,-1.406031
5.104,0.8876953,-2.0,-1.712402,0.3628244,-0.0238168,0.3490076
5.126,0.9055176,-0.6337891,-0.8200684,0.4407634,-0.004732824,1.081069
5.147,0.7929688,0.2988281,-0.8186035,0.4087023,0.1800763,1.006183
5.168,0.6364746,0.4777832,-1.252441,0.4275573,0.1332824,0.4479389
5.19,0.5534668,-0.02563477,-1.675293,0.5644275,-0.1967176,-0.02442748
