time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.09936523,0.04296875,-1.16748,0.0229771,-0.07145038,-0.01045802
0.023,-0.07104492,0.01635742,-1.08374,-0.03435114,-0.1235114,-0.01045802
0.045,-0.06616211,0.0004882813,-0.9621582,-0.002061069,-0.09236641,-0.003129771
0.071,-0.07250977,-0.004150391,-0.9694824,0.02969465,-0.04458015,0.006335878
0.093,-0.08374023,0.04003906,-1.000732,0.03198473,-0.008778625,0.001603054
0.114,-0.07910156,0.04003906,-1.03125,0.03877863,0.007938932,-0.02137404
0.135,-0.06958008,-0.02099609,-1.085449,0.04183206,0.001755725,-0.0121374
0.157,-0.07324219,0.0,-1.067627,0.01282443,-0.02396946,0.01389313
0.178,-0.07788086,0.02734375,-1.015625,0.01923664,-0.01717557,0.002061069
0.2,-0.06225586,0.004150391,-1.011963,0.03503817,0.00480916,-0.004198473
0.221,-0.05224609,-0.002441406,-1.050049,0.05839695,0.01992366,0.004503817
0.242,-0.06030273,0.01416016,-1.067871,0.05343511,0.008549619,0.009770992
0.264,-0.0534668,0.02416992,-1.064697,0.04770992,-0.01091603,0.001068702
0.285,-0.06445313,0.003173828,-1.047607,0.02755725,-0.01770992,0.006259542
0.306,-0.04101563,-0.01586914,-1.032715,0.02580153,0.04541985,-0.001526718
0.328,-0.06640625,0.02880859,-1.125977,-0.00480916,0.01175573,0.02480916
0.349,-0.04003906,0.1196289,-1.145264,0.03229007,-0.03610687,-0.01175573
0.371,-0.03881836,-0.01416016,-1.086182,-0.002977099,-0.05343511,-0.03832061
0.392,-0.03515625,-0.04052734,-1.071777,0.03480916,-0.04625954,-0.005648855
0.413,-0.05175781,0.02246094,-1.063965,0.03290076,-0.03725191,0.01419847
0.435,-0.05566406,0.05175781,-1.081055,0.03473282,-0.04251909,-0.006641221
0.456,-0.06103516,-0.005126953,-1.080566,0.0389313,-0.06381679,-0.01877862
0.477,-0.06103516,-0.02368164,-1.035889,0.02244275,-0.07450381,0.008396947
0.499,-0.06298828,0.005859375,-1.016357,0.02343511,-0.05488549,0.01961832
0.52,-0.06835938,0.03662109,-1.029785,0.0408397,-0.03450382,0.01519084
0.541,-0.05566406,0.05004883,-1.05127,0.05450382,-0.03251908,-0.006412214
0.563,-0.06982422,0.01171875,-1.07373,0.05442748,-0.04198473,-0.02068702
0.584,-0.07202148,-0.001953125,-1.055664,0.01114504,-0.05198473,-0.002900764
0.606,-0.07128906,0.01489258,-1.055176,0.01687023,-0.05450382,0.001679389
0.627,-0.07299805,0.001953125,-1.058838,0.02885496,-0.05816794,0.003053435
