time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.7231445,-0.4074707,-0.6896973,0.08435115,-0.1264886,0.0378626
0.023,-0.7265625,-0.5097656,-0.5270996,-0.001145038,-0.2361069,0.02198473
0.045,-0.6967773,-0.4199219,-0.2553711,-0.3199237,-0.04977099,0.05091603
0.07,-0.6804199,-0.4223633,-0.4763184,-0.02496183,0.1233588,-0.02748091
0.09099999,-0.6745605,-0.4602051,-0.6689453,0.1380916,0.09045801,-0.04862595
0.113,-0.6813965,-0.4433594,-0.640625,0.1009924,-0.007709923,-0.03458015
0.134,-0.7702637,-0.4199219,-0.5847168,-0.02206107,-0.03061069,-0.01320611
0.155,-1.001221,-0.2172852,-0.6965332,-0.1045038,0.02465649,-0.02099237
0.177,-1.312744,0.3964844,-1.416992,-0.2646565,-0.1484733,-0.3194656
0.198,-1.169189,0.3327637,-1.547852,-1.030687,-0.5771756,-0.7447328
0.22,-1.508789,-0.3044434,-1.546143,-1.234504,-0.7917557,-0.8938168
0.241,-1.414795,-0.4760742,-1.65332,-1.134427,-1.066565,-0.7156488
0.262,-1.31665,0.2189941,-1.759521,-1.87855,-1.492977,-0.6696183
0.284,-0.8950195,0.5910645,-1.678711,-2.501374,-1.901374,-1.137405
0.305,-0.4707031,0.1704102,-1.666992,-2.501374,-2.188244,-1.73313
0.326,-0.2011719,-0.4008789,-1.534668,-1.357786,-2.501374,-2.010916
0.348,-0.07543945,-0.7373047,-1.006592,-0.971603,-2.501374,-1.928931
0.369,0.03833008,-0.7485352,-0.5695801,-1.271756,-2.501374,-1.82771
0.391,0.2209473,-0.7407227,-0.3959961,-1.397405,-2.501374,-1.900992
0.412,0.3083496,-1.017822,-0.09277344,-0.6992366,-2.366641,-1.938015
0.433,0.2695313,-1.209229,0.2373047,-0.5730534,-1.991298,-1.739695
0.455,0.2624512,-1.232178,0.2600098,-0.7931297,-1.510916,-1.532137
0.476,0.2763672,-1.234619,0.1362305,-0.9254962,-1.11542,-1.374656
0.497,0.3361816,-1.302002,0.1962891,-0.6264886,-0.7583969,-1.258321
0.519,0.3771973,-1.445068,0.3278809,-0.1329008,-0.3580916,-1.086794
0.54,0.421875,-1.506836,0.3588867,0.01564886,0.1061832,-0.797481
0.562,0.5,-1.736572,0.267334,7.633586e-05,0.5419847,-0.4927481
0.583,0.609375,-2.0,0.2231445,0.1352672,0.9662596,0.002213741
0.604,0.6516113,-2.0,0.1105957,0.6226718,1.38,0.7654199
0.626,0.689209,-2.0,-0.1237793,0.8250381,1.698092,1.624656
