time,X,Y,Z,ROLL,PITCH,YAW
7.775,0.4433594,1.999939,-1.388184,-0.7558779,0.7863359,-2.501374
7.797,0.4838867,0.2231445,-1.940918,-0.2099237,0.08557252,-2.501374
7.819,0.3398438,-2.0,-1.314209,-0.1173282,-0.2443511,-2.501374
7.842,0.02734375,-2.0,-1.148438,-0.1423664,-0.2072519,-2.501374
7.863,-0.5874023,-2.0,-1.57666,-0.1474809,-0.3257252,-1.750458
7.885,-0.9465332,-2.0,-1.860107,0.1661832,-0.8546565,0.2307634
7.906,-0.4509277,-2.0,-1.773193,0.5725954,-1.403359,2.149618
7.927,0.215332,-2.0,-1.562988,1.56,-1.93,2.501298
7.949,0.8930664,-0.3388672,-0.8278809,1.24084,-2.094122,2.501298
7.97,0.9450684,1.0625,0.4353027,0.02648855,-1.583206,2.501298
7.991,0.7658691,1.966797,0.5107422,-0.08145038,-0.6742748,2.300687
8.013,0.4694824,1.999939,-0.5358887,0.8238932,-0.5322137,1.164504
8.034,0.3745117,1.964844,-0.5119629,1.447557,-0.9725954,0.02061069
8.056,0.2124023,1.174072,0.7102051,0.4194656,-0.6241985,-0.2579389
8.077,-0.02880859,1.040771,0.6203613,0.04351145,0.1471756,-0.5172519
8.098,-0.2956543,0.6420898,-0.2265625,-0.1261069,0.419542,-0.829084
8.12,-0.5075684,0.03564453,-0.6037598,-0.1319084,0.151145,-0.8748092
8.141,-0.5280762,-0.1889648,-0.3112793,-0.06015267,-0.1819847,-0.6720611
8.162,-0.3432617,0.3010254,0.1323242,-0.1296947,-0.171145,-0.5238168
8.184,-0.0847168,1.105713,0.5319824,-0.3958779,0.1699237,-0.7527481
8.205,0.1835938,1.834961,0.6945801,-0.6074046,0.8078626,-1.570611
8.226,0.4296875,1.625977,0.435791,-0.7145038,1.623664,-2.501374
8.248,0.5778809,-0.06567383,-0.6708984,-0.8945038,2.017176,-2.501374
8.269,0.1640625,-1.646973,-1.506348,-0.9406107,1.756336,-2.501374
8.291,-0.2412109,-2.0,-1.709473,-0.690687,1.352901,-2.383512
8.312,-0.2478027,-2.0,-1.852051,-1.043359,0.9722901,-1.627939
8.333,-0.3266602,-2.0,-1.499268,-1.275649,0.7245802,-0.8057252
8.355,-0.3120117,-2.0,-1.581299,-0.917939,0.5238931,0.1473282
8.376,-0.1965332,-2.0,-1.742676,-0.08175572,0.07137404,1.168321
8.398,0.1359863,-2.0,-1.378662,0.4758779,-0.3712214,2.14771
