time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.7648926,-0.05078125,-0.8139648,0.04129771,0.1416031,0.0510687
0.037,-0.703125,0.09375,-0.7937012,0.2339695,-0.2900764,-0.02580153
0.05900001,-0.7231445,0.09350586,-0.4226074,0.4509924,-0.2518321,-0.1527481
0.081,-0.7460938,-0.03979492,-0.3254395,0.5077099,-0.007251909,-0.1773282
0.102,-0.7539063,-0.1767578,-0.4025879,0.4142748,0.2305343,-0.08778625
0.123,-0.776123,-0.2478027,-0.6374512,0.178626,0.3712214,0.09610687
0.145,-0.8417969,-0.197998,-0.857666,0.05488549,0.2992367,0.318855
0.166,-0.8422852,-0.07226563,-0.9223633,0.3247328,0.09763359,0.4918321
0.188,-0.6794434,-0.03491211,-0.8310547,0.52229,-0.04412213,0.4986259
0.209,-0.7160645,-0.02075195,-0.6035156,0.3993893,0.009770992,0.5242748
0.23,-0.5834961,-0.04443359,-0.4963379,-0.3164122,0.3012977,0.3724427
0.252,-0.6694336,-0.2856445,-0.7207031,-0.9164123,0.5544275,0.2514504
0.273,-0.6135254,-0.3581543,-0.9909668,-0.8237405,0.4322901,0.1841985
0.294,-0.8457031,-0.8947754,-0.9489746,-0.5319084,0.1830534,0.161374
0.316,-0.998291,-1.473145,-0.7231445,1.219618,-0.1903053,0.5059542
0.337,-0.6853027,-1.752686,-0.7451172,0.9345801,-0.0610687,1.285954
0.359,-0.5258789,-1.343018,-0.7617188,0.6517558,0.04778626,2.045496
0.38,-0.3513184,-0.8095703,-0.8266602,0.1869466,0.1068702,2.501298
0.401,-0.2607422,-0.3068848,-0.9731445,0.3958015,0.01236641,2.501298
0.423,-0.1472168,0.1669922,-1.12207,0.7533588,-0.1594657,2.501298
0.444,-0.02734375,0.5861816,-1.086914,0.7028244,-0.2913741,2.501298
0.465,0.05395508,0.8710938,-0.7644043,0.380229,-0.278626,2.233053
0.487,0.07006836,1.021973,-0.6437988,0.2887786,-0.1242748,1.924275
0.508,0.06616211,1.223633,-0.7758789,0.2927481,-0.04496183,1.578855
0.529,0.06030273,1.303467,-0.8325195,0.2988549,-0.06908397,1.218702
0.551,0.166748,1.343506,-0.8359375,0.2072519,-0.1248092,0.8957252
0.572,0.173584,1.411865,-0.7856445,0.2655725,-0.1909924,0.5340458
0.594,0.2058105,1.439209,-0.6555176,0.3153435,-0.2353435,0.2032061
0.615,0.2568359,1.445801,-0.4682617,0.2479389,-0.1643512,-0.09938931
0.636,0.3212891,1.528809,-0.4020996,0.2421374,-0.02931298,-0.4499237
