time,X,Y,Z,ROLL,PITCH,YAW
2.594,-1.373047,0.4819336,-0.9213867,0.3110687,-0.08923664,-0.002137405
2.616,-1.327881,0.1862793,-1.120361,-0.1577099,-0.1764885,-0.2206107
2.638,-0.951416,-0.03051758,-1.018555,0.1444275,-0.4694656,-0.3387786
2.663,-0.8283691,-0.07397461,-0.9472656,1.483282,-0.7747328,-0.3823664
2.684,-0.8061523,-0.07299805,-0.7133789,1.449847,-0.9458778,-0.2515267
2.706,-0.7202148,-0.1716309,-0.4589844,0.4267176,-0.87229,-0.08610686
2.727,-0.6242676,-0.1767578,-0.3955078,-0.1864886,-0.6825191,0.0519084
2.748,-0.6433105,-0.3249512,-0.4099121,-1.399008,-0.4905344,0.2349618
2.77,-0.7746582,-0.3017578,-0.3901367,-1.852595,-0.4075572,0.4224427
2.791,-0.8427734,-0.03710938,0.5471191,-0.8361069,-0.320916,0.5387023
2.812,-0.6594238,0.1325684,-0.1833496,-0.9870229,0.4278626,0.5083969
2.834,-1.027588,0.3430176,-1.22998,-0.7791603,-0.02282443,0.3458015
2.855,-0.8305664,-0.005615234,-0.701416,-0.378626,-0.4870992,0.278626
2.876,-0.8999023,-0.05273438,-0.08984375,-0.01351145,-0.3672519,0.3370992
2.898,-0.9023438,-0.09667969,0.06225586,0.1338168,0.05374045,0.4576336
2.919,-0.9001465,0.2570801,-0.621582,-0.490229,0.3054198,0.4735115
2.941,-0.8752441,0.3942871,-0.9614258,-0.4093893,0.04847328,0.2858015
2.962,-0.9123535,0.2893066,-0.8361816,-0.4442748,-0.2584733,0.1003817
2.983,-0.8342285,0.1376953,-0.4194336,-0.3835114,-0.3178626,0.03015267
3.005,-0.8649902,0.08544922,-0.4291992,-0.7589313,-0.1903817,0.03717557
3.026,-0.8911133,-0.1018066,-0.3691406,-0.7511451,-0.1583206,0.1468702
3.047,-1.047363,0.2407227,-0.2456055,-0.3161068,-0.06847328,0.1842748
3.069,-0.8786621,0.4301758,-0.779541,-0.1622901,-0.3221374,0.1587786
3.09,-0.7617188,0.1948242,-0.2834473,0.2560305,-0.45,0.01160305
3.112,-0.9333496,0.05444336,0.06225586,0.2674809,-0.1912214,0.03770993
3.133,-0.9519043,0.05444336,-0.03930664,0.5108397,0.08908397,0.1009924
3.154,-0.8010254,0.1074219,-0.2697754,0.7577099,0.2083206,0.1601527
3.176,-0.7939453,0.1401367,-0.4052734,0.6228244,0.3190076,0.2119847
3.197,-0.8413086,0.1887207,-0.5219727,0.04923664,0.3528244,0.2798473
3.218,-0.829834,0.2910156,-0.5493164,-0.03832061,0.3025954,0.2835878
