time,X,Y,Z,ROLL,PITCH,YAW
1.958,-1.062744,0.2888184,-1.752441,0.0708397,0.9232824,-0.7353435
1.981,-0.9404297,0.07080078,-2.0,0.261832,0.6874046,-0.8561069
2.012,-0.9365234,-0.4309082,-2.0,1.005573,-0.08725191,-0.6725955
2.034,-0.9772949,-0.5869141,-1.815674,1.266641,-0.7357252,-0.2281679
2.055,-0.9599609,-0.4067383,-1.270996,1.128397,-1.089084,0.2001527
2.076,-0.8405762,-0.1164551,-0.8505859,1.298626,-1.065191,0.3942748
2.098,-0.8288574,0.04394531,-0.8183594,1.725343,-0.8677863,0.380916
2.119,-0.845459,0.03125,-1.117676,2.118779,-0.8477862,0.320916
2.14,-0.706543,0.01318359,-0.862793,1.810076,-1.11313,0.2816794
2.162,-0.6435547,-0.09643555,-0.2355957,-0.128626,-0.5376336,0.3545802
2.183,-0.7363281,-0.1386719,-1.224121,0.6193893,-0.6120611,0.2935878
2.205,-0.6872559,0.04101563,-1.30127,0.310458,-1.01916,0.1584733
2.226,-0.572998,-0.05810547,-0.8498535,-0.129771,-1.288702,0.07824428
2.247,-0.5334473,-0.1955566,-0.1469727,-0.3262596,-1.089542,0.1180916
2.269,-0.6711426,-0.1699219,0.09350586,-0.1296183,-0.4414504,0.1361832
2.29,-0.6611328,-0.004150391,-0.2766113,0.05351145,0.03442748,0.05259542
2.311,-0.644043,-0.01855469,-0.7199707,-0.1269466,0.1187786,-0.006259542
2.333,-0.5629883,-0.1362305,-0.8850098,-0.07847328,-0.07580153,0.0851145
2.354,-0.6831055,-0.07983398,-0.784668,0.2075572,-0.2856488,0.1334351
2.376,-0.7236328,0.001464844,-0.5532227,0.2983206,-0.329542,0.1132061
2.397,-0.6801758,-0.01049805,-0.5344238,0.2064122,-0.2860305,0.1043512
2.418,-0.6994629,-0.02001953,-0.4060059,-0.03236641,-0.2280916,0.2266412
2.44,-0.7973633,0.004638672,-0.4450684,-0.001832061,-0.1251145,0.2710687
2.461,-0.769043,0.07421875,-0.5290527,0.2664122,-0.06343512,0.2682443
2.483,-0.7792969,0.1733398,-0.5898438,0.4694656,-0.05274809,0.219542
2.504,-0.7697754,0.1833496,-0.501709,0.3775573,-0.09083969,0.2167176
2.525,-0.840332,0.1887207,-0.5163574,0.199542,-0.07534351,0.1841985
2.547,-0.7680664,0.2089844,-0.5532227,0.1187023,-0.08526718,0.1193893
2.568,-0.7526855,0.230957,-0.5449219,0.248855,-0.08877862,0.05068702
2.589,-0.7243652,0.2392578,-0.5429688,0.3416794,-0.0859542,-0.02412214
