time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.2329102,1.188721,0.8037109,0.1048855,-0.4550382,0.3760305
0.037,-0.3569336,0.7463379,0.7233887,0.0007633588,-0.9955725,0.3345802
0.061,-0.4304199,0.4047852,0.3425293,0.1518321,-0.5374046,-0.3648855
0.083,-0.439209,0.1960449,0.2382813,-0.01343511,-0.4280153,-0.1981679
0.105,-0.4726563,0.1496582,0.2319336,-0.108626,-0.378855,0.01496183
0.127,-0.4389648,0.1877441,0.2670898,-0.01908397,-0.3444275,0.2224427
0.149,-0.4406738,0.3474121,0.3913574,-0.06045802,-0.2401527,0.3281679
0.17,-0.4399414,0.5546875,0.5141602,-0.1224427,-0.01931298,0.3254199
0.191,-0.411377,0.8613281,0.6337891,-0.2198473,0.2925954,0.141145
0.213,-0.3789063,1.158691,0.6716309,-0.2187786,0.6883206,-0.2261069
0.234,-0.2739258,1.467285,0.6098633,-0.09557252,1.07771,-0.7616794
0.255,-0.1047363,1.988525,0.625,0.1173282,1.543511,-1.704427
0.277,0.1994629,1.999939,0.5375977,0.1626718,2.007863,-2.501374
0.298,0.6435547,1.363037,0.2687988,-0.2818321,2.473359,-2.501374
0.32,1.214111,0.9494629,-0.05249023,-1.522672,2.501298,-2.501374
0.341,1.516602,0.1416016,-0.8115234,-0.8554962,2.501298,-2.501374
0.362,0.9348145,-2.0,-2.0,0.5739695,2.501298,-2.501374
0.384,-0.6240234,-2.0,-2.0,-1.217786,1.156947,-1.971069
0.405,-0.5129395,-2.0,-0.9724121,-1.608244,0.6836641,-0.3238931
0.426,-0.3232422,-2.0,-0.4140625,-1.485725,0.8940458,0.5425191
0.448,-0.2712402,-1.977295,-0.826416,-1.25,1.126107,1.079695
0.469,-0.2856445,-2.0,-1.437256,-1.112519,1.016947,1.851908
0.491,-0.2424316,-2.0,-1.89624,-0.7600763,0.468626,2.501298
0.512,0.09375,-1.68457,-1.94873,-0.002290076,-0.2640458,2.501298
0.533,0.2719727,-0.560791,-1.966553,0.876794,-0.9077863,2.501298
0.555,0.217041,0.2041016,-1.353516,0.5653435,-1.229695,2.501298
0.576,0.2182617,0.3774414,-0.4775391,-0.4184733,-1.270916,2.501298
0.597,0.3095703,0.4848633,-0.1477051,0.1751908,-1.001756,2.501298
0.619,0.4521484,0.7131348,-0.1816406,0.4948855,-0.6480153,2.501298
0.64,0.5092773,1.075195,-0.1506348,0.1771756,-0.2921374,2.501298
