time,X,Y,Z,ROLL,PITCH,YAW
0.653,-0.3757324,-0.04394531,-0.8745117,-0.04053435,0.02076336,0.1791603
0.676,-0.3317871,0.1401367,-1.017822,0.07290077,0.03351145,0.1691603
0.698,-0.390625,0.317627,-1.104492,-0.02709924,-0.05389313,0.04961832
0.722,-0.380127,0.2578125,-0.9699707,-0.3737405,-0.1259542,-0.1396183
0.744,-0.3205566,0.1491699,-0.7998047,-0.4822137,-0.08236641,-0.1950382
0.765,-0.362793,0.08007813,-0.84375,-0.3547328,0.06290077,-0.1496183
0.787,-0.3303223,0.1152344,-0.9992676,0.03267176,0.1025954,-0.06679389
0.808,-0.3151855,0.1645508,-1.064209,0.2560305,0.02641221,-0.02633588
0.829,-0.3798828,0.1269531,-1.037354,0.1120611,-0.04908397,-0.005877863
0.851,-0.3728027,0.1157227,-1.01001,0.07610687,-0.08,0.0002290076
0.8719999,-0.3178711,0.1166992,-0.9421387,0.1425191,-0.06129771,0.02450382
0.894,-0.3447266,0.114502,-1.028564,0.4163359,-0.03534351,0.05854962
0.9150001,-0.3774414,0.1364746,-1.106445,0.5516794,-0.1001527,0.04305343
0.936,-0.3737793,0.08691406,-1.006836,0.4996183,-0.1906107,0.006793893
0.958,-0.387207,0.03417969,-0.8391113,0.1841985,-0.1484733,0.03038168
0.979,-0.3947754,0.07104492,-0.8127441,0.02061069,-0.01908397,0.07687023
1.006,-0.3725586,0.1855469,-1.09668,0.3060305,-0.00519084,0.004656488
1.028,-0.3737793,-0.1362305,-0.7067871,0.4170229,-0.1296947,-0.07328244
1.049,-0.3613281,-0.107666,-0.689209,-0.1842748,0.06358778,0.1407634
1.07,-0.3823242,0.1306152,-1.21875,-0.07717557,0.06129771,0.1467939
1.092,-0.4077148,0.1945801,-1.314941,0.2483969,-0.211374,-0.0251145
1.113,-0.3186035,0.144043,-0.965332,0.2429008,-0.3415267,-0.138397
1.135,-0.3513184,-0.02929688,-0.6147461,-0.2739695,-0.1642748,-0.07633588
1.156,-0.3608398,-0.0002441406,-0.6872559,-0.2625191,0.1732824,0.01206107
1.177,-0.3122559,0.08007813,-1.05127,0.1454198,0.2763359,0.03282443
1.199,-0.3769531,0.1533203,-1.300293,0.5034351,0.06343512,-0.03083969
1.22,-0.3342285,0.1062012,-1.172852,0.3790076,-0.200687,-0.05015267
1.242,-0.342041,0.0859375,-0.9494629,0.4132824,-0.3011451,-0.03
1.263,-0.3884277,0.007568359,-0.6296387,-0.400458,0.02977099,0.0938168
1.284,-0.3198242,0.1147461,-1.093262,-0.05633588,0.2310687,0.03656489
