time,X,Y,Z,ROLL,PITCH,YAW
0.0,-0.6103516,-0.3137207,-1.228027,0.3680153,0.2055725,0.06961832
0.023,-0.6166992,-0.2124023,-0.9951172,-0.1500763,-0.189542,-0.09458015
0.045,-0.5979004,-0.5544434,-0.3522949,-0.6332061,-0.1975573,-0.1374809
0.07,-0.6015625,-0.6193848,0.02734375,-0.930229,0.251145,-0.09648855
0.092,-0.496582,-0.4904785,-0.0559082,-0.9955725,0.7493893,-0.08183206
0.113,-0.472168,-0.2880859,-0.3498535,-1.074427,1.13687,-0.1451908
0.135,-0.4697266,0.3447266,-0.6965332,-1.441527,1.309695,-0.600458
0.156,0.08886719,0.402832,-0.8476563,-1.898015,1.535954,-1.149237
0.178,0.1391602,0.2473145,-0.9694824,-2.04916,1.764733,-1.316183
0.199,-0.06054688,0.309082,-1.243896,-1.715038,1.8,-1.365954
0.22,-0.2333984,0.6618652,-1.491943,-2.035801,1.684275,-1.397099
0.242,-0.05224609,1.379639,-1.382813,-1.392443,1.382214,-1.890229
0.263,-0.08178711,1.273438,-1.306641,0.08969465,1.325725,-2.459008
0.284,-0.2028809,0.7509766,-1.936768,1.190916,0.9910687,-2.501374
0.306,-0.2199707,-0.06274414,-2.0,0.491603,0.4371756,-2.501374
0.327,-0.1164551,-0.5529785,-2.0,-0.02259542,-0.2594656,-2.501374
0.349,-0.01074219,-0.7722168,-2.0,0.6872519,-0.9224427,-2.462748
0.37,-0.05444336,-0.609375,-2.0,1.163282,-1.566794,-2.028855
0.391,0.1242676,-0.1687012,-2.0,1.268855,-1.91084,-1.920763
0.413,0.2456055,-0.1662598,-1.989502,1.231603,-2.056031,-1.963511
0.434,0.3171387,-0.2348633,-1.72876,1.942137,-2.124428,-1.978015
0.455,0.4040527,-0.3117676,-1.614502,1.83313,-2.192824,-1.883206
0.477,0.5656738,-0.3129883,-1.650879,1.51374,-2.31084,-1.840763
0.498,0.7702637,-0.4609375,-1.661865,1.370916,-2.501374,-1.824046
0.519,1.011475,-0.7504883,-1.522949,1.253282,-2.501374,-1.759466
0.541,1.06543,-0.9736328,-1.016357,1.440153,-2.501374,-1.51855
0.562,1.039307,-1.112305,-0.7438965,1.606183,-2.501374,-1.198626
0.584,0.8144531,-1.276367,-0.5568848,1.348015,-2.489847,-0.8590076
0.605,0.7563477,-1.309326,-0.40625,1.023435,-2.108702,-0.3896183
0.626,0.7160645,-1.12793,-0.6591797,1.178702,-1.852824,-0.1163359
