time,X,Y,Z,ROLL,PITCH,YAW
0.001,-0.4335938,0.2502441,-1.064453,-0.004961832,-0.1380153,-0.0261832
0.024,-0.4382324,0.3334961,-0.9833984,0.0659542,-0.2638168,0.02977099
0.046,-0.4265137,0.2983398,-0.6633301,0.09557252,-0.170687,0.03412214
0.072,-0.4311523,0.3637695,-0.7463379,0.09832061,-0.05145039,0.007099236
0.093,-0.4006348,0.395752,-0.8791504,-0.02030534,0.0009160305,-0.02137404
0.115,-0.4372559,0.364502,-0.9804688,-0.09748092,-0.07328244,-0.05961832
0.136,-0.4438477,0.3259277,-0.9221191,0.02099237,-0.1622901,-0.06572519
0.157,-0.5356445,0.3803711,-0.7983398,0.1432824,-0.1767939,-0.06
0.179,-0.7570801,0.4460449,-0.7597656,0.3025954,-0.1367176,-0.08236641
0.2,-0.9892578,0.4487305,-0.829834,0.6251145,-0.06519084,-0.09656488
0.221,-1.229492,0.4228516,-0.940918,1.07771,0.02038168,-0.1508397
0.243,-1.408936,0.5944824,-1.092041,0.610229,0.1529008,-0.1283206
0.264,-1.465332,0.6894531,-1.162598,0.4190076,0.3348092,-0.1928244
0.286,-1.558838,0.7150879,-1.201904,1.295725,0.5470229,-0.3626718
0.307,-1.376465,0.7753906,-1.641357,2.501298,0.7315268,-0.768626
0.328,-0.9526367,0.3967285,-2.0,2.501298,0.2261832,-1.222595
0.35,-0.6157227,-0.3232422,-2.0,2.501298,-0.9791603,-1.17542
0.371,-0.3457031,-0.8049316,-2.0,2.501298,-2.020611,-0.6614504
0.392,-0.3291016,-0.5478516,-1.56543,2.501298,-2.387023,-0.2492366
0.414,0.046875,-0.359375,-1.20874,2.501298,-2.249847,-0.02015267
0.435,0.1950684,-0.416748,-0.8305664,2.501298,-2.027863,0.09603053
0.457,0.09643555,-0.453125,-0.4533691,2.499466,-1.778015,0.1848092
0.478,0.02416992,-0.34375,-0.3100586,2.501298,-1.521603,0.1657252
0.499,0.003417969,-0.03515625,-0.2116699,2.501298,-1.364962,-0.2570992
0.521,0.3127441,-0.08618164,-0.2485352,2.501298,-1.290153,-0.6012214
0.542,0.5412598,-0.4719238,-0.5175781,2.501298,-2.480076,-0.8412977
0.564,0.7263184,-1.19043,0.8557129,2.501298,-2.142519,0.2772519
0.585,0.4128418,-0.4584961,0.911377,0.7156488,-1.721756,0.8201527
0.606,0.3391113,-0.4821777,1.185547,0.7312214,-1.037863,0.5830534
0.628,0.1796875,-0.5961914,0.8728027,0.2159542,-0.5566412,0.6271756
