time,X,Y,Z,ROLL,PITCH,YAW
3.915,0.1740723,-1.50293,-1.269287,-0.6791603,2.219847,2.501298
3.938,0.2480469,-1.217773,-1.426025,-0.3512977,1.814962,2.501298
3.96,-0.4145508,0.2172852,-1.711426,-0.1928244,1.655649,2.501298
3.985,-0.2785645,1.255859,-2.0,-1.045649,1.304046,2.501298
4.006,0.4975586,1.660645,-2.0,-1.101832,0.3465649,2.501298
4.028,1.19751,1.999939,-2.0,-0.06740458,-0.5929008,2.501298
4.049,1.235107,1.999939,-2.0,0.4767176,-1.170687,2.501298
4.071,0.949707,1.999939,-1.383545,0.1461832,-1.195114,1.696641
4.092,0.5385742,1.776123,-0.802002,-0.02885496,-0.819542,0.8538168
4.113,0.1237793,1.328613,-1.089355,0.008015268,-0.5683969,0.4985496
4.135,-0.204834,1.181641,-1.568359,-0.05671756,-0.6935114,0.3412214
4.156,-0.4406738,1.00293,-1.643555,-0.140916,-0.9122137,0.2780153
4.177,-0.4975586,0.7961426,-2.0,-0.1480916,-1.198321,0.3137405
4.199,-0.4523926,0.7565918,-2.0,-0.2754962,-1.752672,0.4280916
4.22,-0.3007813,0.7788086,-1.937744,-0.09717558,-2.306412,0.4581679
4.242,-0.1540527,0.6831055,-1.552246,0.228626,-2.501374,0.5140458
4.263,0.02563477,0.7338867,-1.336426,0.2554199,-2.501374,0.6912977
4.284,0.1696777,0.984375,-0.9226074,0.07877862,-2.501374,0.7134351
4.306,0.279541,1.105713,-0.4882813,0.04091603,-2.501374,0.4763359
4.327,0.3017578,0.9812012,-0.1013184,0.1668702,-2.501374,0.1908397
4.348,0.3342285,0.8232422,0.1970215,0.2099237,-2.501374,0.03984733
4.37,0.375,0.751709,0.3601074,0.1118321,-2.152214,-0.05137404
4.391,0.3730469,0.7583008,0.5019531,-0.2541985,-1.683206,-0.1622137
4.412,0.3393555,0.7907715,0.5949707,-0.6666412,-1.141145,-0.3610687
4.434,0.2866211,0.7424316,0.6020508,-0.989084,-0.5730534,-0.5996183
4.455,0.2272949,0.6357422,0.4060059,-0.9839695,-0.1196947,-0.8212977
4.477,0.1711426,0.5253906,0.1958008,-0.7719848,0.09954199,-0.9663359
4.498,0.111084,0.4377441,0.06640625,-0.6343512,0.2087023,-0.9950381
4.519,0.111084,0.435791,0.01123047,-0.6969466,0.29,-0.9189313
4.541,0.1455078,0.6396484,0.1237793,-0.8380917,0.4185496,-0.8938931
