time,X,Y,Z,ROLL,PITCH,YAW
1.306,-0.1853027,0.2697754,-2.0,-0.400229,-0.1758779,-2.096565
1.328,-0.2502441,0.08349609,-2.0,-0.2034351,-0.8954199,-2.226717
1.35,-0.1162109,-0.1176758,-1.569092,0.6078626,-1.298702,-2.139313
1.373,-0.1726074,-0.5439453,-1.404541,0.518626,-1.440076,-1.923588
1.395,-0.2072754,-0.8583984,-1.086914,0.4019847,-1.597481,-1.251298
1.416,-0.1687012,-0.5761719,-0.5585938,-0.003358778,-1.41855,-0.6753435
1.438,-0.359375,-0.2468262,-0.4689941,-0.1910687,-1.005725,-0.3418321
1.459,-0.3525391,-0.1665039,-0.5119629,-0.629771,-0.6408397,-0.09908397
1.48,-0.3769531,0.2116699,0.1384277,-0.3167939,-0.6087787,0.1927481
1.502,-0.2941895,0.3820801,-0.6152344,0.0451145,0.3148855,0.02992367
1.523,-0.4577637,0.1311035,-1.214844,-0.2919084,0.178626,0.0451145
1.545,-0.3496094,0.078125,-1.17041,0.02343511,-0.2364122,0.1930534
1.566,-0.2983398,0.2399902,-0.5961914,0.3765649,-0.3079389,0.2246565
1.587,-0.3869629,0.2460938,-0.3410645,0.739542,0.05603054,0.1787023
1.609,-0.3510742,0.1699219,-0.6196289,0.6696183,0.4359542,0.2296183
1.63,-0.3352051,0.2478027,-1.238281,0.04412213,0.5136642,0.2598474
1.651,-0.3662109,0.2160645,-1.457275,-0.2851908,0.08923664,0.2877099
1.673,-0.3544922,0.2685547,-1.014404,-0.1516031,-0.2570992,0.1954962
1.694,-0.4743652,0.1550293,-0.7185059,0.4508397,-0.2019084,0.1416794
1.715,-0.385498,0.1708984,-0.7272949,0.6172519,-0.03824427,0.2000763
1.737,-0.3845215,0.1901855,-0.7890625,0.3898473,0.1429008,0.2377099
1.758,-0.3398438,0.2722168,-0.9316406,0.0429771,0.240458,0.2700763
1.78,-0.3583984,0.4160156,-1.045654,0.01557252,0.1935878,0.2026717
1.801,-0.3161621,0.4870605,-1.10498,0.2070992,0.08549618,-0.002671756
1.822,-0.3596191,0.4003906,-1.107178,0.6451908,-0.06442748,-0.2035878
1.844,-0.3430176,0.3742676,-1.205566,0.8683969,-0.2372519,-0.3424428
1.865,-0.3405762,0.2893066,-1.2854,0.7293893,-0.4342748,-0.450458
1.886,-0.2973633,0.3525391,-1.188721,0.3776336,-0.6919084,-0.5377862
1.908,-0.3586426,0.3583984,-0.9172363,0.3063359,-0.7137404,-0.7149618
1.929,-0.3574219,0.2456055,-0.9641113,0.1680916,-0.6985497,-0.8864122
