X,Y,Z,ROLL,PITCH,YAW
-0.687,0.589,0.806,0.06984,-0.25521,0.09946
-0.568,0.517,0.628,-0.00167,0.31541,0.05854
-0.719,0.548,0.656,-0.07664,0.08526,0.02343
-0.52,0.528,0.598,-0.14847,0.10389,-0.04824
-0.547,0.561,0.714,-0.10106,0.12419,-0.06297
-0.554,0.528,0.763,-0.04893,0.07045,-0.11954
-0.537,0.527,0.776,0.00793,0.00908,-0.13557
-0.528,0.55,0.699,0.0387,-0.07038,-0.14854
-0.552,0.577,0.558,0.01488,-0.1058,-0.14755
-0.573,0.599,0.532,-0.0245,-0.11106,-0.11267
-0.634,0.657,0.568,-0.0387,-0.08679,-0.02374
-0.553,0.685,0.514,-0.05725,-0.04167,0.06106
-0.599,0.653,0.606,-0.10503,-0.05465,0.14549
-0.541,0.593,0.585,-0.1403,0.02664,0.17893
-0.515,0.6,0.559,-0.19839,-0.01709,0.18564
-0.029,0.427,0.385,-0.17519,-0.13353,0.08694
-0.314,0.653,0.328,-0.14725,-0.20949,0.12175
-0.485,0.531,0.471,-0.27839,-0.24857,0.0974
-0.481,0.482,0.552,-0.20022,-0.10613,0.03549
-0.428,0.501,0.567,-0.18755,-0.06025,-0.01488
-0.644,0.427,0.831,-0.01068,-0.19437,-0.11435
-0.671,0.446,0.849,0.17809,-0.14498,-0.16541
-0.685,0.556,0.787,0.21847,-0.30956,-0.19954
-0.728,0.65,0.634,0.03603,0.09648,-0.21137
-0.622,0.697,0.623,-0.07709,-0.05351,-0.17625
-0.629,0.711,0.62,-0.16679,-0.02374,-0.13045
-0.778,0.684,0.771,-0.17061,-0.02946,-0.05877
-0.705,0.662,0.733,-0.15305,0.00801,-0.00022
-0.665,0.609,0.737,-0.08251,0.05564,0.03984
-0.594,0.564,0.71,0.00877,0.1087,0.03931
-0.576,0.546,0.694,0.07908,0.12374,0.00122
-0.57,0.544,0.696,0.10633,0.06977,-0.0648
-0.611,0.577,0.691,0.12732,0.02748,-0.10572
-0.698,0.584,0.701,0.1819,0.03076,-0.11549
-0.775,0.627,0.714,0.27664,0.09091,-0.08465
-0.862,0.793,0.601,0.25725,0.0658,0.00122
-0.904,0.697,0.682,0.23519,0.09122,0.08625
-0.849,0.663,0.717,0.32038,0.18755,0.12259
-0.822,0.675,0.809,-0.24117,0.28977,0.16603
-0.839,0.696,0.888,-0.11743,-0.26979,0.21099
-0.852,0.684,0.833,-0.02239,-0.32766,0.27679
-0.842,0.738,1.005,-0.02025,0.2677,0.28748
-0.922,0.736,1.126,0.11693,0.17053,-0.32506
-0.594,0.51,1.249,-0.32103,-0.32323,0.29931
-0.998,0.754,1.007,-0.12385,0.08679,-0.30972
-1.129,0.868,0.578,-0.21981,0.31246,-0.23979
-1.404,0.932,0.046,-0.1433,-0.31731,-0.02002
-1.026,0.811,-0.176,0.04977,0.05729,-0.01704
-0.923,0.847,-0.075,-0.22083,0.08072,-0.0017
-1.045,0.956,0.052,-0.32,0.22515,0.15173
