X,Y,Z,ROLL,PITCH,YAW
-0.415,-0.028,0.998,-0.04916,0.3003,0.11854
-0.411,-0.049,0.967,0.00633,0.29931,0.13022
-0.334,-0.079,0.925,-0.01114,-0.26682,0.11099
-0.348,-0.11,1.052,-0.01664,0.28358,0.07221
-0.399,-0.083,0.996,0.01702,0.21656,0.01755
-0.369,-0.039,0.995,0.01656,0.14877,-0.01389
-0.378,-0.007,0.963,0.00305,0.11603,-0.02473
-0.398,-0.02,0.944,-0.01801,0.08977,-0.02809
-0.397,-0.015,0.963,-0.02572,0.07175,-0.02885
-0.445,-0.019,0.97,-0.0277,0.06977,-0.02358
-0.437,-0.021,0.968,-0.03137,0.05465,-0.01381
-0.409,-0.076,0.959,-0.039,-0.02648,-0.0558
-0.337,-0.075,0.965,0.00396,-0.09267,-0.12274
-0.357,-0.048,0.983,0.05129,-0.10206,-0.13343
-0.365,-0.011,0.908,0.10648,-0.01374,-0.08732
-0.371,0.0,0.856,0.12419,0.16435,-0.03656
-0.316,0.049,0.771,0.10679,-0.19437,0.02473
-0.278,0.063,0.72,-0.05419,0.28677,0.14435
-0.325,0.059,0.841,-0.09977,-0.26042,0.1945
-0.596,-0.02,1.026,-0.04175,-0.27636,0.08129
-0.509,-0.051,0.878,-0.13427,-0.31224,0.03954
-0.449,-0.067,0.935,-0.1303,-0.3188,-0.0048
-0.447,-0.092,0.973,-0.07625,-0.293,-0.01152
-0.45,-0.123,0.974,-0.02274,-0.283,-0.0374
-0.465,-0.161,0.999,0.01503,0.28824,-0.11328
-0.495,-0.13,0.978,0.04183,0.09916,-0.20358
-0.475,-0.125,0.948,0.06198,-0.05312,-0.27625
-0.468,-0.078,0.937,0.06122,-0.10709,-0.31572
-0.528,0.033,0.93,0.07007,-0.09801,-0.25427
-0.548,0.117,0.898,0.11068,-0.06946,-0.11045
-0.524,0.15,0.82,0.12664,0.04854,0.04412
-0.483,0.117,0.768,0.14404,0.15,0.15786
-0.449,0.086,0.794,0.1819,0.07396,0.24099
-0.345,0.002,0.746,0.15106,0.04335,0.23
-0.284,-0.114,0.856,0.08618,-0.0148,0.07526
-0.345,-0.118,0.94,0.08755,-0.08465,-0.02908
-0.369,-0.078,0.949,0.0819,-0.18251,-0.12
-0.375,-0.107,0.957,0.07435,-0.25129,-0.18167
-0.389,-0.098,0.912,0.0745,-0.29129,-0.21557
-0.447,-0.085,0.869,0.07763,-0.30221,-0.22229
-0.436,-0.085,0.767,0.03328,-0.25297,-0.21839
-0.473,-0.079,0.74,-0.03251,-0.21251,-0.22595
-0.553,-0.084,0.819,-0.08099,-0.21389,-0.21244
-0.559,-0.115,0.873,-0.11,-0.21679,-0.18198
-0.565,-0.147,0.885,-0.15312,-0.25351,-0.14954
-0.462,-0.192,0.895,-0.19587,-0.27099,-0.12931
-0.815,-0.011,0.931,-0.19595,0.18544,-0.09458
-0.468,-0.215,0.878,-0.15175,0.10689,-0.05053
-0.337,-0.144,0.761,-0.22824,0.14262,-0.03328
-0.332,-0.156,0.791,0.31987,0.24109,-0.00839
-0.364,-0.209,0.935,0.30224,0.3046,0.03259
-0.355,-0.252,0.993,-0.31374,0.2904,0.05832
-0.377,-0.297,1.018,-0.25564,0.25773,-0.00564
-0.226,-0.304,0.989,-0.21755,0.2617,-0.16641
-0.359,-0.306,1.025,-0.14259,0.22743,-0.24687
-0.352,-0.291,0.951,-0.0916,0.12872,0.29414
-0.514,-0.218,1.025,0.02221,-0.14754,0.24941
-0.433,-0.445,1.026,0.30717,-0.27738,0.20582
-0.483,-0.435,0.953,-0.18811,0.20966,0.19063
-0.469,-0.262,0.862,-0.12506,0.21187,0.20445
-0.469,-0.137,0.647,-0.21964,0.24821,0.26193
-0.44,-0.122,0.627,0.28305,0.25729,-0.32213
-0.436,-0.109,0.666,0.16946,0.27752,-0.26366
-0.444,-0.11,0.67,0.08687,0.30653,-0.20709
-0.509,-0.089,0.642,0.00175,-0.26013,-0.10282
-0.595,-0.036,0.589,-0.11435,-0.15845,0.04259
-0.665,0.019,0.557,-0.27778,-0.03532,0.19572
-0.773,0.083,0.52,0.17796,0.15796,-0.2214
-0.943,0.066,0.515,-0.04219,-0.29038,0.06883
-0.929,-0.04,0.437,0.27843,-0.04786,-0.24248
-0.899,-0.068,0.641,0.115,0.22656,-0.0921
-0.979,-0.073,0.76,0.04401,-0.21956,-0.00202
-1.157,-0.088,0.854,0.09347,-0.0617,0.0966
-1.389,-0.063,0.942,0.20332,0.02265,0.30111
-1.54,-0.018,1.027,0.29393,0.03242,-0.11746
-1.599,-0.008,1.051,0.32332,-0.02827,0.1188
-1.648,-0.06,1.054,-0.32097,-0.17964,0.31911
-1.582,-0.098,1.055,0.31431,0.2403,-0.20824
-1.598,-0.143,1.049,0.27637,-0.02877,-0.13206
-1.649,-0.194,1.02,0.20111,-0.2048,-0.12015
-1.822,-0.194,0.984,0.02943,-0.21923,-0.12015
-1.939,-0.197,0.957,-0.08836,-0.05763,-0.12015
-1.933,-0.208,0.889,-0.19782,0.23259,-0.12015
-1.835,-0.293,0.83,-0.325,-0.11643,-0.12015
-1.662,-0.376,0.823,0.20357,0.09349,-0.12015
-1.41,-0.44,0.83,0.05647,0.20135,-0.12015
-1.246,-0.681,0.867,-0.08598,-0.26477,-0.12015
-1.239,-1.026,0.98,-0.23338,0.06752,-0.12015
-1.201,-1.278,1.146,-0.32445,0.15185,-0.12015
-1.21,-1.499,1.567,-0.2201,-0.12015,-0.12015
-1.203,-1.465,1.696,0.04196,-0.12015,-0.12015
-1.202,-1.365,1.722,0.3257,-0.12015,-0.12015
-1.222,-1.296,1.638,-0.04485,-0.12015,-0.12015
-1.18,-1.263,1.532,0.15943,-0.12015,-0.12015
-1.108,-1.172,1.419,0.30645,-0.12015,-0.12015
-1.083,-1.113,1.233,0.32248,-0.12015,-0.12015
-1.064,-1.037,1.096,0.28889,-0.12015,-0.12015
-1.101,-1.0,1.049,0.21164,-0.12015,-0.12015
-1.147,-0.95,1.029,0.14668,-0.12015,-0.12015
-1.181,-0.934,1.058,0.13111,-0.12015,-0.12015
-1.197,-0.943,1.078,0.16836,-0.12015,-0.12015
-1.146,-1.005,1.177,0.23805,-0.12015,-0.12015
-1.085,-1.091,1.327,-0.20456,-0.12015,-0.12015
-1.136,-1.096,1.45,-0.04448,0.32659,-0.12015
-1.116,-1.086,1.562,0.16384,0.15529,-0.12015
-0.927,-1.22,1.999,0.23076,0.23941,-0.12015
-1.0,-1.065,1.999,-0.17162,0.14613,-0.12015
-0.85,-0.947,1.9,0.13074,-0.02807,-0.12015
-0.669,-0.886,1.904,-0.23538,-0.27051,-0.12015
-0.488,-0.885,1.833,0.13958,-0.00286,-0.27679
-0.344,-0.856,1.71,-0.20601,-0.29989,0.06842
-0.209,-0.819,1.596,0.07277,0.21563,-0.25578
-0.143,-0.753,1.572,-0.30954,0.1054,0.13378
-0.13,-0.584,1.474,-0.12015,-0.0617,-0.07462
-0.116,-0.493,1.346,-0.12015,-0.22384,-0.18935
-0.043,-0.359,1.187,-0.12015,-0.32758,-0.27866
0.057,-0.197,1.098,-0.12015,0.22068,0.29044
0.167,-0.037,1.007,-0.12015,0.09564,0.21776
0.27,0.091,0.914,-0.12015,0.03435,0.14235
0.37,0.089,0.81,-0.12015,0.08053,0.0483
0.501,-0.019,0.605,-0.12015,0.3016,-0.06514
0.599,-0.165,0.308,-0.12015,-0.10682,-0.14895
0.744,-0.267,-0.009,-0.12015,0.20738,-0.32598
0.751,-0.26,-0.223,-0.12015,-0.15843,0.07862
0.638,-0.235,-0.254,-0.12015,-0.015,-0.05725
0.459,-0.134,-0.375,-0.12015,-0.01202,-0.07206
0.209,-0.126,-0.635,-0.12015,-0.11882,0.07335
0.233,-0.049,-0.936,-0.12015,-0.10355,0.1403
0.338,0.158,-0.981,-0.12015,0.07645,0.11389
0.449,0.224,-1.197,-0.12015,0.1163,0.16885
0.463,0.252,-1.251,-0.12015,0.1579,0.18473
0.669,0.153,-1.377,-0.12015,0.25622,0.07893
0.884,0.14,-1.594,-0.12015,-0.16311,-0.16404
0.884,0.166,-1.748,-0.12015,0.08544,0.17857
0.812,0.207,-1.901,-0.22946,-0.29442,-0.09135
0.644,0.341,-2.0,0.23704,-0.12015,-0.19746
0.608,0.479,-2.0,0.02674,-0.12015,-0.16677
0.757,0.438,-2.0,-0.17082,-0.12015,-0.22578
1.021,0.332,-2.0,0.29599,-0.12015,0.13393
1.083,0.296,-2.0,0.1424,0.25048,-0.28699
1.061,0.31,-2.0,-0.0276,-0.31395,0.03166
0.92,0.288,-2.0,-0.23347,0.30799,-0.22155
0.761,0.421,-2.0,0.18036,0.27595,0.25015
0.567,0.576,-2.0,-0.11956,0.28582,0.12007
0.405,0.619,-2.0,0.20473,-0.12059,0.12007
0.336,0.578,-2.0,-0.12274,-0.17021,0.12007
0.194,0.557,-2.0,0.29628,0.05949,0.12007
0.023,0.526,-2.0,0.08117,-0.26015,0.12007
-0.173,0.489,-2.0,-0.13387,0.08503,0.12007
-0.358,0.48,-2.0,0.30195,-0.23697,0.15312
-0.483,0.47,-2.0,0.0621,0.03845,0.15038
-0.563,0.372,-2.0,-0.15592,0.17845,0.12007
-0.747,0.267,-2.0,0.26135,0.17074,0.12007
-0.919,0.23,-2.0,0.02044,0.1057,0.12007
-1.081,0.211,-1.976,-0.19269,-0.01391,0.12007
-1.327,0.145,-1.825,0.29251,-0.14735,0.12007
-1.588,0.03,-1.637,0.1477,0.2616,0.17534
-1.741,-0.05,-1.478,0.12007,-0.01183,0.10494
-1.826,-0.048,-1.357,0.12007,-0.29381,-0.03821
-1.824,0.086,-1.278,0.12007,0.11162,0.26065
-1.853,0.242,-1.176,0.12007,-0.09631,0.0388
-1.851,0.193,-1.124,0.12007,-0.1896,-0.23877
-1.733,0.061,-0.993,0.12007,-0.26448,0.06618
-1.67,-0.036,-0.762,0.12007,0.2937,0.18114
-1.695,-0.018,-0.571,0.12007,0.09798,0.27526
-1.722,0.018,-0.377,0.12007,-0.0776,-0.19048
-1.686,0.014,-0.182,0.12007,-0.23523,-0.02972
-1.598,-0.097,0.385,0.12007,-0.28202,0.15891
-1.454,-0.053,0.375,0.12007,-0.1947,0.23975
-1.42,0.0,0.211,0.12007,-0.09729,-0.28653
-1.291,0.039,0.234,0.16595,-0.085,-0.24126
-1.212,0.069,0.336,0.23496,-0.30034,-0.20111
-1.141,0.015,0.449,-0.31071,0.05418,-0.12569
-1.054,-0.056,0.512,-0.16231,-0.17491,-0.03737
-0.955,-0.06,0.549,0.07983,-0.31521,0.01332
-0.859,-0.053,0.6,0.30647,0.22664,0.00905
-0.664,-0.121,0.383,-0.14187,0.12602,-0.13363
-0.515,-0.144,0.563,0.0434,0.12007,0.28128
-0.552,-0.01,0.739,-0.2854,0.12007,0.22502
-0.53,0.013,0.79,0.03651,0.12007,0.25189
-0.46,-0.011,0.803,-0.30549,0.12007,0.31822
-0.353,-0.022,0.786,-0.01099,0.12007,-0.32187
-0.236,0.008,0.732,0.23908,0.12129,0.2957
-0.153,0.045,0.693,-0.20712,0.30305,0.22685
-0.132,0.08,0.649,-0.01292,-0.19895,0.18326
-0.087,0.103,0.562,0.15089,-0.0201,0.15181
-0.024,0.153,0.459,0.26807,0.1986,0.13074
0.039,0.184,0.406,-0.30202,-0.2295,0.12715
0.088,0.196,0.396,-0.21866,-0.01195,0.13387
0.135,0.168,0.408,-0.12683,0.18454,0.12975
0.207,0.134,0.435,-0.02538,-0.28563,0.0899
0.242,0.132,0.457,0.08317,-0.13364,0.00494
0.27,0.123,0.475,0.18966,0.00109,-0.10605
0.278,0.115,0.486,0.30782,0.09811,-0.20453
0.383,0.12,0.488,-0.2112,0.14239,-0.30689
0.485,0.103,0.36,-0.10242,0.23208,0.23595
0.657,0.125,0.23,-0.00975,-0.19809,0.10122
0.821,0.205,0.034,0.07659,0.24687,-0.07137
0.848,0.307,-0.125,0.13865,0.17189,-0.20679
0.843,0.323,-0.282,0.18651,0.19485,-0.28282
0.732,0.238,-0.598,0.26529,-0.12015,0.32536
0.881,0.269,-0.601,-0.23587,-0.12015,0.2214
0.877,0.376,-0.681,-0.12015,-0.12015,0.13956
0.648,0.522,-0.977,-0.12015,-0.12015,0.24285
0.538,0.623,-1.271,-0.12015,-0.12015,-0.21564
0.717,0.545,-1.547,-0.12015,-0.12015,-0.21328
0.854,0.404,-1.709,-0.12015,-0.12015,0.28995
1.011,0.431,-1.806,-0.12015,-0.12015,0.00437
1.093,0.643,-1.901,0.29834,-0.12015,0.18653
0.876,0.766,-1.802,0.30508,0.21492,-0.14523
1.086,0.699,-0.369,-0.10028,-0.0543,0.00616
0.549,0.874,-1.232,0.24981,0.31865,-0.08956
0.658,0.787,-1.072,-0.01515,0.21225,-0.25995
0.669,0.763,-1.127,0.0224,-0.3221,0.189
0.617,0.831,-1.314,-0.02218,0.2099,0.12007
0.395,0.822,-1.594,-0.16546,-0.18034,0.12007
0.017,0.865,-1.792,0.22151,0.22981,0.12007
-0.237,0.932,-1.686,0.15853,-0.07914,0.12007
-0.612,0.965,-1.857,0.05387,0.14491,0.12007
-0.759,0.929,-1.994,-0.19788,0.32239,0.13618
-0.837,0.892,-1.934,0.20587,-0.11862,0.25236
-1.201,0.892,-1.751,-0.12824,-0.23208,-0.21521
-1.637,0.88,-1.569,-0.30335,0.087,0.01013
-2.0,0.882,-1.431,0.30193,0.18196,0.30616
-2.0,0.878,-1.427,0.20857,0.07983,0.0321
-2.0,0.813,-1.475,0.0817,-0.27781,-0.24502
-2.0,0.772,-1.5,-0.09044,-0.15091,0.08659
-2.0,0.673,-1.489,0.29821,-0.01555,-0.32519
-2.0,0.591,-1.428,0.06324,0.18019,-0.09175
-2.0,0.522,-1.237,-0.11256,-0.12943,0.10984
-2.0,0.453,-0.944,-0.19004,0.32532,-0.30514
-2.0,0.413,-0.677,-0.18416,0.22311,0.02555
