X,Y,Z,ROLL,PITCH,YAW
-0.614,0.09,0.811,-0.02274,0.23717,0.06374
-0.593,0.055,0.863,-0.03923,0.22671,0.03435
-0.749,0.105,0.88,0.01244,0.00839,0.04335
-0.6,0.082,0.852,0.03839,0.09206,0.05038
-0.548,0.102,0.754,0.01801,0.17145,0.06725
-0.537,0.116,0.775,0.01137,0.20816,0.08938
-0.518,0.08,0.823,0.02267,0.21465,0.08396
-0.524,0.036,0.822,0.0461,0.20167,0.06022
-0.542,0.075,0.831,0.06145,0.21282,0.04511
-0.561,0.084,0.831,0.03763,0.24793,0.06412
-0.491,0.12,0.825,0.01442,-0.29972,0.13427
-0.493,0.153,0.743,-0.03,-0.14193,0.22122
-0.518,0.146,0.717,-0.049,-0.12895,0.27114
-0.23,-0.122,0.641,-0.24038,0.28317,-0.31911
-0.436,0.044,1.003,-0.24274,-0.00538,0.29702
-0.719,0.193,1.056,-0.12045,0.03486,0.21946
-0.468,0.147,0.673,0.17633,-0.14748,0.05129
-0.701,-0.028,0.708,-0.03229,-0.07908,-0.08351
-0.565,0.013,0.793,-0.01099,0.02664,-0.12053
-0.623,0.065,0.831,0.12809,0.20687,-0.0003
-0.654,0.118,0.65,0.08984,-0.23506,0.04725
-0.718,0.07,0.703,0.01908,-0.05048,0.05114
-0.635,0.062,0.807,-0.05374,-0.0404,-0.01709
-0.538,0.075,0.899,-0.0377,-0.16101,-0.03572
-0.671,0.233,0.772,-0.04511,0.06381,-0.07251
-0.559,0.162,0.631,-0.09145,0.24923,-0.0229
-0.298,0.419,0.528,-0.13,0.2132,0.06389
-0.494,0.123,0.529,-0.17793,-0.22827,0.31229
-0.734,0.151,0.763,-0.18816,-0.22033,0.32732
-0.972,0.036,0.735,-0.03351,0.05015,0.31007
-0.703,-0.067,0.715,-0.0358,0.08801,0.18809
-0.695,-0.005,0.758,0.00015,0.15984,0.12839
-0.818,0.047,0.747,0.06374,0.19503,0.1316
-0.88,0.069,0.722,0.04633,0.27763,0.12793
-0.934,-0.069,0.786,0.01916,-0.26147,0.15946
-0.975,0.102,0.835,0.00572,-0.2001,0.17236
-1.023,0.091,0.89,-0.01732,-0.14437,0.24732
-1.089,0.084,0.91,-0.04458,-0.07766,0.30404
-1.2,0.134,0.943,-0.06954,-0.06735,-0.3062
-1.422,0.233,0.909,-0.1887,-0.03208,-0.15162
-1.239,0.0,1.008,-0.11832,0.15899,-0.12498
-1.556,0.27,0.977,-0.0519,0.18387,-0.03239
-1.791,0.341,0.976,-0.00549,-0.16132,0.07944
-1.886,0.52,0.581,0.00832,0.17727,0.06738
-2.0,0.562,0.609,0.0303,-0.24143,0.0638
-2.0,0.511,0.616,0.07328,-0.24746,0.26517
-2.0,0.556,0.663,0.13763,-0.15005,-0.11385
-1.997,0.584,0.659,0.1729,-0.06372,0.20393
-1.989,0.521,0.652,0.19091,0.04773,-0.1825
