X,Y,Z,ROLL,PITCH,YAW
-0.612,0.084,0.919,-0.09351,0.23801,0.07587
-0.557,0.108,0.769,-0.15122,0.16824,0.02862
-0.608,0.133,0.797,-0.19259,0.1019,0.00427
-0.581,0.087,0.823,-0.16175,0.11236,-0.01435
-0.586,0.112,0.805,-0.12931,0.12534,-0.0116
-0.617,0.093,0.777,-0.139,0.09946,-0.01549
-0.631,0.09,0.796,-0.14603,0.05137,-0.0261
-0.627,0.09,0.806,-0.14015,0.02312,-0.01908
-0.632,0.121,0.79,-0.14122,0.00992,0.03893
-0.627,0.135,0.701,-0.17778,0.03328,0.0845
-0.637,0.152,0.676,-0.23114,0.09984,0.13389
-0.624,0.147,0.729,-0.27923,0.18381,0.17419
-0.466,0.131,0.701,-0.2648,-0.01979,0.20274
-0.411,-0.047,1.179,-0.13954,-0.04874,0.17557
-0.608,-0.09,0.997,-0.10603,0.07639,0.26526
-0.562,-0.013,0.778,-0.29709,-0.20781,0.06465
-0.652,0.061,0.986,-0.32496,0.25351,-0.02832
-0.606,0.001,0.923,-0.2316,0.08595,-0.05931
-0.61,0.123,0.734,-0.21381,0.15641,-0.03526
-0.712,0.166,0.652,-0.17931,0.29061,0.02656
-0.731,0.068,0.712,-0.19366,-0.2601,0.04053
-0.707,0.072,0.777,-0.21343,0.30778,0.0619
-0.666,0.065,0.707,-0.26977,0.23206,0.05862
-0.627,0.08,0.69,-0.30778,0.17076,0.13557
-0.705,0.145,0.637,0.27933,0.16122,0.20167
-0.648,0.1,0.613,0.26162,0.24175,0.28427
-0.637,0.095,0.659,0.24498,0.30091,-0.29231
-0.603,0.009,0.795,0.26094,0.31916,-0.31193
-0.559,-0.011,0.839,0.30414,0.28648,0.25641
-0.539,-0.082,0.826,0.3272,0.28465,0.15145
-0.567,-0.049,0.852,-0.30343,0.19862,0.05778
-0.652,0.032,0.708,0.31636,-0.02106,-0.03687
-0.63,-0.009,0.574,0.2772,-0.03954,-0.04633
-0.628,0.057,0.6,0.25643,0.10809,0.01725
-0.697,0.012,0.668,0.21781,0.15725,0.04961
-0.747,-0.013,0.788,0.20071,0.14893,0.07221
-0.753,-0.039,0.823,0.20895,0.10419,0.08083
-0.727,-0.065,0.814,0.20918,0.0277,0.07305
-0.71,-0.047,0.788,0.21399,-0.04671,0.04251
-0.672,-0.012,0.745,0.23773,-0.09427,0.0274
-0.633,0.002,0.668,0.29872,-0.05175,0.04465
-0.668,0.004,0.684,-0.30435,0.01763,0.05259
-0.727,0.026,0.679,-0.26862,0.0619,0.08458
-0.722,0.037,0.657,-0.25656,0.08152,0.12083
-0.697,0.017,0.604,-0.27274,0.07984,0.15564
-0.637,0.006,0.571,-0.29366,0.06671,0.15389
-0.679,0.062,0.492,0.22666,0.05068,0.18824
-0.695,0.071,0.487,0.16147,0.07541,0.2261
-0.727,0.079,0.468,0.05819,0.0929,0.2758
-0.677,0.095,0.465,0.00979,0.16251,-0.31964
-0.572,0.017,0.436,-0.09441,0.30167,-0.31216
