X,Y,Z,ROLL,PITCH,YAW
-0.37,0.336,0.928,0.0,0.1687,0.04389
-0.445,0.29,0.967,-0.01282,0.03618,0.10954
-0.255,0.267,0.879,-0.04099,-0.0116,0.02297
-0.223,0.291,0.795,-0.13603,-0.02374,0.01801
-0.166,0.27,0.802,-0.18641,0.06274,-0.01244
-0.29,0.309,0.782,-0.169,0.29786,-0.00244
-0.051,0.25,0.94,-0.07564,-0.16094,-0.01198
-0.61,0.257,1.092,0.21977,0.13883,0.02229
-0.536,0.345,1.094,0.24427,0.07181,0.17603
-0.328,0.19,0.941,0.20793,0.04868,0.06938
-0.348,0.277,0.902,0.14877,-0.0614,0.03977
-0.304,0.338,0.769,-0.01816,-0.17231,0.04755
-0.295,0.283,0.768,-0.13908,-0.1617,0.01229
-0.298,0.284,0.814,-0.21603,-0.14697,0.00152
-0.393,0.257,1.023,-0.18221,-0.19071,0.01893
-0.348,0.212,1.147,-0.09213,0.31984,-0.05847
-0.334,0.184,1.081,-0.01488,0.19038,-0.18396
-0.358,0.215,0.974,0.03274,0.04145,-0.29442
-0.306,0.228,0.859,0.00801,0.03175,-0.31221
-0.386,0.293,0.856,-0.03992,0.03618,-0.27022
-0.43,0.317,0.895,-0.05961,0.06778,-0.18984
-0.416,0.344,0.866,-0.09541,0.14114,-0.1261
-0.28,0.329,0.809,-0.13824,0.28396,-0.0761
-0.332,0.349,0.803,-0.18755,-0.30796,-0.00557
-0.288,0.323,0.824,-0.18137,-0.17758,0.00129
-0.282,0.293,0.89,-0.13938,-0.10735,-0.01114
-0.302,0.241,0.965,-0.08091,-0.06766,-0.07519
-0.327,0.251,1.048,0.02709,-0.1617,-0.12656
-0.371,0.225,1.059,0.129,-0.23972,-0.21816
-0.383,0.224,1.05,0.18931,0.30549,0.32399
-0.403,0.233,0.997,0.20404,0.19351,0.22895
-0.517,0.289,0.969,0.18412,0.06251,0.21895
-0.569,0.345,0.95,0.14496,-0.06618,0.3014
-0.533,0.343,0.922,0.08343,-0.07938,-0.2958
-0.575,0.298,1.045,0.07847,-0.10679,-0.24312
-0.636,0.263,1.152,0.12099,-0.12488,-0.2032
-0.608,0.247,1.319,0.21305,-0.11969,-0.16175
-0.609,0.244,1.418,-0.3088,-0.17236,-0.11793
-0.626,0.195,1.497,-0.22307,-0.29129,-0.07847
-0.52,0.116,1.479,-0.00689,-0.23916,-0.12358
-0.526,0.147,1.507,-0.31843,-0.29679,-0.14488
-0.523,0.136,1.291,-0.15523,0.25743,-0.18885
-0.544,0.154,1.19,-0.09469,0.05827,-0.23908
-0.579,0.179,1.093,-0.11439,0.28729,-0.31664
-0.779,0.464,0.723,-0.29347,-0.31462,0.29972
-0.841,0.444,0.398,-0.18559,-0.3017,-0.32267
-0.644,0.44,0.368,-0.01427,0.12007,0.28216
-0.491,0.388,0.364,0.31933,0.12007,0.21193
-0.421,0.274,0.328,0.16972,0.12007,0.20071
-0.34,0.209,0.294,0.08643,0.12007,0.2443
-0.375,0.197,0.37,0.07475,0.12007,-0.28648
-0.417,0.149,0.479,0.12613,0.13587,-0.11908
-0.444,0.081,0.46,0.21078,0.16259,-0.00389
-0.418,0.014,0.379,0.21811,0.12007,0.02465
-0.452,0.028,0.239,0.12117,0.12007,0.02946
-0.54,0.115,-0.008,-0.0799,0.12007,0.12068
-0.475,0.162,-0.093,-0.3167,0.12007,0.30022
-0.307,0.134,-0.032,0.17523,0.12007,-0.20544
-0.123,0.003,0.06,0.00256,0.12007,-0.09017
0.097,-0.172,0.065,-0.16866,0.12007,-0.10582
0.331,-0.309,0.156,-0.27767,0.21915,-0.24254
0.425,-0.383,0.246,0.22998,-0.09262,0.2358
0.364,-0.398,0.474,0.12471,0.21555,0.02694
0.161,-0.333,0.701,0.08028,-0.26889,-0.08824
-0.17,-0.245,0.936,0.07318,-0.16546,-0.10961
-0.443,-0.126,1.169,0.10357,-0.12897,-0.03671
-0.592,0.03,1.306,0.1357,-0.20011,0.14839
-0.619,0.173,1.321,0.09257,0.31708,-0.26727
-0.588,0.168,1.454,0.00273,0.32647,0.01578
-0.506,0.065,1.727,-0.01262,-0.19622,0.30135
-0.439,-0.141,1.999,0.1586,-0.04225,-0.08179
-0.272,-0.449,1.999,-0.25355,0.32767,0.12851
-0.069,-0.673,1.999,0.0879,0.09498,0.24943
0.047,-0.831,1.999,-0.02204,-0.31091,-0.27784
0.015,-0.873,1.999,0.07839,-0.11076,-0.10059
0.008,-0.854,1.999,0.20067,0.16244,0.12949
0.061,-0.829,1.999,0.22523,-0.23766,0.32453
0.116,-0.701,1.999,0.0604,-0.04346,-0.12015
0.235,-0.617,1.999,0.32338,0.1754,-0.12015
