X,Y,Z,ROLL,PITCH,YAW
-0.859,-0.008,1.198,0.25519,0.21969,0.1987
-0.438,-0.07,0.984,0.14091,0.15908,0.0616
-0.182,-0.162,1.016,0.01083,0.159,-0.0848
-0.177,-0.069,0.942,0.06465,0.18328,-0.12076
-0.197,-0.062,0.873,0.05267,0.25335,-0.12022
-0.24,-0.065,0.987,0.06748,0.27854,-0.10564
-0.285,0.029,0.986,0.14351,-0.30773,-0.00885
-0.26,0.067,0.795,0.09007,0.25076,-0.02351
-0.286,-0.058,1.093,0.18854,0.06946,-0.04412
-0.194,-0.055,0.934,0.2732,-0.01541,-0.07206
-0.086,-0.088,0.788,0.22083,0.07778,-0.12954
-0.201,-0.058,1.007,0.29709,0.10099,-0.13954
-0.169,-0.126,1.036,-0.17468,0.06503,-0.08603
-0.259,-0.054,1.043,-0.09575,-0.11061,-0.13297
-0.287,-0.108,1.16,0.01311,0.32506,-0.13984
-0.304,-0.153,1.275,0.1499,0.08124,-0.15419
-0.518,-0.094,1.491,-0.20653,-0.22051,-0.09267
-0.466,-0.13,1.44,0.09676,0.12149,-0.02541
-0.459,-0.137,1.445,0.31798,-0.26439,-0.02427
-0.326,-0.119,1.202,-0.16311,0.06616,-0.03946
-0.11,0.453,-1.133,-0.19011,-0.01248,-0.14076
-0.381,0.792,0.502,0.13418,-0.29418,-0.04435
-0.201,0.396,0.555,0.08181,-0.17021,0.12145
-0.095,0.004,0.842,0.15181,-0.06128,0.09267
-0.069,-0.088,0.967,0.19914,-0.10173,0.01343
-0.079,-0.1,0.952,0.15891,-0.22235,-0.14274
-0.068,0.054,0.972,0.06395,-0.29364,-0.21328
-0.163,0.141,1.117,-0.04002,0.08385,-0.26045
-0.163,0.149,1.149,-0.21033,-0.25973,0.30727
-0.179,0.314,1.125,0.19496,0.23677,0.3217
-0.179,0.331,1.125,0.00259,0.05662,-0.23923
-0.206,0.244,1.05,-0.06061,-0.08888,-0.14572
-0.037,0.245,0.938,-0.16351,5e-05,0.01335
-0.024,0.124,0.967,-0.18679,0.20799,0.18877
0.058,-0.123,0.896,-0.219,-0.20202,0.21251
0.133,-0.366,0.851,-0.29198,-0.06294,0.09595
0.375,-0.308,0.729,0.13414,0.09477,-0.11488
0.326,-0.261,0.865,-0.00318,0.10172,-0.18709
0.344,-0.406,1.16,0.01422,-0.0892,-0.27549
0.396,-0.476,1.26,0.0901,0.21853,0.17346
