X,Y,Z,ROLL,PITCH,YAW
-0.542,-0.002,0.895,0.06022,0.03068,0.00396
-0.515,-0.007,0.815,0.06984,0.08755,0.039
-0.464,0.013,0.793,0.07167,0.179,0.08916
-0.574,0.065,0.815,0.10519,0.15259,0.18641
-0.452,0.014,0.788,0.13137,0.24,0.2245
-0.377,-0.043,0.775,0.14877,-0.24964,0.23206
-0.48,-0.065,0.815,0.16274,-0.17117,0.20916
-0.435,-0.04,0.84,0.14885,-0.17704,0.13022
-0.421,-0.119,0.879,0.15099,-0.12025,0.04068
-0.558,-0.136,0.986,0.07687,0.25288,-0.02061
-0.73,-0.109,1.04,0.23801,0.05715,-0.00297
-0.77,-0.038,0.937,0.22725,-0.19933,-0.06946
-0.573,-0.095,0.918,0.20106,-0.16506,-0.10885
-0.644,-0.089,1.002,0.23236,-0.2746,-0.10671
-0.626,0.016,0.832,0.20755,-0.32491,-0.1219
-0.474,-0.004,0.776,0.13129,-0.26307,-0.09839
-0.408,-0.037,0.811,0.14045,-0.27239,-0.17816
-0.491,0.031,0.8,0.13847,0.31916,-0.22129
-0.514,0.055,0.799,0.11076,0.2877,-0.23961
-0.524,-0.021,0.84,0.12908,0.25946,-0.24832
-0.488,0.083,0.885,0.15969,0.23778,-0.22022
-0.578,-0.02,0.817,0.22,0.25427,-0.18885
-0.668,0.004,0.778,0.20946,0.27412,-0.11419
-0.722,0.008,0.777,0.19793,0.29877,-0.08068
-0.706,-0.003,0.778,0.15343,0.29748,-0.10526
-0.688,0.018,0.804,0.12549,0.25595,-0.12824
-0.688,-0.026,0.838,0.13549,0.20709,-0.11801
-0.737,-0.034,0.822,0.15167,0.16061,-0.12091
-0.672,-0.041,0.792,0.15916,0.16183,-0.10916
-0.628,0.025,0.751,0.14076,0.20671,-0.10007
-0.578,0.039,0.762,0.10541,0.26396,-0.09068
-0.547,0.029,0.827,0.10328,0.32366,-0.07
-0.626,0.003,0.919,0.12076,-0.32475,-0.04198
-0.64,-0.067,0.969,0.15664,0.30419,-0.05671
-0.637,-0.061,0.945,0.22938,0.23938,-0.10908
-0.666,-0.002,0.9,0.23374,0.17778,-0.12633
-0.61,-0.006,0.848,0.22717,0.12931,-0.19442
-0.689,0.045,0.755,0.17274,0.09145,-0.20137
-0.58,0.004,0.788,0.20625,0.05358,-0.1919
-0.68,0.091,0.739,0.18908,0.09801,-0.14862
-0.726,0.081,0.74,0.15931,0.19488,-0.05541
-0.643,0.04,0.732,0.15229,0.25381,-0.03549
-0.652,0.041,0.743,0.14175,0.30282,-0.01496
-0.69,0.005,0.771,0.12412,0.3103,-0.03251
-0.692,0.01,0.806,0.11671,0.26687,-0.08931
-0.703,0.018,0.829,0.10007,0.20244,-0.13748
-0.699,0.003,0.804,0.11175,0.12335,-0.16603
-0.645,0.027,0.76,0.11954,0.08587,-0.18824
-0.666,0.111,0.747,0.11595,0.10519,-0.1474
-0.638,0.116,0.692,0.10488,0.14206,-0.10824
-0.612,0.153,0.664,0.07648,0.20175,-0.08648
-0.628,0.124,0.707,0.06908,0.23183,-0.06137
-0.708,0.078,0.766,0.08183,0.2274,-0.04007
-0.676,0.012,0.784,0.09106,0.21396,-0.07748
-0.695,0.032,0.783,0.09603,0.12625,-0.09786
-0.697,0.059,0.796,0.09297,0.07694,-0.14015
-0.705,0.083,0.773,0.09709,0.00992,-0.12122
-0.695,0.074,0.725,0.07885,0.02534,-0.08946
-0.748,0.063,0.734,0.0677,0.06061,-0.03137
-0.71,0.022,0.75,0.07587,0.08435,-0.02183
-0.733,0.029,0.767,0.07854,0.07358,-0.01992
-0.754,0.043,0.778,0.08633,0.02603,-0.06167
-0.759,0.054,0.757,0.09122,-0.03229,-0.08366
-0.735,0.069,0.743,0.07977,-0.06274,-0.11847
-0.777,0.102,0.76,0.07198,-0.06969,-0.10954
-0.764,0.09,0.773,0.06351,-0.07923,-0.1045
-0.772,0.102,0.786,0.03709,-0.08152,-0.09916
-0.761,0.099,0.814,0.01916,-0.07564,-0.08488
-0.895,0.128,0.904,0.05549,-0.00381,0.05175
-0.899,0.102,0.956,0.09923,0.05229,0.18206
-0.845,0.092,0.965,0.1145,0.06488,0.25068
-0.841,0.089,0.947,0.11442,0.14251,0.29656
-0.828,0.097,0.936,0.09351,0.1603,0.27786
-0.662,0.012,0.999,0.10496,0.17129,0.22083
-0.797,0.076,0.972,0.13229,0.21656,0.18389
-0.708,0.067,0.983,0.12709,0.2332,0.11473
-0.751,0.031,1.021,0.18549,0.26687,0.1261
-0.721,0.161,0.938,0.17427,-0.12132,0.1003
-0.782,0.147,0.877,0.15404,-0.27651,0.09503
-0.854,0.176,0.805,0.23,0.11824,0.05442
-0.935,0.234,0.674,0.24389,-0.07152,0.00549
-0.96,0.237,0.687,0.19427,-0.1558,-0.02503
-0.967,0.247,0.733,0.18282,-0.30916,-0.03503
-1.029,0.253,0.824,0.21007,-0.3232,0.01229
