X,Y,Z,ROLL,PITCH,YAW
-0.293,0.113,0.739,-0.02526,-0.03076,-0.04374
-0.388,0.135,0.813,-0.03717,0.01366,-0.02229
-0.424,0.123,0.853,-0.03916,0.08381,-0.00297
-0.456,0.102,0.89,-0.01839,0.12206,0.01198
-0.488,0.103,0.877,-0.00656,0.13427,0.01213
-0.5,0.108,0.897,-0.01007,0.12954,0.01603
-0.554,0.102,0.89,-0.01061,0.08885,0.02267
-0.568,0.122,0.896,-0.01511,0.0719,0.01206
-0.568,0.101,0.921,-0.01015,0.07893,0.02076
-0.533,0.084,0.92,0.01083,0.08335,0.04106
-0.52,0.086,0.894,0.01221,0.08381,0.04572
-0.515,0.089,0.882,0.00854,0.09305,0.05053
-0.542,0.093,0.889,0.00702,0.07961,0.04557
-0.549,0.105,0.885,0.00824,0.05786,0.0374
-0.574,0.11,0.873,-0.00389,0.0374,0.04511
-0.584,0.111,0.867,-0.01549,0.02832,0.05793
-0.559,0.118,0.844,-0.0232,0.0361,0.06206
-0.515,0.132,0.852,-0.03488,0.05061,0.05977
-0.526,0.125,0.845,-0.04007,0.05129,0.05091
-0.53,0.129,0.868,-0.0416,0.02877,0.03305
-0.543,0.121,0.865,-0.04488,0.00022,0.0161
-0.553,0.098,0.887,-0.05862,-0.0145,0.0061
-0.529,0.092,0.9,-0.0261,-0.00374,0.00923
-0.544,0.093,0.885,-0.01389,0.02725,0.05938
-0.551,0.092,0.875,0.0003,0.0445,0.0674
-0.533,0.103,0.87,-0.00564,0.01847,0.04541
-0.549,0.098,0.866,-0.0074,-0.02122,0.00496
-0.54,0.099,0.88,-0.01068,-0.05167,-0.01694
-0.538,0.1,0.875,-0.00984,-0.05786,-0.01343
-0.55,0.115,0.879,-0.0003,-0.04534,0.0174
-0.573,0.122,0.88,-0.00015,-0.01656,0.05916
-0.539,0.098,0.871,0.00549,0.01786,0.07885
-0.512,0.117,0.852,0.00328,0.02687,0.07374
-0.486,0.12,0.837,-0.01167,0.01885,0.04687
-0.491,0.111,0.845,-0.0232,-0.00679,0.01465
-0.509,0.121,0.851,-0.02969,-0.03595,-0.00824
-0.522,0.124,0.858,-0.03343,-0.05335,-0.01748
-0.517,0.115,0.865,-0.02526,-0.05145,-0.00809
-0.535,0.098,0.878,-0.02893,-0.05022,0.01122
-0.522,0.08,0.874,-0.03152,-0.06465,-0.01511
-0.52,0.072,0.893,-0.02312,-0.09717,-0.05572
-0.533,0.084,0.883,-0.00832,-0.10099,-0.07198
-0.541,0.099,0.878,-0.00442,-0.10152,-0.07473
-0.538,0.119,0.843,0.00213,-0.10351,-0.0748
-0.515,0.142,0.823,-0.01412,-0.10496,-0.05832
-0.532,0.135,0.816,-0.02396,-0.08885,-0.03984
-0.558,0.136,0.844,-0.03244,-0.08099,-0.01381
-0.536,0.134,0.852,-0.04412,-0.09541,-0.0077
-0.509,0.113,0.854,-0.04679,-0.12061,-0.0232
-0.508,0.11,0.845,-0.04427,-0.11687,-0.03
-0.494,0.115,0.841,-0.05045,-0.09328,-0.0319
-0.483,0.119,0.832,-0.06267,-0.07167,-0.04366
-0.495,0.128,0.838,-0.06786,-0.0645,-0.04099
-0.501,0.126,0.848,-0.05801,-0.02213,-0.00702
-0.506,0.105,0.867,-0.0445,0.02557,0.00106
-0.508,0.101,0.891,-0.03229,0.05435,0.02068
-0.545,0.081,0.914,-0.01053,0.07267,0.05664
-0.557,0.067,0.922,0.00267,0.09099,0.06923
-0.539,0.064,0.926,0.00679,0.07839,0.06381
-0.535,0.062,0.907,-0.00167,0.03938,0.03801
-0.539,0.081,0.902,-0.01175,-0.01129,-0.00763
-0.547,0.092,0.897,-0.01389,-0.06854,-0.04412
-0.557,0.081,0.867,-0.0045,-0.10824,-0.06366
-0.505,0.11,0.886,-0.0148,-0.13442,-0.07564
-0.493,0.104,0.855,-0.01717,-0.1258,-0.08068
-0.493,0.11,0.847,-0.01748,-0.09122,-0.05755
-0.489,0.095,0.865,-0.01435,-0.03946,-0.03137
-0.496,0.109,0.882,-0.01404,-0.01198,-0.01793
-0.531,0.082,0.898,0.00679,-0.01954,0.00648
-0.532,0.08,0.905,0.01893,0.00366,0.0174
-0.537,0.093,0.894,0.00755,-0.00839,0.00694
-0.549,0.115,0.868,-0.00786,-0.02763,0.00022
-0.544,0.125,0.863,-0.01503,-0.01854,0.05351
-0.543,0.11,0.868,-0.02412,0.00206,0.06664
-0.522,0.108,0.871,-0.01572,0.01312,0.0687
-0.513,0.063,0.885,-0.00862,0.02122,0.06625
-0.498,0.067,0.896,-0.01396,0.00679,0.03709
-0.508,0.072,0.891,-0.00862,-0.02458,0.00839
-0.512,0.085,0.884,-0.01038,-0.05267,-0.0045
-0.501,0.101,0.881,-0.00809,-0.06053,-0.01236
