X,Y,Z,ROLL,PITCH,YAW
-0.595,0.031,0.803,-0.08702,0.26198,0.06229
-0.628,0.017,0.854,-0.05358,0.06419,0.07633
-0.558,0.007,0.816,-0.02236,0.09435,0.0474
-0.562,0.021,0.816,0.0016,0.16198,0.05648
-0.58,0.023,0.807,0.01519,0.19603,0.06801
-0.624,0.003,0.81,0.01519,0.21587,0.06435
-0.613,0.011,0.829,0.01893,0.27114,0.04343
-0.62,0.029,0.853,0.04595,0.24435,0.02091
-0.577,0.002,0.853,0.05633,0.21809,-0.02824
-0.674,0.062,0.82,0.06984,0.17595,-0.0332
-0.593,0.089,0.757,0.0577,0.24229,-0.00854
-0.603,0.085,0.721,0.03816,0.32763,0.02229
-0.786,0.117,0.721,0.01709,0.29366,0.08923
-0.707,0.034,0.743,-0.00083,-0.25078,0.12045
-0.499,-0.025,0.811,-0.0258,-0.06933,0.07702
-0.707,0.043,0.906,-0.02679,-0.24491,0.05908
-0.697,0.032,0.911,-0.03916,0.22007,-0.00572
-0.655,-0.006,0.904,-0.03748,0.08656,-0.08954
-0.667,0.017,0.923,-0.00198,-0.02244,-0.12625
-0.699,0.063,0.834,0.02916,-0.07106,-0.1029
-0.627,0.02,0.733,-0.01259,-0.03648,-0.10259
-0.644,0.082,0.765,-0.02435,0.0,-0.07312
-0.634,0.115,0.737,-0.03465,0.06641,-0.03022
-0.565,0.027,0.725,-0.01946,0.03221,0.019
-0.634,0.082,0.751,-0.0016,0.03656,0.01809
-0.656,0.066,0.785,0.0032,0.04061,0.03954
-0.65,0.053,0.796,0.01931,0.04404,0.03946
-0.718,0.017,0.836,0.03366,0.04053,0.07091
-0.699,-0.006,0.818,0.01641,0.00145,0.0377
-0.646,-0.031,0.83,-0.00061,-0.06679,-0.0274
-0.621,-0.015,0.826,0.00015,-0.1587,-0.08641
-0.622,0.002,0.796,-0.01,-0.24236,-0.13167
-0.599,0.038,0.762,-0.02732,-0.28038,-0.15969
-0.658,0.062,0.779,-0.02374,-0.26549,-0.12931
-0.607,0.059,0.802,0.00412,-0.25183,-0.07099
-0.66,0.067,0.737,-0.00167,-0.1432,-0.02625
-0.671,0.05,0.78,0.00732,-0.09832,0.02656
-0.653,0.014,0.8,0.01244,-0.0932,0.03259
-0.641,0.0,0.818,0.01633,-0.0961,0.01687
-0.598,-0.006,0.837,0.03251,-0.16679,-0.04786
-0.573,-0.009,0.833,0.02404,-0.27961,-0.13114
-0.594,-0.02,0.837,0.04671,-0.32763,-0.15709
-0.609,0.0,0.829,0.06236,0.30788,-0.16564
-0.619,-0.019,0.841,0.08305,0.28002,-0.17122
-0.631,-0.002,0.818,0.10656,0.25285,-0.19526
-0.593,0.013,0.788,0.10717,0.24506,-0.21885
-0.546,0.011,0.766,0.09091,0.24605,-0.25328
-0.541,0.018,0.762,0.0748,0.24613,-0.2829
-0.58,0.052,0.755,0.05793,0.28506,-0.25977
-0.601,0.037,0.773,0.03877,-0.31351,-0.21854
-0.612,0.065,0.781,0.03587,-0.2532,-0.16358
-0.612,0.054,0.775,0.02603,-0.20618,-0.11511
-0.604,0.039,0.763,0.00496,-0.16435,-0.09236
-0.525,0.033,0.765,-0.00992,-0.15213,-0.11312
-0.514,0.015,0.77,-0.0158,-0.14091,-0.1274
-0.572,0.014,0.813,-0.00687,-0.13114,-0.12076
-0.608,0.006,0.832,0.00198,-0.13038,-0.11832
-0.592,-0.003,0.824,0.01419,-0.10625,-0.11641
-0.588,0.027,0.813,-0.00519,-0.10389,-0.12679
-0.556,0.036,0.791,-0.03053,-0.10351,-0.13183
-0.528,0.041,0.774,-0.04351,-0.07358,-0.1203
-0.557,0.035,0.772,-0.04061,-0.00351,-0.08381
-0.57,0.043,0.781,-0.0345,0.09961,-0.0332
-0.565,0.033,0.789,-0.01167,0.17709,0.00076
-0.576,0.038,0.802,0.00465,0.24679,0.06137
-0.562,0.028,0.78,-0.01541,0.28145,0.05916
-0.571,0.002,0.81,-0.03229,0.28755,0.029
-0.618,0.02,0.85,-0.04091,0.27427,-0.00503
-0.625,-0.006,0.861,-0.04465,0.23366,-0.01374
-0.619,-0.02,0.848,-0.03648,0.1758,-0.02465
-0.594,0.003,0.805,-0.02732,0.13946,-0.00969
-0.571,0.041,0.759,-0.02335,0.18061,0.03213
-0.559,0.06,0.733,-0.01969,0.25587,0.07396
-0.613,0.073,0.783,-0.03221,-0.32552,0.13511
-0.607,0.032,0.787,-0.01351,-0.25475,0.16916
-0.623,0.044,0.811,-0.00038,-0.2001,0.17183
-0.598,-0.047,0.838,0.02778,-0.17453,0.13442
-0.583,-0.038,0.852,0.04709,-0.14521,0.06755
-0.596,-0.031,0.754,0.06938,-0.15056,0.02167
-0.611,0.0,0.748,-0.01793,-0.19155,-0.04274
-0.664,0.026,0.8,-0.03862,0.23992,-0.03419
-0.62,0.016,0.761,-0.07717,0.20419,-0.04877
-0.64,0.046,0.77,-0.0648,0.16877,-0.02267
-0.628,0.045,0.774,-0.04809,0.15229,0.00137
-0.616,0.033,0.77,-0.02145,0.16671,0.01778
-0.608,-0.001,0.793,-0.0087,0.15099,0.00274
-0.603,-0.003,0.767,0.01641,0.16954,-0.00503
-0.657,-0.025,0.799,0.05045,0.2074,-0.00473
-0.614,-0.016,0.676,0.07152,0.31442,-0.01381
-0.584,-0.002,0.607,0.05145,-0.13201,-0.02946
-0.567,-0.011,0.613,0.07297,0.17021,-0.00893
-0.734,0.035,0.629,0.09603,-0.25431,0.0677
-0.839,-0.041,0.759,0.11564,0.2538,0.08648
-0.799,-0.058,0.91,0.16755,0.11555,0.03152
-0.695,-0.072,0.948,0.20732,-0.03132,-0.04854
-0.672,-0.05,0.934,0.21977,-0.24888,-0.12778
-0.877,-0.023,1.066,0.27221,0.1848,-0.12465
-0.61,0.041,0.747,0.20465,0.0758,-0.22137
-0.75,0.074,0.741,0.16793,0.04496,-0.18702
-0.696,0.044,0.744,0.13732,-0.06221,-0.21496
-0.693,0.033,0.749,0.13793,-0.1187,-0.23061
-0.764,0.093,0.748,0.17328,-0.13916,-0.17305
-0.729,0.079,0.673,0.16938,-0.08641,-0.09282
-0.761,0.041,0.713,0.19335,0.09129,0.02648
-0.807,0.029,0.72,0.26809,0.27404,0.12251
-0.811,-0.015,0.718,0.31366,-0.21582,0.16816
-0.746,-0.086,0.763,0.31687,-0.13468,0.1448
-0.711,-0.081,0.799,0.32549,-0.18911,0.02709
-0.744,0.007,0.772,0.31328,0.32687,-0.07992
-0.814,0.05,0.755,0.27381,0.21824,-0.10664
-0.732,0.114,0.756,0.26335,0.18198,-0.1103
-0.635,0.115,0.718,0.23114,0.13923,-0.13358
-0.66,0.184,0.635,0.21778,0.14748,-0.08603
-0.653,0.132,0.685,0.20908,0.16083,-0.06671
-0.703,0.147,0.763,0.22603,0.16091,-0.05473
-0.698,0.086,0.768,0.25229,0.13519,-0.0648
-0.695,0.063,0.778,0.27396,0.09847,-0.10152
-0.659,0.009,0.803,0.30938,0.07618,-0.11053
-0.743,0.117,0.759,-0.31857,0.08549,-0.13992
-0.774,0.117,0.709,0.3219,0.09656,-0.13511
-0.778,0.209,0.634,0.22908,0.11702,-0.09664
-0.756,0.257,0.618,0.12809,0.15992,-0.079
-0.777,0.195,0.599,0.07328,0.20564,-0.06381
-0.757,0.168,0.702,0.06,0.23206,-0.07076
-0.732,0.136,0.732,0.13419,0.24938,-0.11145
-0.756,0.122,0.729,0.18549,0.26908,-0.15877
-0.8,0.155,0.76,0.25061,0.30106,-0.19954
-0.878,0.187,0.771,0.29396,0.32358,-0.23022
-0.841,0.155,0.785,-0.28979,-0.23147,-0.22717
-0.967,0.341,0.725,-0.32498,-0.19536,-0.22221
-0.958,0.322,0.764,-0.31811,-0.13582,-0.17496
-1.041,0.402,0.844,-0.30987,-0.10468,-0.1029
-1.068,0.345,0.904,-0.26964,-0.08598,-0.02267
-1.091,0.352,0.897,-0.24025,-0.06697,0.03045
-1.178,0.384,0.931,-0.20911,-0.02239,0.10312
-1.252,0.417,0.915,-0.18323,0.07067,0.18725
-1.244,0.238,0.967,-0.21819,0.15639,0.2529
