X,Y,Z,ROLL,PITCH,YAW
-0.235,0.329,0.982,-0.00076,0.21618,0.07335
-0.258,0.345,0.921,-0.0174,0.22786,0.0316
-0.3,0.302,0.995,0.01206,0.189,0.00885
-0.367,0.291,1.061,0.0229,-0.06839,0.02458
-0.333,0.329,0.916,-0.00335,-0.03603,0.00068
-0.309,0.334,0.837,-0.0432,0.05076,0.06824
-0.371,0.325,0.901,-0.07198,0.09801,0.0803
-0.369,0.295,0.942,-0.08015,0.1029,0.07419
-0.292,0.34,0.913,-0.08419,0.13862,0.06465
-0.261,0.386,0.952,-0.05458,0.16267,0.06824
-0.315,0.429,0.94,-0.0032,0.19519,0.11694
0.943,0.275,0.565,0.15366,0.25233,0.0229
-0.574,0.629,1.021,0.22007,0.24181,-0.24773
-0.334,0.311,0.955,0.13969,0.13364,0.27442
-0.197,0.304,1.189,0.13137,-0.13544,0.13114
-0.174,0.381,1.087,0.17572,0.29961,0.07381
-0.155,0.372,0.962,0.02488,0.04961,-0.03687
-0.27,0.357,1.015,0.06351,0.0616,-0.02152
-0.386,0.322,1.07,0.13381,0.07503,-0.00282
-0.306,0.257,0.989,0.09717,0.07633,-0.08687
-0.344,0.283,0.947,0.00809,0.0503,-0.15625
-0.326,0.321,0.945,0.00587,0.08374,-0.17893
-0.234,0.351,0.903,0.02862,0.23396,-0.19946
-0.382,0.462,0.976,0.06931,0.22625,-0.15931
-0.349,0.477,0.963,0.08282,0.15351,-0.14381
-0.268,0.5,1.024,0.129,0.12114,-0.12389
-0.25,0.536,1.027,0.20213,0.099,-0.08625
-0.229,0.557,1.081,0.2432,0.05137,-0.05992
-0.2,0.495,1.087,0.30984,0.00519,-0.07717
-0.17,0.473,1.028,0.31022,0.019,-0.1548
-0.154,0.412,1.078,0.2758,0.04564,-0.24213
-0.315,0.474,1.085,0.27099,-0.05465,-0.28083
-0.512,0.611,1.162,0.27801,-0.16717,-0.31793
-0.306,0.396,1.127,0.28541,-0.13969,0.30521
-0.25,0.425,1.253,-0.28995,-0.13748,0.26124
-0.564,0.489,1.427,-0.11048,-0.0516,0.27109
-0.383,0.281,1.315,-0.07666,-0.2487,0.1801
0.109,0.225,1.844,0.25021,-0.16788,0.01285
-0.512,0.502,1.745,-0.06164,0.09511,0.18766
-0.539,0.282,1.595,-0.16599,-0.18793,0.04239
-0.489,0.3,1.94,0.09523,0.18521,-0.0412
-0.387,0.345,1.644,0.31897,0.12323,-0.04929
-0.417,0.606,1.125,0.25607,0.25628,-0.03906
-0.703,0.604,0.637,0.0247,0.0262,0.0562
-0.808,0.623,0.167,-0.32645,0.29897,0.20369
-1.005,0.844,0.14,-0.11559,0.30912,-0.28977
-1.18,0.937,0.411,0.17946,-0.247,0.04465
-1.227,0.779,0.66,0.08244,-0.21631,-0.26918
-1.164,0.644,0.702,0.11099,-0.18609,-0.01353
-1.107,0.599,0.656,0.14641,-0.19303,0.15273
-1.013,0.561,0.596,0.14862,-0.24242,0.26708
-0.973,0.605,0.571,0.12931,-0.29028,-0.30431
-1.022,0.662,0.601,0.10236,0.24233,-0.17072
-0.961,0.639,0.634,-0.00465,-0.21233,-0.10531
-0.94,0.623,0.595,-0.08435,0.10517,-0.03332
-0.92,0.578,0.507,-0.18572,-0.26155,0.05065
-0.707,0.483,0.403,-0.29015,0.15793,0.08943
-0.402,0.37,0.314,0.29743,0.12007,0.06363
-0.124,0.284,0.213,0.25582,0.12007,-0.00935
0.155,0.255,0.019,0.23521,-0.2575,-0.09874
0.248,0.253,0.001,0.22353,0.31662,-0.10233
0.28,0.211,0.235,0.2375,0.12462,-0.03569
0.307,0.079,0.505,0.26712,-0.28998,0.00179
0.384,-0.03,0.607,-0.32511,-0.30883,-0.03332
0.546,-0.146,0.621,-0.25755,0.25187,-0.14454
0.752,-0.256,0.578,-0.20267,0.12828,0.32089
0.986,-0.284,0.424,-0.18862,0.00836,0.047
1.174,-0.288,0.28,-0.26473,-0.07767,-0.26834
1.371,-0.299,0.205,0.24254,-0.12492,-0.03129
1.515,-0.289,0.094,0.14002,-0.03714,0.32178
1.553,-0.224,-0.039,0.03949,0.21622,0.04262
1.675,-0.287,0.078,-0.0296,-0.11005,-0.26998
1.528,-0.377,0.035,0.02193,0.29361,0.0624
1.256,-0.27,0.151,0.02689,-0.16061,-0.11233
1.046,-0.125,0.276,0.01536,-0.10557,-0.23004
0.917,-0.092,0.272,-0.0228,-0.13893,0.32624
0.894,-0.138,0.146,-0.08204,-0.13702,0.21754
0.786,-0.133,0.01,-0.17609,-0.05045,0.15532
0.601,-0.037,-0.114,-0.30616,0.12236,0.20273
0.441,0.018,-0.144,0.16729,0.30099,0.32234
0.389,-0.083,-0.092,-0.06882,-0.13529,-0.18439
0.268,-0.196,0.019,-0.13553,-0.03636,-0.19721
0.057,-0.269,0.089,-0.23538,-0.0246,-0.31958
-0.199,-0.262,0.182,0.30357,-0.16086,0.1699
-0.551,-0.222,0.279,0.12395,0.17938,-0.00575
-0.882,-0.16,0.299,-0.13086,-0.20992,-0.11964
-1.189,-0.163,0.321,0.22396,0.11063,-0.14804
-1.32,-0.184,0.489,0.12007,-0.25311,-0.0933
-1.432,-0.184,0.665,0.12007,0.0634,0.10456
-1.433,-0.192,0.89,0.12007,-0.02286,-0.1576
-1.362,-0.302,1.251,0.12007,0.0692,0.28553
-1.321,-0.498,1.757,0.12007,0.04553,0.0462
-1.318,-0.678,1.988,0.3048,-0.05821,0.27979
-1.489,-0.683,1.999,0.09883,-0.19515,-0.16007
-1.585,-0.593,1.999,-0.17004,0.19135,0.08045
-1.398,-0.556,1.999,0.09592,-0.02323,0.29687
-1.152,-0.57,1.902,0.15072,-0.14804,-0.20865
-1.009,-0.593,1.907,0.09706,-0.25895,-0.12964
-0.987,-0.573,1.949,0.00714,0.189,-0.06804
-0.867,-0.563,1.967,-0.07729,0.12007,0.057
-0.652,-0.556,1.999,0.12439,0.12007,0.23731
-0.423,-0.431,1.999,0.19141,-0.2472,-0.15027
-0.418,-0.5,1.999,-0.23891,0.01234,0.13828
-0.24,-0.541,1.999,0.12376,0.32647,-0.19219
0.068,-0.597,1.999,-0.20603,0.02683,0.02788
0.218,-0.697,1.999,0.19534,-0.22876,0.22414
0.238,-0.738,1.999,0.0438,0.21972,-0.19442
0.428,-0.878,1.999,-0.16821,-0.15885,-0.12015
0.631,-0.983,1.999,0.2908,0.14312,-0.12015
0.725,-1.021,1.999,0.13773,-0.22277,-0.12015
0.798,-0.959,1.999,-0.12015,0.02265,-0.12015
0.823,-0.752,1.999,-0.12015,0.27975,-0.12015
0.757,-0.5,1.999,-0.12015,0.04912,-0.12015
0.773,-0.511,1.999,-0.12015,-0.11234,-0.12015
0.667,-0.593,1.999,-0.12015,0.09788,-0.12015
0.813,-0.744,1.999,-0.12015,0.03185,-0.12015
1.007,-0.906,1.999,-0.12015,-0.20441,-0.12015
1.214,-0.99,1.999,-0.12015,0.15691,-0.12015
1.462,-1.069,1.999,-0.12015,-0.08263,-0.12015
1.748,-1.078,1.934,-0.12015,0.18799,-0.12015
1.926,-1.13,1.651,-0.12015,-0.04307,0.05521
1.999,-1.083,1.419,-0.12015,0.01471,0.32355
1.999,-0.904,1.094,-0.12015,0.19044,-0.06126
1.999,-0.683,0.857,-0.12015,0.20265,0.15235
1.955,-0.574,0.656,-0.12015,0.10486,-0.2501
1.929,-0.505,0.435,-0.12015,0.12891,-0.01709
1.659,-0.296,0.343,-0.30297,0.2357,-0.25694
1.277,-0.183,0.313,0.14292,-0.30034,0.30651
1.053,-0.162,0.365,-0.0225,-0.31111,0.26941
0.938,-0.195,0.421,-0.11876,0.06922,0.19758
0.869,-0.209,0.351,-0.21899,-0.27193,0.1062
0.79,-0.128,0.238,0.31279,0.15366,-0.01647
0.734,-0.07,0.108,0.1808,-0.00358,-0.06815
0.732,-0.042,0.0,0.06515,-0.02236,-0.14998
0.722,0.024,-0.095,-0.02218,0.05396,-0.20624
0.576,0.13,-0.173,-0.12996,0.17778,-0.25769
0.315,0.164,-0.244,-0.19836,0.21587,-0.29479
0.209,0.133,-0.362,0.31082,0.20641,0.26523
0.071,0.175,-0.412,0.1425,0.16702,0.14416
-0.084,0.248,-0.428,-0.10842,0.06526,0.06989
-0.239,0.304,-0.425,0.24954,-0.10633,0.03782
-0.454,0.341,-0.436,-0.10625,-0.32732,0.07408
-0.674,0.334,-0.431,0.21613,0.09071,0.19385
-0.771,0.32,-0.404,-0.09509,-0.05051,-0.26402
-0.785,0.291,-0.277,0.29576,-0.07769,-0.03051
-0.815,0.27,-0.125,0.19668,0.00911,0.17888
-0.883,0.209,0.08,0.16309,0.09643,-0.23473
-0.954,0.117,0.272,0.23569,0.08277,-0.05549
-0.976,0.053,0.352,-0.28563,0.00094,0.03717
-0.96,0.036,0.298,-0.17212,-0.09914,0.10152
-0.836,0.077,0.109,-0.14105,-0.07219,0.14793
-0.793,0.122,-0.026,-0.1767,0.04582,0.1974
-0.732,0.105,-0.096,-0.27929,0.18804,0.2145
