X,Y,Z,ROLL,PITCH,YAW
-0.255,0.452,1.041,0.03572,0.05923,0.06259
-0.29,0.486,0.934,0.08809,0.04076,0.09664
-0.192,0.481,0.85,0.08129,0.12022,0.12068
-0.257,0.538,0.778,-0.05351,-0.14755,0.17282
-0.095,0.458,0.85,-0.07603,-0.07847,0.10519
-0.112,0.505,0.863,-0.04404,0.05137,0.1203
-0.123,0.495,0.807,-0.06648,0.17541,0.11717
-0.138,0.497,0.932,-0.03091,0.24541,0.08793
-0.122,0.489,0.876,0.00877,-0.29101,0.11
0.072,0.239,0.865,0.29969,-0.12317,0.01053
-0.492,0.591,0.987,0.2248,0.10654,0.17969
-0.147,0.445,0.798,0.18206,0.10013,0.03854
-0.126,0.517,0.815,0.16694,0.13593,0.05679
-0.182,0.504,0.797,0.089,0.21456,0.05809
-0.234,0.495,0.948,0.07389,0.23265,0.05931
-0.352,0.477,0.978,0.11183,0.13257,0.0458
-0.339,0.436,1.031,0.0958,-0.08911,-0.02511
-0.236,0.489,0.961,-0.00297,0.31381,-0.1077
-0.207,0.454,0.831,-0.06061,0.2474,-0.14305
-0.219,0.541,0.798,-0.24076,0.15854,-0.17053
-0.295,0.515,0.941,-0.22007,0.26137,-0.13167
-0.381,0.525,1.096,-0.07053,-0.29025,-0.06702
-0.361,0.529,0.953,0.0119,-0.14063,0.00129
-0.407,0.529,0.949,0.05435,-0.07315,0.06038
-0.37,0.5,0.854,0.03954,-0.11071,0.09152
-0.272,0.459,0.807,-0.00343,-0.12651,0.03679
-0.267,0.476,0.941,-0.00969,-0.09872,-0.05458
-0.307,0.47,1.007,0.04694,-0.08491,-0.07633
-0.306,0.463,0.998,0.15992,-0.0343,-0.06694
-0.356,0.53,0.979,0.24854,0.12868,-0.04854
-0.329,0.539,1.025,-0.21628,-0.31118,-0.0761
-0.321,0.51,1.137,-0.11849,-0.21828,-0.11061
-0.426,0.492,1.129,-0.01811,-0.24905,-0.11916
-0.415,0.467,1.049,0.03792,-0.20905,-0.15557
-0.404,0.465,1.079,0.12212,-0.06775,-0.11007
-0.445,0.424,1.161,0.25723,0.10019,-0.08519
-0.496,0.499,1.282,-0.23492,0.26737,-0.08458
-0.455,0.496,1.36,0.03813,-0.12677,-0.05541
-0.757,0.392,1.484,-0.18998,0.24338,0.03114
-0.361,0.473,1.134,0.16399,-0.12015,0.02587
-0.884,0.576,0.914,-0.12015,-0.12015,0.30229
-0.343,0.74,0.613,-0.12015,-0.12015,0.17694
-0.383,0.82,0.185,-0.12015,-0.12015,0.24465
-0.339,0.855,-0.34,-0.12015,-0.12015,0.24419
-0.442,1.121,-0.531,0.30727,-0.12015,0.11145
-0.697,1.247,-0.561,-0.15677,-0.12015,0.13587
-0.691,1.327,-0.523,0.08576,-0.12015,0.25992
-0.625,1.269,-0.482,-0.21546,-0.12015,-0.27399
-0.557,1.113,-0.502,0.22189,-0.12015,-0.20689
-0.425,1.05,-0.413,-0.00468,-0.12015,-0.16353
-0.402,0.974,-0.203,-0.14933,-0.12015,-0.13529
-0.294,0.905,-0.093,-0.20727,-0.12015,-0.16849
-0.19,0.781,-0.217,-0.19911,-0.12015,-0.31346
-0.268,0.725,-0.306,-0.25391,-0.12015,0.16625
-0.363,0.772,-0.383,0.28267,-0.12015,0.04694
-0.615,0.885,-0.482,0.18778,-0.12015,0.03679
-0.898,0.697,-0.622,0.14053,-0.12015,0.05106
-1.128,0.785,-0.31,0.10213,-0.12015,0.1348
-0.455,0.288,-0.8,0.29076,-0.12015,0.06862
-1.195,0.823,-0.139,-0.26231,-0.12015,0.20656
-1.008,0.687,-0.183,0.26534,-0.12015,0.17839
-0.593,0.497,-0.554,0.15259,-0.12015,0.03
-0.306,0.399,-0.796,0.09664,-0.12015,-0.16755
-0.294,0.405,-0.684,-0.08564,-0.12015,0.32269
-0.393,0.385,-0.431,-0.28541,-0.12015,0.1462
-0.53,0.302,-0.158,0.2233,-0.12015,-0.01395
-0.697,0.244,0.124,0.10353,-0.12015,-0.10883
-0.879,0.294,0.443,-0.00425,-0.12015,-0.11471
-0.926,0.321,0.585,-0.00509,-0.10952,-0.03876
-0.802,0.349,0.567,0.18475,-0.04958,0.09987
-0.528,0.358,0.101,0.25534,0.17149,-0.30183
-0.289,0.262,0.302,0.06509,0.06972,-0.16694
-0.364,0.064,0.485,-0.1763,-0.29778,-0.08366
-0.222,0.054,0.351,0.16477,-0.25465,-0.08679
-0.125,0.083,0.119,-0.28654,-0.12015,-0.0832
-0.315,0.18,0.061,0.32744,-0.12015,-0.0548
-0.585,0.211,0.225,0.18553,-0.12015,0.01603
-0.695,0.113,0.329,0.05088,0.18101,0.06374
-0.678,0.049,0.459,0.02523,0.02958,0.17488
-0.714,0.175,0.381,0.17615,-0.22156,-0.23285
-0.55,0.139,0.105,-0.17647,-0.22973,0.19418
-0.343,0.041,0.025,0.05666,-0.08225,-0.1892
-0.197,-0.001,-0.125,0.18628,0.08676,-0.00408
0.077,-0.22,-0.257,0.23972,0.1108,0.01553
0.322,-0.428,-0.258,0.27224,-0.02798,-0.12775
0.665,-0.547,-0.233,-0.27938,-0.24034,0.32418
0.955,-0.627,-0.267,-0.12015,-0.28843,0.14418
1.086,-0.573,-0.409,-0.12015,-0.15989,0.10196
1.232,-0.592,-0.557,-0.12015,0.02531,0.10395
1.397,-0.661,-0.776,-0.12015,0.14271,0.05074
1.479,-0.632,-1.05,-0.12015,0.23706,-0.02391
1.552,-0.614,-1.246,-0.12015,0.19004,-0.14613
1.665,-0.597,-1.373,-0.12015,-0.07966,-0.31972
1.686,-0.482,-1.466,-0.27564,0.22227,0.21175
1.762,-0.476,-1.583,0.19384,0.03845,0.11389
1.888,-0.577,-1.562,0.06079,-0.06262,-0.03702
1.943,-0.574,-1.532,-0.02479,-0.20674,-0.19412
1.906,-0.536,-1.556,-0.0528,0.26969,-0.27618
1.956,-0.567,-1.674,-0.06616,0.14122,0.23834
1.977,-0.508,-1.821,-0.10532,0.02335,0.10697
1.933,-0.466,-2.0,-0.17082,-0.0948,-0.03112
1.975,-0.375,-2.0,0.22767,-0.04106,-0.27822
1.996,-0.333,-2.0,-0.00431,0.07847,0.2437
1.98,-0.32,-2.0,-0.20691,0.29099,0.04859
1.905,-0.273,-2.0,0.27395,-0.08941,-0.11645
1.779,-0.188,-2.0,0.07578,0.1667,-0.28447
1.652,-0.186,-2.0,-0.04254,-0.22698,0.19593
1.499,-0.133,-2.0,-0.1275,0.11569,-0.00537
1.293,-0.098,-2.0,0.30938,0.21454,-0.24033
0.93,-0.053,-2.0,-0.01282,0.08118,0.20549
0.464,0.022,-2.0,0.31506,-0.14981,0.12007
0.055,0.111,-2.0,-0.00143,-0.3137,0.12465
-0.255,0.241,-2.0,-0.32189,0.2628,0.26068
-0.428,0.254,-2.0,0.04592,0.12822,-0.21521
-0.49,0.175,-2.0,-0.16324,-0.05605,-0.08773
-0.505,0.127,-2.0,0.26837,-0.22369,-0.0185
-0.533,0.039,-1.93,0.13616,0.28603,-0.00956
-0.581,-0.015,-1.763,0.11021,0.2545,0.01349
-0.666,0.043,-1.621,0.13349,-0.17827,0.08616
-0.821,0.071,-1.466,0.20441,0.10792,0.23227
-0.989,0.041,-1.224,0.3067,-0.23187,-0.2047
-1.082,0.055,-1.092,-0.27714,-0.07828,-0.02187
-1.217,0.103,-1.027,-0.29531,0.05179,0.26202
-1.365,0.209,-0.953,0.09593,0.04447,-0.10135
