X,Y,Z,ROLL,PITCH,YAW
-0.61,0.04,0.691,-0.01175,0.01547,0.23816
-0.625,0.073,0.72,-0.00717,-0.02193,0.26938
-0.677,0.062,0.762,0.01183,-0.05445,0.28419
-0.682,0.055,0.759,-0.03396,0.01998,0.2719
-0.681,0.076,0.78,-0.02412,0.05944,0.26381
-0.655,0.026,0.773,-0.00068,0.05975,0.25404
-0.666,-0.003,0.768,0.01923,0.04868,0.22519
-0.669,0.028,0.766,0.00809,0.04792,0.19038
-0.688,0.086,0.774,0.01633,0.0157,0.18381
-0.702,0.094,0.779,0.01488,-0.00285,0.1977
-0.662,0.028,0.776,0.03007,0.00387,0.19038
-0.667,0.041,0.791,0.06435,-0.06071,0.17038
-0.656,0.079,0.665,0.1,0.02799,0.16458
-0.67,0.12,0.616,0.10152,0.12616,0.18022
-0.622,0.096,0.663,0.11717,-0.2908,0.2087
-0.632,-0.005,0.988,0.19473,-0.29998,0.2177
-0.742,0.04,0.833,0.27,0.21715,0.14717
-0.689,0.159,0.751,-0.04381,-0.11147,-0.09549
-0.928,-0.057,0.833,-0.10259,0.31312,-0.10908
-0.947,0.148,0.842,0.09442,-0.00267,-0.03557
-0.775,0.196,0.492,0.0674,-0.03458,-0.02244
-0.717,0.178,0.376,-0.00778,0.07244,-0.0032
-0.736,0.212,0.402,-0.05969,0.2074,0.02709
-0.797,0.24,0.439,-0.11038,0.32183,0.09206
-0.8,0.243,0.478,-0.17534,-0.26414,0.17404
-0.748,0.223,0.516,-0.23274,-0.13659,0.23709
-0.728,0.146,0.616,-0.24458,-0.06078,0.2874
-0.704,0.105,0.622,-0.22305,0.10464,0.3087
-0.59,-0.058,0.909,-0.10847,-0.1305,-0.31552
-0.642,0.093,0.699,-0.00419,-0.31949,0.2519
-1.102,0.493,-0.008,0.08094,-0.26732,0.08572
-0.957,0.013,0.514,0.13414,0.01648,0.17854
-0.859,0.093,0.695,-0.24603,0.16358,0.2248
-0.726,0.039,0.583,-0.12106,0.25625,0.23358
-0.688,0.048,0.58,-0.09679,0.30366,0.079
-0.797,0.04,0.72,-0.10587,0.14458,0.01
-0.813,0.027,0.738,-0.05603,-0.049,-0.03137
-0.781,0.044,0.649,-0.04664,-0.19908,-0.06022
-0.732,0.083,0.565,-0.06328,-0.27496,-0.08358
-0.719,0.136,0.49,-0.08282,-0.27435,-0.07725
-0.73,0.195,0.455,-0.11992,-0.14305,-0.01625
-0.751,0.186,0.493,-0.16442,-0.0016,0.07244
-0.758,0.144,0.545,-0.18328,0.05946,0.14412
-0.778,0.125,0.604,-0.20404,0.11839,0.18923
-0.798,0.103,0.643,-0.21076,0.08862,0.20541
-0.807,0.053,0.67,-0.20534,0.03427,0.19564
-0.905,0.074,0.682,-0.18312,-0.06381,0.1703
-0.91,0.07,0.657,-0.1519,-0.13809,0.13816
-0.944,0.058,0.644,-0.1332,-0.22396,0.11068
-0.877,0.018,0.662,-0.10717,-0.29732,0.08748
-0.927,0.059,0.66,-0.07908,0.23353,0.06664
-0.826,0.012,0.656,-0.02412,0.16048,0.04435
-0.789,0.035,0.656,0.04984,0.11536,0.02977
-0.76,0.078,0.625,0.08961,0.06155,0.03519
-0.72,0.106,0.599,0.09992,0.02865,0.04648
-0.736,0.129,0.648,0.05366,-0.06746,0.05541
-0.748,0.143,0.76,0.03519,-0.21631,0.0632
-0.77,0.157,0.843,0.05045,0.24225,0.05633
-0.759,0.141,0.863,0.05061,0.00546,0.01664
-0.769,0.086,0.891,0.03549,-0.26531,-0.02786
-0.742,0.011,0.889,0.04358,0.04586,-0.09946
