X,Y,Z,ROLL,PITCH,YAW
-0.753,0.046,0.531,-0.04282,-0.12987,0.23358
-0.734,0.015,0.576,0.01038,0.30648,0.14335
-0.625,0.041,0.506,-0.13282,-0.20422,0.08763
-0.71,0.054,0.638,-0.09801,-0.12491,0.11778
-0.769,-0.012,0.69,-0.04641,-0.06674,0.12587
-0.647,-0.134,0.649,-0.08152,0.21502,0.05122
-0.904,0.082,0.71,0.01664,-0.18666,-0.0445
-0.707,-0.029,0.599,0.03442,0.29877,-0.17236
-0.694,0.039,0.518,0.02465,-0.26712,-0.18458
-0.955,0.17,0.657,0.07427,0.24183,-0.07618
-0.831,0.146,0.445,0.06458,0.29893,-0.00083
-0.817,0.105,0.438,0.0329,-0.20078,0.07312
-0.799,0.078,0.469,0.01122,-0.03033,0.14206
-0.82,0.008,0.565,-0.0274,0.03647,0.1216
-0.868,-0.052,0.657,-0.00465,-0.15964,0.04206
-0.953,-0.054,0.647,0.06587,0.26343,-0.01045
-0.834,-0.043,0.575,0.09938,0.21412,-0.0677
-0.694,-0.01,0.474,0.09305,0.2203,-0.1148
-0.696,0.05,0.417,0.08137,0.3,-0.12374
-0.751,0.087,0.453,0.0545,-0.26865,-0.11328
-0.801,0.084,0.505,0.01374,-0.24834,-0.12274
-0.847,0.044,0.611,0.00167,-0.27216,-0.13519
-0.899,0.082,0.714,0.0177,0.29916,-0.11801
-0.859,0.003,0.724,0.04916,0.18633,-0.17175
-0.889,0.03,0.736,0.08511,0.10099,-0.19801
-1.03,0.026,0.788,0.1348,-0.00824,-0.17229
-0.998,-0.058,0.765,0.20122,-0.09473,-0.19106
-1.026,-0.001,0.727,0.28458,-0.18587,-0.16465
-0.988,-0.004,0.62,-0.31193,-0.16564,-0.1319
-0.886,0.006,0.51,-0.31101,-0.0848,-0.15427
-0.792,0.103,0.366,0.30206,0.0258,-0.15801
-0.791,0.168,0.284,0.2203,0.22801,-0.1132
-0.866,0.163,0.376,0.13954,-0.24857,-0.04465
-0.9,0.148,0.408,0.08175,-0.1314,0.0032
-0.945,0.114,0.522,0.05923,-0.08712,0.04297
-0.979,0.058,0.623,0.0545,-0.1517,0.02923
-1.167,0.126,0.586,0.0777,-0.28559,-0.01801
-0.954,-0.051,0.666,0.14969,0.16603,-0.09755
-0.989,0.009,0.605,0.22305,0.06198,-0.1229
-1.08,0.107,0.548,0.25045,0.00267,-0.06213
-0.816,0.142,0.341,0.21564,0.14419,0.00687
-0.718,0.12,0.339,0.1932,0.27679,0.05702
-0.748,0.103,0.41,0.17396,-0.24124,0.07687
-0.747,0.077,0.488,0.16931,-0.21636,0.07488
-0.751,0.041,0.425,0.1548,-0.24101,0.02404
-0.807,0.076,0.46,0.13511,-0.25689,0.03152
-0.821,0.055,0.458,0.1277,-0.30468,0.00534
-0.829,0.063,0.478,0.13366,0.28809,-0.02282
-0.882,0.022,0.529,0.139,0.20442,-0.0558
-0.925,0.001,0.546,0.16587,0.09801,-0.09282
-0.909,0.006,0.524,0.18755,0.01274,-0.12893
-0.883,0.013,0.506,0.19221,-0.04534,-0.16625
-0.907,0.06,0.471,0.1948,-0.08572,-0.17954
-0.971,0.08,0.457,0.18412,-0.10099,-0.15396
-1.006,0.085,0.465,0.17045,-0.1203,-0.12145
-1.153,0.091,0.554,0.21236,-0.18755,-0.08732
-1.022,0.062,0.439,0.1645,-0.17221,-0.06564
-1.063,0.113,0.49,0.17725,-0.26114,-0.02068
-0.974,0.017,0.47,0.16305,-0.20877,0.01
-1.043,0.116,0.526,0.17946,-0.2074,0.02534
-1.038,0.136,0.54,0.17442,-0.25549,0.06259
-1.01,0.13,0.597,0.15763,-0.25893,0.08167
-1.002,0.164,0.682,0.16824,-0.27496,0.11175
-0.938,0.106,0.767,0.21633,-0.29061,0.12274
-0.809,0.094,0.791,0.25938,-0.26961,0.02648
-0.841,0.118,0.795,0.29725,-0.24916,-0.08534
-1.101,0.129,0.84,-0.31559,0.14292,-0.12916
-1.058,0.232,0.78,-0.18766,0.10017,-0.17106
-1.142,0.227,0.758,-0.15827,0.07071,-0.1729
-1.288,0.176,0.828,-0.00842,0.18521,-0.08732
-1.172,0.323,0.671,0.01059,0.09911,-0.09396
-1.255,0.274,0.619,0.02555,0.05933,-0.04557
-1.368,0.306,0.565,0.03265,0.05162,0.03992
-1.425,0.37,0.558,0.01387,0.08414,0.15793
-1.5,0.39,0.584,-0.00811,0.11002,0.31389
-1.523,0.397,0.622,0.00235,0.11911,-0.15468
-1.482,0.407,0.677,0.02425,0.13078,-0.02262
-1.41,0.413,0.718,0.04364,0.10224,0.03464
-1.378,0.377,0.783,0.0686,0.06651,0.04914
-1.358,0.264,0.901,0.19151,0.1004,0.05044
-1.294,0.336,0.959,-0.28882,0.13216,0.05089
-1.275,0.385,0.997,-0.20378,0.01384,0.04845
-1.219,0.397,1.011,-0.11195,-0.13173,0.03784
-1.163,0.422,1.004,-0.0224,-0.24967,-0.00201
-1.143,0.453,0.966,0.03828,0.32034,-0.02575
-1.123,0.466,0.88,0.09187,0.23859,-0.01208
-1.052,0.473,0.773,0.04744,0.16324,0.04181
-0.944,0.449,0.737,-0.02111,0.07378,0.09685
-0.866,0.363,0.782,-0.0879,0.03996,0.15296
-0.783,0.274,0.885,-0.08798,0.06218,0.23929
-0.697,0.178,0.903,-0.07118,0.1179,0.29471
-0.616,0.117,0.899,-0.03233,0.19103,0.29349
-0.573,0.045,0.898,0.01966,0.27034,0.25899
-0.586,-0.077,0.927,0.08561,0.28485,0.10998
-0.659,-0.147,0.94,0.19683,0.09301,-0.11109
-0.702,-0.244,0.932,-0.30593,-0.17676,0.28259
-0.738,-0.224,0.755,-0.1815,0.14066,0.059
-0.84,-0.111,0.491,-0.19089,-0.13475,-0.03305
-0.887,0.065,0.23,-0.28349,-0.28239,0.02511
-0.86,0.121,0.026,0.20363,0.27954,0.15877
-0.753,0.089,-0.159,0.01355,0.25938,0.27206
-0.631,0.096,-0.278,-0.23347,0.29473,-0.31231
-0.553,0.096,-0.393,0.15143,-0.2146,-0.27346
-0.591,0.095,-0.398,-0.0914,-0.02315,-0.21376
-0.653,0.079,-0.378,0.29648,0.14494,-0.10269
-0.718,0.016,-0.293,0.05198,0.29776,0.01525
-0.755,-0.094,-0.178,-0.16129,-0.23324,0.08654
-0.866,-0.188,-0.05,0.30101,-0.1608,0.107
-0.969,-0.288,0.128,0.13559,-0.12485,0.16723
-1.022,-0.331,0.302,0.11109,-0.10699,0.17853
-1.134,-0.46,0.337,0.17872,-0.28485,0.27128
-1.078,-0.511,0.341,0.23781,0.17395,-0.30485
-0.953,-0.533,0.315,0.27918,0.05296,-0.25202
-0.882,-0.56,0.274,-0.31061,0.04128,-0.18653
-0.871,-0.563,0.246,-0.22473,0.05097,-0.08019
-0.825,-0.499,0.177,-0.1819,0.13227,0.05668
-0.827,-0.455,0.164,-0.20106,0.20128,0.22897
-0.792,-0.409,0.188,-0.2461,0.23364,-0.27738
-0.749,-0.397,0.224,-0.26374,0.1999,-0.19326
-0.76,-0.406,0.219,-0.28442,0.16715,-0.117
-0.676,-0.413,0.233,-0.31122,0.18937,-0.01066
-0.563,-0.392,0.233,-0.31541,0.22486,0.07575
-0.469,-0.341,0.243,-0.31374,0.2954,0.11796
-0.407,-0.257,0.23,0.32315,-0.23492,0.17682
-0.347,-0.136,0.228,0.27048,0.00454,0.31659
-0.258,-0.075,0.262,0.21811,0.26004,-0.21267
