X,Y,Z,ROLL,PITCH,YAW
-0.516,0.063,0.874,-0.00511,0.30595,0.0703
-0.686,0.146,0.727,-0.1061,0.0019,0.06236
-0.524,0.087,0.821,-0.13572,0.07267,-0.01152
-0.55,0.017,0.885,-0.08389,0.10664,-0.03038
-0.554,0.054,0.883,-0.02511,0.08832,-0.04671
-0.547,0.106,0.824,-0.03969,0.0774,-0.04763
-0.526,0.093,0.791,-0.06961,0.12419,-0.03267
-0.521,0.102,0.793,-0.07877,0.19396,-0.00511
-0.545,0.091,0.817,-0.08129,0.24557,0.02847
-0.55,0.077,0.838,-0.06824,0.3019,0.06015
-0.545,0.068,0.84,-0.0361,-0.24834,0.09351
-0.562,0.073,0.865,-0.02083,-0.20712,0.1158
-0.521,0.06,0.862,0.00465,-0.13002,0.11274
-0.527,0.035,0.839,0.009,-0.12659,0.10702
-0.56,-0.005,0.925,0.02732,-0.07491,0.0529
-0.57,0.042,0.928,0.04061,-0.19414,0.02916
-0.57,0.031,0.898,0.04351,-0.27246,-0.00343
-0.521,0.029,0.843,0.04358,-0.28842,-0.02938
-0.532,0.03,0.852,0.04465,-0.26956,-0.0487
-0.534,0.06,0.834,0.0503,-0.21682,-0.05496
-0.386,-0.035,0.723,0.1474,-0.13989,-0.04358
-0.675,0.102,0.82,0.31282,-0.06118,-0.00618
-0.674,0.362,0.774,0.15992,-0.08872,0.09755
-0.66,0.161,0.585,-0.10183,0.30236,0.07068
-0.654,0.07,0.715,-0.22465,0.309,0.04732
-0.773,0.149,0.851,-0.19916,0.30969,0.04427
-0.633,0.02,0.928,-0.08427,0.25473,0.05366
-0.614,0.067,0.838,-0.03351,0.27053,0.01625
-0.63,0.026,0.831,0.01015,0.11534,-0.11183
-0.663,0.107,0.796,-0.06824,-0.1148,-0.1174
-0.621,0.121,0.735,-0.11969,-0.22511,-0.09488
-0.585,0.132,0.695,-0.14045,-0.22091,-0.06625
-0.591,0.14,0.715,-0.14083,-0.14213,-0.01267
-0.607,0.159,0.706,-0.139,-0.02992,0.04862
-0.599,0.116,0.726,-0.13335,0.08946,0.08946
-0.601,0.069,0.752,-0.11091,0.19045,0.09458
-0.56,0.021,0.802,-0.06984,0.2748,0.08404
-0.523,-0.034,0.809,-0.0229,-0.22788,0.08625
-0.404,-0.188,0.762,0.13511,0.31364,0.12648
-0.162,0.068,0.771,-0.28132,-0.28296,0.01374
-1.241,0.723,0.714,-0.03595,-0.23274,0.20412
-0.633,-0.456,0.373,0.27498,0.01099,-0.21992
-0.648,-0.045,0.987,-0.05297,0.01885,-0.26022
-0.65,0.187,0.688,0.02145,-0.05961,-0.14916
-0.734,0.069,0.635,-0.08717,0.05129,-0.15534
-0.85,0.011,0.791,0.02977,0.10732,-0.0403
-0.791,-0.008,0.809,0.13022,0.11175,-0.01351
-0.758,0.017,0.827,0.1203,0.09625,-0.05022
-0.763,0.039,0.897,0.11251,-0.02595,-0.07564
-0.78,0.101,0.877,0.09,-0.15213,-0.1019
-0.775,0.105,0.819,0.05,-0.21687,-0.1248
-0.754,0.084,0.824,0.04045,-0.2729,-0.13816
-0.769,0.146,0.814,0.03152,0.31353,-0.109
-0.774,0.15,0.802,0.01,0.26659,-0.06114
-0.813,0.134,0.842,0.01473,0.20529,0.00511
-0.836,0.161,0.827,0.01175,0.15078,0.0561
-0.802,0.129,0.868,0.04229,0.15292,0.11221
-0.669,0.061,0.897,0.09778,0.20445,0.10206
-0.63,0.15,0.882,0.15595,0.11773,0.04122
-0.646,-0.004,0.911,0.15717,0.03109,0.03458
-0.636,-0.06,0.968,0.23,-0.05204,-0.05809
-0.661,-0.037,1.098,0.32458,-0.1896,-0.14549
-0.635,-0.065,1.138,-0.23811,0.27294,-0.23229
-0.715,-0.08,1.115,-0.14017,0.02462,-0.30877
-0.619,-0.097,1.068,0.00318,-0.14553,0.22514
-0.436,0.025,0.821,0.08265,-0.15302,-0.03693
-0.625,0.107,0.775,0.02815,-0.02613,-0.22318
-0.39,-0.001,0.452,-0.19643,0.12007,-0.27631
-0.38,0.128,0.423,0.13824,0.12007,0.13744
-0.5,0.268,0.451,-0.12534,0.12007,-0.00302
-0.533,0.225,0.459,-0.29633,0.12007,-0.0447
-0.622,0.201,0.439,0.22811,0.12007,-0.06584
-0.685,0.257,0.486,0.1046,0.12007,-0.00355
-0.793,0.271,0.455,-0.02273,0.12007,0.19592
-0.786,0.161,0.429,-0.13952,0.12007,-0.26609
-0.739,-0.012,0.44,-0.18784,0.12007,-0.1199
-0.762,-0.073,0.463,-0.18532,0.12007,0.08529
-0.804,-0.072,0.58,-0.15525,0.12007,0.29224
-0.852,-0.022,0.704,-0.13563,0.12007,-0.09328
-0.868,-0.022,0.75,-0.16303,0.12007,0.17083
-0.862,-0.14,0.885,-0.23013,0.12007,-0.03056
-0.806,-0.14,1.115,-0.17754,0.12007,-0.28653
-0.806,-0.202,1.299,-0.10341,0.32259,0.01225
-0.821,-0.341,1.534,0.01972,-0.08704,0.2763
-0.852,-0.42,1.745,0.19002,0.05364,-0.13853
-0.834,-0.499,1.859,-0.26381,0.10662,0.05109
-0.728,-0.619,1.878,-0.05053,0.20746,0.24017
-0.482,-0.799,1.814,0.13877,-0.15805,-0.32412
-0.172,-0.853,1.812,-0.27017,0.12385,-0.29496
0.071,-0.73,1.829,-0.07224,-0.16746,-0.1603
0.295,-0.671,1.904,0.12883,0.15514,-0.12015
0.339,-0.616,1.944,-0.32721,-0.30458,-0.12015
0.415,-0.711,1.999,-0.16195,-0.12221,-0.12015
0.44,-0.771,1.999,0.0292,0.06053,-0.12015
0.445,-0.758,1.999,0.19408,0.21854,-0.12015
0.497,-0.748,1.999,-0.25494,0.3148,-0.12015
0.531,-0.684,1.999,-0.04807,-0.30796,-0.12015
0.592,-0.665,1.999,0.13773,0.32412,-0.12015
0.605,-0.671,1.869,0.31788,-0.28056,-0.12015
0.666,-0.725,1.776,-0.16725,-0.10369,-0.12015
0.72,-0.738,1.763,-0.12015,0.11128,-0.12015
0.754,-0.688,1.73,-0.12015,0.28746,-0.12015
0.779,-0.651,1.674,-0.12015,-0.26363,-0.12015
0.745,-0.649,1.569,-0.12015,-0.29843,-0.12015
0.731,-0.62,1.479,-0.12015,0.21891,-0.12267
0.771,-0.541,1.385,-0.12015,0.10418,-0.15999
0.804,-0.481,1.298,-0.12015,0.07975,-0.23427
0.817,-0.46,1.277,-0.12015,0.11922,-0.27969
0.819,-0.461,1.271,-0.12015,0.13532,-0.32519
0.806,-0.426,1.275,-0.12015,0.1499,0.28857
0.783,-0.416,1.298,-0.12015,0.16654,0.24575
0.73,-0.43,1.261,-0.12015,0.15891,0.19422
0.729,-0.417,1.266,-0.12015,0.03593,0.11025
0.764,-0.374,1.108,-0.12015,-0.18132,-0.00708
0.787,-0.338,0.92,-0.12015,0.22603,-0.15784
0.876,-0.269,0.665,-0.12015,0.04816,0.30492
0.949,-0.155,0.507,-0.12015,-0.00496,0.08599
1.015,-0.064,0.478,-0.21641,-0.22091,-0.13561
1.068,0.007,0.389,0.25911,0.15369,0.3054
1.077,0.073,0.241,-0.04303,-0.28082,0.02357
1.08,0.11,0.116,-0.31914,0.24981,-0.26369
1.063,0.174,0.075,0.12317,0.26103,0.17717
1.067,0.167,0.034,-0.07462,0.31698,-0.04786
1.054,0.083,0.013,-0.25355,-0.30273,-0.32595
1.068,0.037,0.005,0.26028,-0.30799,0.01063
1.034,0.077,-0.052,0.1328,-0.30624,-0.27815
0.951,0.134,-0.07,0.02151,-0.27051,0.16256
0.887,0.182,-0.068,-0.07208,-0.24173,-0.00523
0.805,0.197,-0.109,-0.18353,-0.25067,-0.16279
0.734,0.209,-0.171,-0.30727,-0.27631,-0.29775
0.704,0.222,-0.193,0.20954,-0.29517,0.23395
0.687,0.235,-0.227,0.06343,-0.32135,0.11921
0.667,0.227,-0.224,-0.10725,-0.27425,0.02677
0.677,0.142,-0.159,-0.19992,-0.23181,-0.05651
0.718,0.148,-0.279,0.27346,-0.1454,-0.18544
0.727,0.127,-0.333,0.1246,0.033,-0.24277
0.693,0.161,-0.36,-0.01082,0.24865,-0.25819
0.611,0.166,-0.349,-0.18357,-0.19221,-0.26414
0.521,0.156,-0.328,-0.30296,-0.03122,-0.27079
0.442,0.129,-0.299,0.18416,0.08282,-0.27788
0.374,0.096,-0.26,0.04279,0.139,-0.3088
0.312,0.045,-0.254,-0.1008,0.15404,0.29763
0.325,0.002,-0.254,-0.23683,0.16824,0.24083
0.359,-0.067,-0.327,0.29776,0.32152,0.18351
0.341,-0.087,-0.381,0.17792,-0.0575,0.17129
0.256,-0.114,-0.373,0.07021,0.22586,0.19664
0.192,-0.171,-0.339,-0.07666,-0.13805,0.21389
0.132,-0.223,-0.325,-0.20704,0.16492,0.19908
-0.037,-0.231,-0.242,0.2903,-0.29059,0.17648
-0.242,-0.279,-0.128,0.12007,-0.26586,0.14641
-0.351,-0.408,-0.054,0.12007,-0.31921,0.12007
-0.412,-0.553,-0.005,0.12007,-0.31166,0.12007
-0.596,-0.645,0.149,0.12007,0.32332,0.12007
-0.834,-0.716,0.319,0.12007,0.19088,0.12007
-0.968,-0.822,0.557,0.12007,-0.085,0.12007
-0.955,-0.977,1.021,0.12007,-0.32027,0.12007
-1.456,-0.735,1.252,0.12007,-0.29529,0.12007
-1.679,-0.574,1.227,0.12007,0.05244,0.12007
-1.802,-0.496,1.35,0.12007,-0.08687,0.12007
-1.908,-0.474,1.528,0.12007,-0.1529,0.13351
-1.849,-0.57,1.906,0.12007,-0.14679,0.09013
-1.737,-0.633,1.999,0.21038,-0.08893,-0.18584
-1.721,-0.658,1.999,0.02647,-0.02526,0.08798
-1.818,-0.687,1.999,-0.09676,-0.18122,-0.28784
-1.99,-0.623,1.999,0.29561,0.20285,0.04674
