X,Y,Z,ROLL,PITCH,YAW
-0.52,-0.133,0.882,0.02167,-0.27598,0.02603
-0.511,-0.127,0.857,0.04198,-0.3275,-0.02435
-0.718,-0.105,0.984,0.08786,0.13175,-0.03862
-0.513,-0.09,0.753,0.11396,0.18748,-0.07282
-0.485,-0.062,0.735,0.09297,0.30938,-0.0461
-0.524,-0.048,0.747,0.08267,-0.20697,-0.01167
-0.606,-0.036,0.734,0.05916,-0.08391,0.03824
-0.617,-0.043,0.743,0.03755,-0.00445,0.07702
-0.554,-0.085,0.756,-0.02183,0.14334,0.10229
-0.403,-0.214,0.578,-0.01503,-0.26263,0.03503
-0.638,-0.007,0.74,-0.05412,-0.22828,0.11366
-0.782,-0.007,1.036,0.04564,0.13128,0.14404
-0.741,-0.152,0.863,0.04801,-0.02682,0.13564
-0.672,-0.009,0.768,-0.02114,-0.09017,0.09908
-0.642,0.002,0.825,-0.05335,-0.11842,0.11702
-0.553,-0.081,0.793,-0.06229,-0.11804,0.08801
-0.525,-0.159,0.822,-0.06832,-0.14842,-0.00625
-0.632,-0.131,0.845,-0.05938,-0.22987,-0.09603
-0.704,-0.09,0.848,-0.06587,-0.31216,-0.13809
-0.752,-0.076,0.895,-0.07793,0.24717,-0.17244
-0.769,-0.051,0.897,-0.02358,0.15221,-0.15854
-0.762,-0.111,0.825,-0.0003,0.11885,-0.09618
-0.793,-0.002,0.758,-0.00786,0.14946,-0.00671
-0.817,0.03,0.714,-0.03816,0.16053,0.10175
-0.731,-0.009,0.685,-0.07083,0.22114,0.19053
-0.68,-0.052,0.676,-0.10664,0.30702,0.2245
-0.62,-0.11,0.709,-0.08389,-0.32307,0.21839
-0.549,-0.167,0.73,-0.04938,-0.25155,0.16236
-0.521,-0.192,0.767,-0.00801,-0.18361,0.10442
-0.561,-0.204,0.812,0.04717,-0.16246,0.06374
-0.608,-0.187,0.839,0.10244,-0.15155,0.01541
-0.667,-0.202,0.91,0.1358,-0.23384,-0.04389
-0.653,-0.161,0.887,0.17282,0.26541,-0.11862
-0.656,-0.125,0.847,0.20122,0.05687,-0.21641
-0.639,-0.081,0.809,0.20564,-0.08549,-0.27687
-0.759,0.025,0.739,0.16419,-0.09679,-0.21206
-0.73,0.028,0.659,0.13122,-0.04702,-0.12778
-0.746,0.031,0.629,0.09893,0.04358,-0.05061
-0.749,-0.02,0.623,0.08129,0.13206,-0.01709
-0.719,-0.047,0.67,0.07412,0.22358,-0.00984
-0.567,-0.153,0.738,0.13335,0.25374,-0.10419
-0.602,-0.111,0.734,0.16908,0.24625,-0.22671
-0.762,-0.021,0.791,0.18603,0.24122,-0.24893
-0.833,-0.006,0.786,0.19633,0.17969,-0.2429
-0.858,0.0,0.796,0.18305,0.12732,-0.24435
-0.887,0.045,0.851,0.18404,0.06267,-0.21679
-0.859,0.007,0.874,0.19328,-0.01183,-0.17603
-0.769,-0.018,0.852,0.20877,-0.07961,-0.19534
-0.737,-0.021,0.833,0.22038,-0.10419,-0.22916
-0.819,-0.04,0.866,0.2316,-0.10053,-0.23847
-0.936,-0.042,0.956,0.24755,-0.10473,-0.21091
-1.174,-0.013,1.028,0.30427,-0.09564,-0.13641
-1.158,-0.036,1.044,0.29358,-0.02099,-0.01404
-1.24,0.02,1.102,-0.29727,0.0832,0.12045
-0.453,-0.261,1.153,-0.27094,-0.07804,0.19694
-0.969,0.01,1.201,-0.15819,-0.04666,-0.27475
-1.361,0.026,1.314,0.14883,-0.2504,-0.17201
-1.121,0.126,1.077,-0.01262,-0.15712,-0.23689
-1.036,0.162,1.113,-0.11811,0.10227,-0.12063
-1.037,0.138,1.192,-0.08811,0.31532,0.02784
-1.016,0.093,1.225,0.02593,-0.25378,0.13288
-0.782,-0.018,1.106,0.10609,-0.15569,0.01792
-0.859,0.031,1.061,0.1483,-0.00592,-0.12536
-0.973,0.157,1.137,0.32021,0.24654,-0.24956
-1.022,0.265,1.065,-0.19286,-0.2046,0.20129
-1.063,0.248,0.983,-0.12294,0.17236,0.03
-1.045,0.248,0.95,-0.09882,0.01175,-0.10656
-1.071,0.276,0.932,-0.08492,-0.11389,-0.20564
-1.106,0.308,0.924,-0.07019,-0.1977,-0.23877
-1.189,0.348,0.915,-0.0476,-0.12847,-0.17251
-1.184,0.393,0.913,-0.05828,0.02305,0.00328
-1.198,0.416,0.945,-0.07126,0.26229,0.21335
-1.204,0.415,0.993,-0.06836,-0.13773,-0.22506
-1.158,0.398,1.022,-0.05706,0.06212,-0.00269
-1.155,0.367,1.041,-0.04332,0.21731,0.14578
-1.163,0.299,1.058,-0.00645,0.30998,0.26303
-1.156,0.2,1.047,0.04263,0.32418,0.32601
-1.146,0.139,1.016,0.0837,0.26181,-0.31805
-1.182,0.082,0.938,0.11615,0.06387,0.29616
-1.228,0.008,0.846,0.12859,-0.19987,0.19387
-1.257,-0.03,0.827,0.14294,0.02458,0.00265
-1.418,0.025,0.823,0.16019,-0.20671,-0.01307
-1.39,0.016,0.808,0.18416,0.30262,0.07967
-1.299,-0.052,0.755,0.21683,0.17987,0.17288
-1.142,-0.154,0.696,0.2334,0.15544,0.24952
-0.997,-0.196,0.604,0.27386,0.19674,0.32502
-0.833,-0.229,0.486,0.27958,0.24536,-0.23668
-0.642,-0.225,0.395,0.29408,-0.30473,-0.19164
-0.442,-0.173,0.217,0.26973,-0.15679,-0.18134
-0.316,-0.063,0.012,0.17202,0.00419,-0.1776
