X,Y,Z,ROLL,PITCH,YAW
-0.739,0.174,0.496,-0.20587,0.10983,0.19694
-0.81,0.153,0.549,-0.24648,0.21799,0.27984
-0.813,0.074,0.691,-0.25595,0.19509,0.28305
-0.787,-0.014,0.812,-0.19137,0.02845,0.18473
-0.822,-0.019,0.829,-0.06908,-0.24002,0.06938
-0.743,0.007,0.742,0.00496,0.27206,-0.05671
-0.756,0.068,0.679,0.05465,0.12694,-0.12786
-0.81,0.138,0.626,0.12259,0.12312,-0.09931
-1.056,0.173,0.52,0.16694,0.07038,-0.03839
-0.788,0.165,0.479,0.14465,0.17969,0.02038
-0.726,0.183,0.436,0.0919,0.32534,0.06374
-0.75,0.171,0.471,0.06358,-0.19788,0.11969
-0.777,0.145,0.473,0.05068,-0.03636,0.17442
-0.836,0.146,0.495,0.04458,0.02761,0.21557
-0.766,0.073,0.546,0.03664,0.18074,0.17931
-0.654,0.053,0.578,0.01557,-0.25584,0.14694
-0.875,0.188,0.633,-0.03404,0.0783,0.1587
-1.043,0.216,0.726,-0.04458,0.29083,0.03877
-0.827,0.032,0.665,0.03763,0.27717,-0.04038
-0.809,0.143,0.563,0.08633,0.23183,-0.07671
-0.819,0.202,0.579,0.08503,0.17671,-0.05374
-0.783,0.137,0.496,0.11381,0.279,-0.04625
-0.858,0.114,0.534,0.10541,0.25916,-0.05625
-0.779,0.032,0.61,0.09847,0.14862,-0.13847
-0.751,0.01,0.668,0.15526,0.00374,-0.23183
-0.807,0.117,0.58,0.21671,-0.10931,-0.25816
-0.843,0.223,0.42,0.20549,-0.10832,-0.2019
-0.842,0.284,0.329,0.12496,-0.0448,-0.10839
-0.882,0.317,0.353,0.07106,0.06473,0.00022
-0.858,0.14,0.366,0.0658,-0.32643,0.14389
-0.791,0.013,0.463,0.07175,-0.24956,0.10755
-0.769,-0.047,0.564,0.11435,-0.23514,0.00664
-0.841,-0.046,0.593,0.21366,-0.27582,-0.0932
-0.897,0.009,0.595,0.29328,-0.30147,-0.14572
-0.94,0.073,0.575,-0.28155,0.30832,-0.16389
-0.943,0.077,0.556,-0.24979,0.27984,-0.19099
-0.824,0.187,0.436,-0.28949,0.25213,-0.2348
-0.925,0.283,0.421,0.28679,0.24977,-0.17954
-0.893,0.299,0.398,0.16312,0.21526,-0.12381
-0.87,0.324,0.392,0.01534,0.21496,-0.0848
-0.806,0.25,0.482,-0.10717,0.18061,-0.05671
-0.842,0.229,0.545,-0.12748,0.10236,-0.06244
-0.88,0.179,0.552,-0.0961,0.04931,-0.07305
-0.907,0.18,0.56,-0.0545,-0.00679,-0.07641
-0.904,0.186,0.554,-0.01419,-0.06557,-0.09152
-0.896,0.214,0.542,0.02038,-0.12549,-0.08427
-1.003,0.278,0.533,0.0545,-0.14885,-0.04442
-1.118,0.327,0.546,0.1016,-0.13564,0.0329
-1.145,0.336,0.561,0.13862,-0.10793,0.09427
-1.263,0.377,0.584,0.1329,-0.10603,0.18656
-1.348,0.399,0.643,0.14618,-0.0832,0.28954
-1.344,0.39,0.713,0.19297,-0.05267,-0.27804
-1.292,0.35,0.826,0.27343,0.00221,-0.23598
-1.363,0.307,0.908,-0.26766,0.08541,-0.20491
-1.244,0.256,0.938,-0.18285,0.17145,-0.21972
-1.182,0.351,1.008,-0.11483,0.21328,-0.243
-1.209,0.307,1.149,0.01166,0.26908,-0.19353
-1.151,0.368,1.23,0.24883,-0.1543,-0.19025
-1.376,0.344,1.228,-0.27324,-0.21666,-0.10743
-1.432,0.726,1.075,-0.16279,0.19114,-0.05109
-1.552,0.723,0.97,-0.14156,0.12358,0.06036
-1.379,0.375,0.931,-0.05691,-0.05381,0.12609
-1.318,0.347,0.868,0.04912,-0.12259,0.21303
-1.273,0.497,0.787,0.11218,-0.04832,0.28639
-1.258,0.554,0.736,0.17195,-0.01229,-0.28363
-1.245,0.546,0.671,0.21798,-0.06534,-0.24363
-1.236,0.525,0.605,0.23966,-0.18465,-0.28019
