X,Y,Z,ROLL,PITCH,YAW
-0.614,0.55,0.442,-0.09732,0.29201,0.10488
-0.584,0.638,0.457,-0.06977,0.27781,0.04435
-0.592,0.575,0.527,-0.05122,0.2243,-0.00099
-0.58,0.548,0.578,0.03213,0.13468,-0.08274
-0.562,0.537,0.585,0.1,0.10178,-0.14274
-0.566,0.572,0.514,0.13305,0.11552,-0.1832
-0.579,0.635,0.403,0.15274,0.21895,-0.1661
-0.624,0.695,0.323,0.12854,-0.27236,-0.10557
-0.627,0.743,0.273,0.06908,-0.01305,-0.00549
-0.655,0.736,0.294,0.0403,0.25389,0.11946
-0.653,0.711,0.336,0.01114,-0.19918,0.19763
-0.613,0.669,0.399,-0.05122,-0.17063,0.2145
-0.609,0.635,0.477,-0.10007,-0.23201,0.15335
-0.614,0.62,0.569,-0.08908,0.3174,0.10534
-0.617,0.613,0.568,-0.05412,0.10343,0.03519
-0.592,0.568,0.56,0.00396,0.01793,-0.01076
-0.577,0.604,0.521,0.06358,-0.009,-0.03656
-0.554,0.62,0.452,0.09053,0.0245,-0.05328
-0.552,0.644,0.456,0.12366,0.09763,-0.05458
-0.592,0.691,0.414,0.1561,0.19381,-0.01488
-0.669,0.693,0.363,0.12702,0.28427,0.03885
-0.686,0.651,0.39,0.08679,-0.29292,0.08541
-0.661,0.628,0.454,0.06877,-0.2688,0.12076
-0.634,0.638,0.463,0.03778,-0.28758,0.14534
-0.636,0.604,0.491,0.00091,0.29946,0.14007
-0.591,0.577,0.528,-0.04488,0.19511,0.09526
-0.587,0.596,0.517,-0.06519,0.07557,0.05778
-0.582,0.57,0.538,-0.02687,0.0316,0.03412
-0.573,0.564,0.518,0.0361,-0.02793,0.01427
-0.561,0.589,0.437,0.08503,-0.04618,-0.00015
-0.576,0.607,0.452,0.109,-0.05083,-0.0374
-0.635,0.655,0.436,0.1419,-0.03954,-0.02442
-0.64,0.674,0.396,0.15473,-0.0077,0.01412
-0.599,0.653,0.371,0.14786,0.07908,0.03664
-0.668,0.667,0.422,0.17038,0.23618,0.07671
-0.706,0.659,0.455,0.19473,0.26503,0.12763
-0.64,0.592,0.426,0.15656,0.22267,0.11259
-0.581,0.604,0.418,0.10183,0.1277,0.05244
-0.601,0.636,0.395,0.06343,0.06786,0.02
-0.621,0.647,0.377,0.03893,0.03114,0.01832
-0.601,0.66,0.388,0.0061,0.01175,0.03709
-0.656,0.662,0.364,0.02816,0.00473,0.08
-0.578,0.645,0.351,0.04503,0.13167,0.10748
-0.589,0.667,0.357,0.09328,0.22053,0.15236
-0.747,0.641,0.404,0.14145,0.0977,0.19816
-0.559,0.62,0.404,0.16374,0.19679,0.1287
-0.499,0.627,0.411,0.2274,0.26465,0.07152
-0.488,0.571,0.381,0.27824,-0.31811,-0.00366
-0.531,0.602,0.373,0.30442,-0.29391,-0.06389
-0.522,0.64,0.37,0.2848,-0.26651,-0.08824
-0.582,0.63,0.427,0.26671,-0.2575,-0.10847
-0.67,0.614,0.468,0.26167,-0.27796,-0.14091
-0.453,0.613,0.389,0.24229,0.01364,-0.24465
-0.845,0.623,0.421,-0.32086,-0.28445,-0.0929
-0.593,0.61,0.197,0.11183,0.24022,-0.25786
-0.724,0.658,0.309,0.01717,0.24969,-0.24122
-0.601,0.678,0.237,0.04091,0.31717,-0.1716
-0.627,0.697,0.207,-0.02526,-0.20949,-0.13404
-0.728,0.733,0.327,-0.05854,-0.11865,-0.08412
-0.819,0.684,0.436,-0.00572,-0.12918,-0.02793
-0.729,0.594,0.447,0.01717,-0.22811,-0.03694
-0.604,0.553,0.427,0.04419,0.31198,-0.09496
-0.534,0.551,0.346,0.0619,0.19038,-0.17366
-0.592,0.679,0.267,0.03549,0.13122,-0.18244
-0.687,0.718,0.263,0.00717,0.16885,-0.12694
-0.7,0.722,0.328,0.02564,0.23221,-0.08427
-0.617,0.702,0.317,0.07793,0.30931,-0.0419
-0.475,0.595,0.28,0.14,-0.22498,-0.06748
-0.428,0.579,0.299,0.19366,-0.07598,-0.14167
-0.746,0.723,0.32,0.14061,-0.19315,-0.18251
-0.672,0.641,0.202,-0.05412,-0.28529,-0.20954
-0.595,0.556,0.329,0.04045,-0.30796,-0.26702
-0.835,0.595,0.295,0.03412,0.11335,-0.28748
-0.875,0.662,0.172,-0.07267,-0.04755,-0.32564
-0.791,0.692,0.21,-0.11175,-0.05847,-0.30404
-0.745,0.611,0.196,-0.10106,-0.01793,-0.29755
