X,Y,Z,ROLL,PITCH,YAW
-0.588,0.226,0.775,-0.05961,-0.30198,0.05129
-0.659,0.119,0.533,-0.15526,-0.08938,-0.03534
-0.679,0.103,0.738,-0.12916,-0.09946,-0.04206
-0.632,0.069,0.693,-0.08656,-0.08832,-0.03694
-0.655,0.099,0.685,-0.08587,0.08931,-0.02832
-0.724,0.063,0.759,-0.00328,0.24824,0.01503
-0.735,0.02,0.815,0.06961,-0.31262,0.02251
-0.768,0.053,0.816,0.11137,0.32679,0.03671
-0.724,0.091,0.76,0.07488,0.21725,0.00694
-0.695,0.056,0.715,0.00458,0.09396,-0.0429
-0.677,0.067,0.726,0.00183,-0.04236,-0.05977
-0.66,0.127,0.676,-0.0045,-0.06244,-0.07656
-0.715,0.15,0.604,-0.03244,-0.19335,-0.03847
-0.54,-0.113,0.86,-0.08183,0.31074,-0.08496
-0.536,0.225,1.136,0.24977,-0.04536,-0.00312
-0.797,0.416,-0.033,-0.13297,0.20682,0.13427
-0.592,-0.051,0.723,-0.28557,-0.26147,-0.12793
-0.719,0.128,0.981,-0.04778,0.13435,0.02709
-0.746,0.173,0.698,-0.12793,0.06427,0.08175
-0.678,0.06,0.71,-0.17396,0.24022,0.00877
-0.763,0.02,0.841,-0.0632,0.27282,0.00412
-0.747,0.026,0.793,-0.03854,0.16083,-0.02633
-0.678,0.044,0.763,-0.06526,-0.02801,-0.07679
-0.681,0.07,0.686,-0.07641,-0.19229,-0.08053
-0.638,0.114,0.59,-0.08175,-0.22053,-0.06511
-0.635,0.134,0.568,-0.06015,-0.17603,-0.00465
-0.708,0.149,0.596,-0.0161,-0.08236,0.0948
-0.736,0.135,0.573,0.03564,0.10435,0.18969
-0.717,0.099,0.601,0.04519,0.29694,0.23595
-0.715,0.025,0.701,0.03908,-0.17842,0.25732
-0.731,-0.128,0.724,0.11221,0.06005,0.27847
-0.262,-0.325,1.069,0.2661,0.0576,0.30946
-0.851,-0.178,0.187,-0.01509,0.12458,0.07519
-0.55,0.022,0.812,-0.16984,0.03893,-0.11526
-0.443,0.316,0.592,-0.22099,-0.02137,-0.07954
-0.575,0.121,0.647,-0.21969,-0.02755,-0.14145
-0.73,0.05,0.823,0.04206,-0.09961,-0.15725
-0.888,0.141,0.704,0.16687,-0.11786,-0.14091
-0.68,0.019,0.727,0.18816,-0.20793,-0.17961
-0.64,0.036,0.754,0.18305,-0.23534,-0.22404
-0.673,0.101,0.676,0.06007,0.28651,-0.24152
-0.688,0.114,0.706,-0.02366,0.21536,-0.25358
-0.779,0.129,0.695,-0.0519,0.18292,-0.2419
-0.755,0.09,0.744,-0.02122,0.23659,-0.20152
-0.872,0.076,0.879,0.09549,0.2404,-0.10992
-0.926,0.105,0.971,0.16244,0.16437,-0.08
-0.969,0.156,0.959,0.18045,-0.01883,-0.07488
-0.797,0.09,0.939,0.2045,-0.21341,-0.10442
-0.633,0.138,0.944,0.17297,-0.32387,-0.15358
-0.453,0.085,0.921,0.16175,0.18752,-0.23732
-0.445,0.052,0.918,0.15305,0.01134,0.29941
-0.439,-0.022,0.972,0.16328,-0.15302,0.14956
-0.327,-0.085,0.999,0.21786,-0.2547,-0.04784
-0.316,-0.139,1.075,0.27297,0.32189,-0.22593
-0.383,-0.072,1.058,-0.32414,0.30547,0.18676
-0.684,-0.08,1.073,0.24312,0.06715,0.04676
-0.743,-0.077,1.061,0.1319,0.2045,0.03439
0.205,-0.207,0.729,0.16625,0.12007,0.10111
-0.226,-0.041,0.567,0.16114,0.23664,-0.02279
0.617,-0.044,0.931,-0.31407,-0.11002,0.22692
-0.443,-0.175,0.439,0.25633,-0.11468,-0.25958
-0.402,-0.12,0.283,0.05198,-0.04613,-0.14844
-0.328,0.019,0.337,-0.21572,0.18815,-0.10973
-0.394,0.066,0.441,0.22376,-0.23332,0.0492
-0.418,0.019,0.486,0.05834,-0.00271,0.27492
-0.419,-0.08,0.484,-0.02845,0.25584,-0.17349
-0.458,-0.145,0.515,-0.06021,-0.12441,0.01712
-0.569,-0.131,0.385,-0.04479,0.28315,0.24353
-0.729,-0.072,0.251,-0.05494,0.139,-0.10931
-0.828,-0.017,0.252,-0.10937,0.01288,0.2348
-0.938,0.009,0.245,-0.20097,-0.06202,-0.01094
-1.179,0.032,0.196,-0.31166,-0.06754,-0.18218
-1.344,-0.024,0.434,0.26072,-0.13129,0.26599
-1.492,-0.114,0.677,0.32134,-0.12015,-0.08601
-1.626,-0.197,0.872,-0.18051,-0.12015,0.1585
-1.622,-0.239,0.805,-0.08685,-0.12015,0.25857
-1.552,-0.365,0.726,0.05231,-0.12015,0.20712
-1.585,-0.37,0.697,-0.2258,-0.12015,0.15292
-1.526,-0.267,0.555,0.11587,-0.12015,0.1759
-1.517,-0.112,0.341,0.21297,-0.12015,0.21949
-1.861,0.309,0.093,-0.07488,-0.12015,-0.26083
-2.0,0.632,-0.124,0.13559,-0.12015,-0.12015
