X,Y,Z,ROLL,PITCH,YAW
-0.59,0.022,0.842,-0.02564,0.16656,0.02709
-0.864,0.092,0.649,-0.10374,-0.1061,0.02595
-0.542,0.02,0.865,-0.16145,-0.08305,-0.0716
-0.523,0.017,0.958,-0.10419,-0.12038,-0.07297
-0.485,0.013,0.87,-0.0816,-0.13122,-0.07259
-0.49,0.05,0.825,-0.09595,-0.06664,-0.05297
-0.489,0.04,0.884,-0.08038,-0.02061,-0.0187
-0.457,0.039,0.896,-0.06061,0.01603,0.00641
-0.47,0.012,0.907,-0.0303,0.05877,0.02977
-0.397,-0.046,0.964,0.01305,0.22824,0.02061
-0.406,-0.005,0.841,0.09442,0.03746,0.00114
-0.622,0.031,0.833,0.21778,-0.03514,0.0974
-0.632,0.119,0.641,-0.01732,-0.1946,0.06343
-0.616,0.012,0.883,-0.18717,0.26488,0.03122
-0.488,0.032,0.869,-0.11007,0.32694,0.05832
-0.489,-0.003,0.883,-0.04503,-0.22369,0.05374
-0.61,0.042,0.901,-0.03175,-0.26506,0.04709
-0.511,-0.034,0.934,0.01137,-0.28956,-0.02702
-0.497,0.001,0.931,0.06335,-0.30369,-0.07893
-0.516,0.003,0.891,0.08137,0.26274,-0.07587
-0.446,0.0,0.858,0.10916,-0.29475,-0.05557
-0.358,0.025,0.725,0.16564,-0.10254,0.11152
-0.355,0.058,0.649,0.21709,0.3183,0.24984
-0.245,-0.014,0.657,0.31946,0.23889,0.31343
-0.399,0.309,0.523,0.22885,0.1488,0.26809
-1.023,0.379,0.59,-0.05366,-0.28149,-0.22895
-1.033,-0.053,1.008,-0.27809,-0.25353,0.1587
-0.585,-0.181,1.169,-0.03305,0.11687,0.03923
-0.503,0.074,0.75,0.0377,0.02328,-0.01534
-0.551,0.076,0.558,-0.06282,0.07595,-0.08977
-0.616,-0.001,0.676,-0.04091,0.07335,-0.11832
-0.67,0.048,0.779,-0.03236,0.01297,-0.12083
-0.634,0.017,0.825,0.03244,-0.15916,-0.16061
-0.664,0.06,0.75,0.03221,-0.2477,-0.17725
-0.674,0.105,0.669,-0.02656,0.32727,-0.1416
-0.697,0.103,0.654,-0.08854,0.25972,-0.07282
-0.682,0.086,0.655,-0.16267,0.19888,-0.01977
-0.601,0.023,0.635,-0.22412,0.13498,-0.01442
-0.548,0.027,0.631,-0.28664,0.05605,-0.06404
-0.528,-0.042,0.644,-0.32244,-0.08731,-0.09908
-0.549,-0.017,0.668,0.29544,-0.26372,-0.13007
-0.626,-0.027,0.647,0.26918,0.27126,-0.09419
-0.668,-0.028,0.629,0.24224,0.25569,-0.08198
-0.74,-0.037,0.72,0.24445,0.31668,-0.01595
-0.787,-0.116,0.865,-0.30061,-0.21448,0.07099
-0.876,-0.074,1.026,-0.18442,-0.2486,0.10725
-0.776,-0.202,1.067,-0.1558,0.29843,0.06496
-0.764,-0.178,1.121,-0.14015,0.11111,-0.05786
-1.045,-0.135,1.274,-0.16,0.28105,-0.05702
-1.012,-0.11,1.225,-0.24595,0.02418,-0.12694
-1.317,0.015,0.744,0.21231,0.12007,0.01786
-1.23,0.203,0.73,0.08842,0.12007,0.11572
-1.376,0.209,0.757,0.05338,0.12007,0.32351
-1.464,0.215,0.804,0.03323,0.19717,-0.11361
-1.526,0.239,0.888,-0.05357,-0.32399,0.11677
-1.62,0.12,1.146,-0.07654,-0.23117,-0.30836
-1.549,-0.024,1.386,0.01475,-0.11445,-0.13485
-1.494,-0.067,1.611,0.17178,0.01196,0.00935
-1.559,-0.091,1.844,-0.26389,0.11105,0.19882
-1.571,-0.206,1.979,-0.05458,0.17005,-0.25242
-1.436,-0.311,1.999,0.18389,0.24608,-0.05899
-1.254,-0.36,1.999,-0.24094,-0.28088,0.12514
-1.084,-0.395,1.999,0.07937,-0.01393,-0.2616
-0.926,-0.409,1.999,0.32349,0.23179,-0.12015
-0.808,-0.402,1.999,-0.04996,-0.2454,-0.12015
-0.662,-0.462,1.999,0.19844,-0.09051,-0.12015
-0.496,-0.525,1.999,-0.22204,0.02025,-0.12015
-0.27,-0.589,1.977,-0.02066,0.0662,-0.12015
-0.055,-0.654,1.918,0.1488,0.06865,-0.12015
0.159,-0.703,1.79,0.28346,-0.02708,-0.12015
0.375,-0.78,1.669,-0.2358,-0.11891,-0.12015
0.589,-0.861,1.534,-0.13419,-0.20677,-0.12015
0.817,-0.937,1.438,-0.12015,-0.27235,-0.12015
1.002,-0.851,1.297,-0.12015,0.32164,-0.12015
1.157,-0.725,1.148,-0.12015,0.25927,0.21155
1.249,-0.61,1.012,-0.12015,0.20958,-0.10876
1.318,-0.518,0.878,-0.12015,0.17057,0.23561
1.369,-0.456,0.78,-0.12015,0.1576,-0.07424
1.384,-0.437,0.685,-0.12015,0.0837,0.29013
1.411,-0.412,0.563,-0.12015,-0.00912,0.01151
1.429,-0.364,0.338,-0.21862,-0.05164,-0.30773
1.411,-0.359,0.214,-0.31633,0.00515,0.08893
1.467,-0.387,0.022,0.26972,0.10103,-0.14213
1.492,-0.36,-0.187,0.19292,0.30271,0.2662
1.461,-0.266,-0.301,0.05155,-0.19181,0.00239
1.374,-0.183,-0.389,-0.18471,-0.15647,-0.3096
1.332,-0.134,-0.501,0.19027,-0.25525,0.0576
1.321,-0.053,-0.573,-0.11179,0.30515,-0.29073
1.146,0.087,-0.772,0.20891,0.24775,0.13105
0.94,0.209,-0.94,-0.15254,0.29798,0.01891
0.758,0.27,-1.05,0.08954,-0.29051,-0.0285
0.568,0.29,-1.1,-0.29938,-0.25838,-0.01048
0.49,0.259,-1.092,-0.07189,-0.21578,0.01364
0.508,0.148,-1.037,0.23072,-0.19364,-0.01926
0.532,-0.018,-0.99,-0.05798,-0.13173,-0.12804
0.402,0.022,-0.958,-0.32752,0.02514,-0.2004
0.115,0.111,-0.905,0.06418,0.16773,-0.16239
-0.055,0.107,-0.915,-0.26422,0.2701,-0.05163
-0.113,0.037,-0.874,0.12007,-0.32221,0.05586
-0.096,-0.014,-0.848,0.12007,-0.15847,0.15937
-0.063,-0.1,-0.796,0.12007,0.16244,0.23631
-0.225,-0.179,-0.736,0.12007,-0.29956,0.28792
-0.381,-0.189,-0.647,0.12007,-0.13972,-0.29851
-0.651,-0.22,-0.488,0.12007,0.01074,-0.20607
-0.893,-0.282,-0.205,0.12007,-0.01216,-0.12309
-1.036,-0.338,0.168,0.12007,-0.2114,-0.09347
-1.026,-0.459,0.604,0.12007,0.12603,-0.13622
-1.023,-0.53,0.992,0.12007,-0.20221,-0.20302
-0.985,-0.569,1.415,0.12007,0.19949,-0.19164
-0.997,-0.625,1.921,0.12007,0.11552,-0.04928
-1.011,-0.75,1.999,0.12007,0.16353,0.14584
-1.125,-0.873,1.999,0.12007,0.24216,-0.27005
-1.231,-0.942,1.999,0.12007,0.27773,0.00162
-1.308,-0.979,1.999,0.12007,-0.27648,-0.24358
-1.258,-1.072,1.999,-0.21788,-0.01122,0.19954
-1.216,-1.139,1.999,-0.02798,0.26129,0.00494
-1.141,-1.179,1.999,0.11292,-0.26369,-0.26462
-1.011,-1.23,1.999,0.27106,0.28038,0.0147
-0.811,-1.251,1.999,-0.30134,0.1674,0.16408
-0.636,-1.166,1.999,-0.26807,0.10847,0.26714
-0.377,-1.058,1.999,-0.12015,0.09328,0.29317
-0.228,-0.916,1.999,-0.12015,0.11893,0.24416
-0.077,-0.786,1.999,-0.12015,0.12664,0.1595
0.069,-0.658,1.999,-0.12015,0.08885,0.0392
0.183,-0.517,1.841,-0.12015,0.00633,-0.07989
0.271,-0.356,1.57,-0.12015,-0.13603,-0.22424
0.343,-0.237,1.323,-0.12015,-0.32282,-0.32576
0.435,-0.145,1.101,-0.12015,0.11132,0.27158
0.557,-0.146,0.854,-0.12015,-0.08158,0.19212
0.779,-0.282,0.621,-0.12015,-0.14357,0.05776
1.026,-0.385,0.501,-0.14893,-0.07196,-0.1301
1.254,-0.454,0.436,-0.24541,0.01338,0.22557
1.45,-0.497,0.374,0.32529,0.04598,-0.14793
1.608,-0.49,0.215,0.2717,0.08911,0.08743
1.714,-0.424,0.0,0.20514,0.20834,0.28943
1.773,-0.363,-0.185,0.12422,-0.29259,-0.19302
1.699,-0.313,-0.346,-0.05509,-0.11251,0.06471
1.47,-0.196,-0.555,-0.32441,0.02549,-0.26888
1.178,-0.121,-0.688,-0.22042,0.17984,0.12007
0.748,-0.178,-0.618,0.13975,0.22938,0.12007
0.53,-0.181,-0.615,-0.07552,0.27229,0.12007
0.351,-0.141,-0.602,-0.27407,0.30427,0.12007
0.242,-0.132,-0.574,0.20954,0.30114,0.12007
0.183,-0.127,-0.593,0.04305,0.30312,0.12007
0.187,-0.131,-0.599,-0.13618,-0.30468,0.12007
0.062,-0.084,-0.585,0.20078,-0.15521,0.12007
-0.19,-0.057,-0.544,-0.00051,-0.13391,0.12007
-0.411,-0.076,-0.544,-0.22754,-0.1717,0.12007
-0.584,-0.133,-0.505,0.16546,-0.26369,0.12007
-0.846,-0.124,-0.428,-0.1266,0.23625,0.12007
-1.076,-0.127,-0.302,0.20463,-0.03259,0.12007
-1.237,-0.18,-0.149,-0.12941,-0.28175,0.12389
-1.371,-0.275,0.003,0.27938,0.15407,-0.24934
-1.437,-0.435,0.195,0.12007,0.07033,-2e-05
-1.424,-0.578,0.497,0.12007,0.06224,0.23731
-1.417,-0.654,0.82,0.12007,0.05911,-0.18645
-1.482,-0.681,1.016,0.20503,0.03613,0.05805
-1.488,-0.725,1.101,-0.29399,0.01384,0.30195
-1.489,-0.707,1.201,-0.18575,-0.04776,-0.14364
-1.564,-0.67,1.307,-0.0717,-0.08746,0.12567
-1.635,-0.661,1.375,0.14593,-0.1154,-0.11274
-1.605,-0.58,1.308,0.28563,0.02598,0.20328
-1.658,-0.47,1.261,-0.24928,0.15964,-0.10979
-1.626,-0.467,1.244,-0.15073,0.29926,0.21838
-1.554,-0.438,1.246,-0.00111,-0.2045,-0.17546
-1.535,-0.358,1.191,0.12775,-0.10213,0.11676
-1.473,-0.364,1.088,0.19614,-0.07816,-0.28601
-1.337,-0.293,1.064,0.16645,-0.03496,-0.12929
-1.137,-0.165,1.054,-0.00584,-0.05847,-0.04097
-0.966,-0.091,1.2,-0.12584,-0.11213,0.04346
-0.843,-0.113,1.324,-0.20103,-0.17763,0.15392
-0.659,-0.216,1.473,-0.27332,-0.21618,0.21758
-0.401,-0.301,1.635,0.30379,0.32063,0.22216
-0.088,-0.37,1.696,0.23799,0.23559,0.17995
0.149,-0.564,1.833,0.27044,0.25941,0.10926
0.547,-0.896,1.999,-0.05928,-0.02992,-0.05303
0.709,-0.871,1.999,0.22546,-0.2962,-0.27586
0.663,-0.808,1.999,-0.16364,-0.05353,0.21889
0.681,-0.76,1.999,0.15201,0.02471,0.06027
0.754,-0.749,1.999,-0.24274,0.06517,-0.14271
0.73,-0.672,1.999,-0.03923,0.08906,0.28166
0.632,-0.559,1.999,0.12427,0.10899,0.09212
0.523,-0.478,1.972,0.2674,0.13105,-0.05712
0.388,-0.423,1.903,-0.23376,0.0925,-0.19804
0.246,-0.372,1.756,-0.11682,0.0441,-0.31697
0.11,-0.297,1.638,-0.03743,-0.00827,0.24687
0.011,-0.239,1.538,0.04067,-0.07361,0.17259
-0.099,-0.199,1.411,0.13525,-0.11071,0.11587
-0.204,-0.132,1.296,0.21761,-0.14239,0.11083
-0.28,-0.07,1.158,0.2512,-0.16246,0.14389
-0.341,0.0,1.016,0.2628,-0.16437,0.21908
-0.355,0.013,0.873,0.24883,-0.12101,0.28557
-0.399,0.055,0.735,0.17082,-0.03865,-0.29132
-0.418,0.067,0.712,0.06005,-0.00918,-0.20628
-0.407,0.034,0.758,-0.01712,-0.03162,-0.16964
-0.406,-0.025,0.804,-0.03201,-0.07804,-0.17506
-0.366,-0.056,0.802,-0.0188,-0.1233,-0.22262
-0.326,-0.06,0.795,-0.01453,-0.18376,-0.28872
-0.302,-0.064,0.775,-0.02643,-0.25414,0.28374
-0.297,-0.057,0.735,-0.0446,-0.27781,0.20687
-0.349,0.012,0.711,-0.08895,-0.28262,0.16755
-0.361,0.017,0.696,-0.14704,-0.2588,0.18648
-0.4,0.012,0.7,-0.17995,-0.19483,0.19541
-0.432,0.02,0.705,-0.21224,-0.14949,0.25824
-0.411,0.003,0.756,-0.24613,-0.1072,0.27374
-0.368,-0.042,0.823,-0.24933,-0.09124,0.23969
-0.362,-0.075,0.854,-0.2375,-0.14231,0.15374
-0.371,-0.078,0.852,-0.23926,-0.21384,0.04328
-0.43,-0.045,0.836,-0.23391,-0.26682,-0.04305
-0.475,0.002,0.767,-0.23827,-0.29911,-0.08251
-0.511,0.065,0.687,-0.26911,-0.26949,-0.05854
-0.663,0.061,0.536,0.3019,0.25473,0.0345
-0.591,0.146,0.474,0.14641,-0.25246,0.04129
-0.617,0.108,0.687,0.0777,-0.05811,0.11435
-0.607,0.025,0.869,0.26541,-0.04949,0.15534
-0.615,0.008,0.796,-0.28544,0.00013,0.15709
-0.569,0.072,0.741,-0.27399,0.03112,0.13503
-0.595,0.138,0.724,-0.32544,-0.02811,0.14267
-0.536,0.054,0.682,0.25404,-0.1317,0.11862
-0.549,0.033,0.684,0.19732,-0.10865,0.09152
-0.5,0.01,0.775,0.24839,-0.03353,0.07145
-0.568,0.098,0.865,-0.32643,0.01364,0.09839
-0.52,0.033,0.803,-0.31422,0.0012,0.08877
-0.518,0.029,0.751,0.31305,-0.04155,0.00557
-0.62,0.068,0.723,0.27358,-0.15643,-0.05916
-0.628,0.088,0.7,0.16938,0.27893,-0.18832
-0.65,0.159,0.691,0.02671,0.08763,-0.26732
-0.632,0.144,0.687,-0.04343,-0.01068,-0.26625
-0.629,0.157,0.696,-0.05099,0.01083,-0.23725
-0.677,0.157,0.717,-0.04358,0.09267,-0.18709
-0.643,0.131,0.723,-0.02015,0.21328,-0.12091
-0.653,0.122,0.746,0.02396,-0.3062,-0.06305
-0.611,0.092,0.786,0.06641,-0.20918,-0.06229
-0.632,0.029,0.857,0.09374,-0.26933,-0.09633
-0.713,0.0,0.92,0.12984,0.18549,-0.16366
-0.794,0.0,0.983,0.16923,-0.00473,-0.249
-0.821,-0.016,1.011,0.2148,-0.22503,-0.29977
-0.834,0.054,0.987,0.21152,0.20376,-0.28923
-0.827,0.144,0.905,0.12488,-0.06578,-0.20511
-0.843,0.173,0.648,-0.0648,-0.26761,-0.089
