X,Y,Z,ROLL,PITCH,YAW
-0.441,0.017,0.883,0.0345,0.11091,0.01251
-0.477,0.048,0.891,0.02664,0.09709,0.01648
-0.494,0.016,0.905,0.02183,0.07206,0.00793
-0.514,0.004,0.943,0.0261,0.05824,-0.00862
-0.538,-0.005,0.959,0.04282,-0.00931,-0.0232
-0.487,-0.027,0.921,0.06282,-0.0332,-0.04
-0.451,-0.004,0.885,0.06435,-0.01015,-0.07763
-0.465,0.007,0.891,0.06625,-0.00206,-0.08549
-0.483,0.014,0.868,0.06984,0.00839,-0.08687
-0.495,0.02,0.856,0.04381,0.04137,-0.07435
-0.538,0.054,0.878,0.03068,0.04969,-0.05038
-0.553,0.056,0.898,0.02007,0.02328,-0.02755
-0.55,0.046,0.878,0.00717,0.00916,-0.01312
-0.498,0.033,0.868,-0.00816,0.02923,-0.00198
-0.491,0.026,0.891,-0.01137,0.05725,0.01854
-0.467,0.028,0.887,0.00167,0.08022,0.03641
-0.482,0.017,0.885,0.00854,0.109,0.05198
-0.478,0.015,0.874,0.02122,0.1303,0.0661
-0.479,0.008,0.868,0.02984,0.13221,0.05687
-0.476,0.012,0.867,0.02259,0.12618,0.02984
-0.502,0.023,0.881,0.00648,0.08793,-0.02167
-0.532,0.026,0.903,0.00114,0.07,-0.04328
-0.533,0.019,0.898,-0.00603,0.06603,-0.05083
-0.523,0.032,0.896,0.00167,0.06572,-0.04198
-0.517,0.05,0.894,0.0119,0.06389,-0.02122
-0.501,0.05,0.879,0.01893,0.06564,0.00053
-0.488,0.022,0.855,0.01992,0.10396,0.01763
-0.493,0.037,0.859,0.01458,0.14854,0.02801
-0.51,0.06,0.855,0.00954,0.13435,0.03122
-0.511,0.044,0.851,0.00824,0.11152,0.02503
-0.52,0.046,0.862,0.00229,0.11465,0.02541
-0.532,0.05,0.869,-0.0016,0.13793,0.04351
-0.531,0.039,0.887,0.00526,0.15396,0.05824
-0.517,0.023,0.88,0.01748,0.16694,0.05916
-0.522,0.013,0.869,0.01526,0.18511,0.04381
