X,Y,Z,ROLL,PITCH,YAW
-0.486,0.279,0.83,0.00633,0.20977,0.01816
-0.433,0.265,0.838,0.00068,0.27366,0.01641
-0.469,0.276,0.783,-0.00465,0.20076,0.03931
-0.515,0.281,0.846,0.02251,0.2529,0.04824
-0.506,0.289,0.827,0.02824,0.28099,0.08114
-0.493,0.272,0.802,0.03755,0.32641,0.11679
-0.487,0.271,0.792,0.04419,-0.2775,0.13778
-0.503,0.27,0.843,0.03984,-0.24704,0.15198
-0.523,0.283,0.798,0.03977,-0.28262,0.15221
-0.508,0.236,0.85,0.06633,-0.18353,0.13099
-0.509,0.232,0.856,0.05564,-0.18162,0.10236
-0.524,0.248,0.853,0.0245,-0.20521,0.07572
-0.525,0.28,0.796,-0.00221,-0.18086,0.08221
-0.54,0.27,0.791,-0.02862,-0.12636,0.11076
-0.557,0.26,0.809,-0.05358,-0.09475,0.13473
-0.559,0.253,0.886,-0.04977,-0.09292,0.1548
-0.294,0.172,0.762,-0.01435,-0.1237,0.16183
-0.691,0.254,0.846,0.04877,0.32387,0.24305
-0.519,0.441,0.756,0.05679,-0.28002,0.24053
-0.492,0.236,0.68,-0.07145,-0.03872,0.10068
-0.644,0.265,0.961,-0.07824,-0.12407,0.05137
-0.562,0.245,0.991,-0.03,-0.24788,0.02977
-0.623,0.322,0.729,-0.11519,0.01442,-0.01358
-0.606,0.303,0.726,-0.1829,-0.00832,-0.10152
-0.648,0.33,0.777,-0.21335,-0.10198,-0.10816
-0.639,0.327,0.781,-0.20572,-0.14145,-0.07015
-0.597,0.318,0.71,-0.15419,-0.0503,0.01175
-0.58,0.325,0.698,-0.1358,0.0448,0.06824
-0.606,0.304,0.766,-0.12717,0.14465,0.11549
-0.655,0.264,0.848,-0.10374,0.16732,0.14427
-0.656,0.222,0.893,-0.08641,0.12114,0.12717
-0.634,0.172,0.93,-0.079,-0.01167,0.05083
-0.594,0.188,0.87,-0.10824,-0.14358,-0.01984
-0.557,0.204,0.832,-0.15061,-0.17625,-0.10748
-0.541,0.226,0.819,-0.16587,-0.20389,-0.1277
-0.52,0.21,0.843,-0.13358,-0.16694,-0.07977
-0.484,0.273,0.766,-0.04442,-0.05389,0.00969
-0.479,0.254,0.714,0.02358,0.26511,0.12671
-0.476,0.165,0.851,0.13748,0.1141,0.24442
-0.46,0.5,0.65,0.05274,0.30799,0.23648
-0.676,0.249,0.918,-0.18725,-0.00189,0.18931
-0.58,0.239,0.728,0.22689,-0.29038,0.01755
-0.532,0.204,0.922,-0.15824,-0.2977,0.08427
-0.566,0.286,0.693,-0.05175,-0.13954,0.11854
-0.586,0.33,0.64,-0.04122,0.05358,0.11221
-0.576,0.241,0.781,0.00541,0.14503,0.09358
-0.547,0.215,0.857,0.05251,0.14839,0.05832
-0.583,0.201,0.872,0.07824,0.10229,0.00076
