X,Y,Z,ROLL,PITCH,YAW
-0.299,0.59,0.691,0.05969,0.16221,-0.0558
-0.293,0.562,0.838,0.00908,-0.00488,-0.05778
-0.321,0.54,0.713,-0.07458,-0.04854,-0.0829
-0.208,0.514,0.795,-0.0161,0.09366,-0.07725
-0.261,0.539,0.703,-0.01061,0.13259,-0.07954
-0.068,0.503,0.585,0.06832,-0.05872,-0.08312
-0.493,0.562,0.916,0.12083,-0.17781,-0.01038
-0.186,0.483,0.704,0.12251,-0.00582,-0.0929
-0.279,0.505,0.911,0.20167,-0.06697,-0.09931
-0.324,0.543,0.749,0.18083,-0.13598,-0.1577
-0.52,0.717,0.753,-0.1261,0.13221,-0.20793
-0.37,0.649,0.736,-0.13465,0.13404,-0.30083
-0.412,0.689,0.771,-0.27374,0.18641,-0.31038
-0.567,0.578,0.84,-0.31923,0.06717,-0.23229
-0.541,0.57,0.814,-0.28786,0.04335,-0.16709
-0.483,0.619,0.777,-0.28038,0.02389,-0.09832
-0.423,0.606,0.739,-0.32129,-0.05053,-0.07847
-0.333,0.572,0.709,0.32277,-0.00381,-0.09916
-0.33,0.547,0.888,-0.21801,0.04969,-0.16954
-0.466,0.539,0.994,-0.04717,-0.05931,-0.19267
-0.481,0.582,0.877,0.01465,-0.07381,-0.21519
-0.444,0.579,0.766,-0.00679,-0.09068,-0.2145
-0.37,0.606,0.699,-0.08656,-0.05129,-0.23824
-0.364,0.608,0.753,-0.08641,-0.02129,-0.24045
-0.254,0.552,0.713,-0.07946,0.06893,-0.26297
-0.275,0.568,0.852,-0.05633,0.06106,-0.3
-0.3,0.555,0.928,-0.01847,0.02259,-0.32267
-0.33,0.547,1.035,0.05473,-0.00229,0.30078
-0.415,0.56,1.125,0.15595,-0.06366,0.26865
-0.551,0.614,1.143,0.2258,-0.14259,0.26239
-0.699,0.677,1.145,0.25793,-0.16977,0.28475
-0.745,0.749,1.187,0.30961,-0.06412,0.29193
-0.677,0.697,1.158,-0.30399,0.04404,-0.23748
-0.214,0.284,1.879,0.12838,0.08448,-0.10931
-0.978,0.811,1.149,0.11349,-0.32162,-0.12183
-0.749,0.742,0.934,-0.11514,-0.25017,-0.13778
-0.857,0.768,1.144,-0.04437,0.11219,-0.13068
-0.786,0.78,1.269,0.00151,-0.28943,0.07175
-0.921,1.027,0.888,-0.14056,-0.04172,0.26244
-1.399,0.809,0.642,-0.30712,-0.2766,-0.17216
-1.105,0.776,0.576,-0.23147,0.32699,0.01471
-1.166,0.977,0.772,-0.13567,0.03903,0.26578
-1.238,1.003,0.7,-0.1204,0.21025,-0.18569
-0.875,1.364,0.716,-0.29995,-0.12015,-0.12714
-1.533,0.926,0.471,-0.00496,-0.12015,0.14378
-1.462,0.908,0.502,-0.16167,-0.12015,-0.28708
-1.474,0.96,0.544,-0.15259,-0.12015,-0.05921
-1.509,1.008,0.514,-0.12015,-0.12015,0.16766
-1.547,1.025,0.784,0.11083,-0.12015,-0.16351
-1.358,0.962,0.607,0.25778,-0.12015,-0.12015
-1.11,0.873,0.473,0.27267,-0.12015,-0.12015
-0.96,0.838,0.47,0.13641,-0.12015,-0.12015
-0.995,0.848,0.687,0.01694,-0.12015,-0.12015
-0.941,0.792,0.765,-0.18175,-0.12015,-0.12015
-0.79,0.728,0.753,0.19132,-0.12015,-0.12015
-0.753,0.685,0.895,-0.07769,-0.12015,0.27811
-0.766,0.635,1.083,-0.24799,-0.12015,0.01086
-0.635,0.512,1.2,-0.31044,-0.12015,-0.19975
-0.561,0.392,1.295,-0.23662,-0.25618,0.26195
-0.422,0.357,1.301,-0.09105,0.2401,0.09034
-0.276,0.378,1.282,0.0659,0.22422,-0.05737
-0.17,0.398,1.338,0.23872,-0.32412,-0.13111
-0.147,0.391,1.337,-0.20358,-0.21106,-0.15737
0.001,0.342,1.231,-0.0445,-0.15748,-0.25775
0.075,0.296,1.099,-0.03503,-0.23106,0.22425
0.068,0.241,1.042,-0.04694,0.3101,0.08173
-0.094,0.23,1.095,-0.03519,0.13926,0.03456
-0.206,0.186,1.116,-0.00992,-0.06845,0.05402
-0.11,-0.01,1.149,0.05595,-0.28051,0.0396
0.05,-0.222,1.258,0.23366,0.13592,0.05631
0.304,-0.347,1.18,-0.20246,0.08561,0.07555
0.635,-0.467,1.046,0.04807,0.25095,-0.0743
0.825,-0.505,0.97,0.25883,0.31844,0.30656
0.811,-0.444,0.89,-0.12614,0.27592,0.02221
0.667,-0.405,0.871,0.11546,0.0437,-0.22732
0.542,-0.371,0.801,0.22569,0.28128,0.18323
0.462,-0.466,0.781,-0.25196,-0.21552,-0.02181
0.483,-0.389,0.506,-0.15173,0.19679,-0.19998
0.567,-0.338,0.43,-0.10273,0.20099,-0.21784
0.676,-0.267,0.316,-0.10013,-0.27353,-0.13662
0.943,-0.246,0.192,-0.11318,0.1699,0.02758
1.243,-0.26,-0.028,-0.13051,0.05157,0.12361
1.378,-0.294,-0.124,-0.13433,0.03819,0.17987
1.314,-0.313,-0.057,-0.08509,-0.12015,0.1933
1.155,-0.41,0.032,-0.01975,-0.12015,0.14674
1.222,-0.65,0.119,0.01445,-0.12015,-0.11471
1.163,-0.778,0.166,0.06124,-0.14786,0.24431
1.104,-0.741,0.282,0.22437,-0.21633,0.01744
1.277,-0.561,0.108,-0.21114,-0.12793,-0.0721
1.324,-0.342,-0.097,-0.12015,-0.12015,-0.02721
1.451,-0.206,-0.438,-0.12015,-0.12015,0.07691
1.848,-0.079,-1.178,-0.22167,-0.12015,-0.02027
1.752,-0.193,-1.272,0.23514,-0.12015,-0.085
1.427,-0.138,-1.372,0.16659,-0.12015,-0.12462
1.09,-0.252,-1.532,0.22804,-0.12015,-0.14714
0.657,-0.208,-1.685,-0.32198,-0.12015,-0.11637
0.132,0.085,-1.974,-0.21228,-0.12015,0.03385
-0.174,0.366,-2.0,-0.25419,-0.12015,0.2424
-0.326,0.707,-2.0,-0.08143,-0.12015,-0.23967
-0.448,0.957,-2.0,0.01477,-0.12015,-0.15464
-0.498,1.044,-2.0,0.31074,-0.00059,-0.06112
-0.475,0.968,-2.0,0.2696,0.0208,0.0401
-0.29,0.87,-2.0,0.32196,0.22906,-0.03631
-0.211,0.873,-2.0,-0.2579,-0.10109,-0.29967
-0.524,1.264,-2.0,-0.31355,0.23099,0.20179
-0.875,1.431,-2.0,0.12143,0.04396,0.2637
-1.114,1.514,-2.0,-0.26391,0.12358,-0.25143
-1.47,1.592,-2.0,-0.05458,0.1229,-0.07166
-1.767,1.538,-2.0,0.14506,0.01946,0.13384
-2.0,1.376,-2.0,-0.30151,-0.08961,-0.28656
-2.0,1.183,-2.0,0.01019,-0.04702,-0.02343
-2.0,0.849,-2.0,-0.20111,-0.15709,0.27801
-2.0,0.477,-2.0,-0.21737,0.16979,-0.04407
-1.922,0.121,-2.0,-0.08431,-0.13486,0.2367
-1.583,-0.091,-1.567,0.19698,-0.0812,-0.23828
-1.48,-0.124,-1.275,-0.17998,0.18468,-0.0263
-1.429,-0.125,-1.203,-0.0628,-0.19824,0.1992
-1.457,-0.072,-1.19,-0.05944,-0.05778,-0.2499
-1.54,0.012,-1.143,-0.17227,-0.08137,-0.04395
-1.511,-0.037,-1.104,0.28691,0.29246,0.06689
-1.306,-0.005,-1.021,0.00469,0.27324,0.08918
-1.162,0.083,-0.939,-0.22088,-0.15118,0.26369
-0.753,-0.11,-0.835,-0.32057,-0.21584,-0.2377
-0.37,-0.28,-0.577,-0.28935,-0.31866,-0.12015
-0.076,-0.304,-0.238,-0.02637,-0.26599,-0.12015
0.17,-0.401,-0.185,0.20492,-0.00279,-0.12015
0.412,-0.525,-0.054,-0.1638,0.26721,-0.30786
0.447,-0.352,0.185,0.18529,-0.20334,0.23292
0.356,-0.15,0.298,-0.13358,0.00475,0.24918
0.359,-0.12,0.232,-0.00412,0.20926,0.28017
0.384,-0.142,0.351,0.13641,0.29918,0.1817
0.345,-0.072,0.371,0.29045,0.28292,0.11613
0.381,-0.011,0.239,-0.2314,0.1817,0.05621
0.555,0.031,0.274,-0.20834,0.08758,0.02956
0.75,-0.059,0.285,-0.19094,0.07033,0.0201
1.049,-0.189,0.245,-0.1114,-0.24931,-0.05891
1.275,-0.23,0.37,-0.05773,-0.19865,-0.26929
1.302,-0.333,0.492,-0.02949,-0.22469,0.15431
1.272,-0.379,0.731,0.1128,0.24073,-0.09546
1.157,-0.383,0.969,-0.24905,-0.25227,-0.23019
0.991,-0.379,1.088,0.08866,0.24721,-0.31011
0.972,-0.444,0.983,-0.20135,-0.15485,0.23784
1.033,-0.527,0.808,0.12101,0.01051,0.12494
1.366,-0.497,0.346,-0.12015,-0.07091,-0.14147
1.664,-0.501,0.057,-0.12015,0.04206,-0.2933
1.85,-0.476,-0.186,-0.12015,-0.21941,0.1929
1.95,-0.493,-0.347,-0.12015,0.32036,0.02763
1.96,-0.547,-0.493,-0.12015,0.10584,-0.10503
1.859,-0.525,-0.567,-0.12015,0.29088,-0.27229
1.844,-0.556,-0.607,-0.12015,0.11668,0.19086
1.752,-0.496,-0.74,-0.12015,-0.18363,0.00834
1.633,-0.376,-0.878,-0.12015,0.21883,-0.11906
1.441,-0.188,-1.093,-0.12015,0.06196,-0.13112
1.498,-0.249,-1.393,-0.12015,-0.05453,-0.17196
1.537,0.002,-1.426,-0.31351,-0.08712,-0.13204
1.522,0.043,-1.503,0.25002,-0.25346,-0.10593
1.545,0.071,-1.741,0.21399,0.09885,-0.12219
1.661,0.084,-1.91,0.10743,-0.2629,-0.24464
1.839,0.193,-2.0,-0.13631,-0.03944,0.11248
1.796,0.351,-2.0,-0.26288,-0.04593,-0.14531
1.673,0.569,-2.0,0.02576,0.31475,0.2228
1.4,0.72,-2.0,0.27158,-0.00938,0.08082
1.219,0.875,-2.0,0.0499,0.18496,-0.09048
0.645,0.684,-2.0,0.31893,0.2174,0.00631
0.433,0.607,-2.0,-0.26587,0.1874,0.09112
-0.037,0.627,-2.0,-0.14838,0.03717,0.25906
-0.284,0.443,-2.0,0.1263,-0.21473,0.29731
-0.436,0.095,-2.0,-0.06622,0.16155,0.24906
-0.538,-0.039,-2.0,-0.23164,-0.24906,0.29692
-0.511,-0.14,-2.0,0.26761,0.15355,-0.23157
-0.356,-0.319,-2.0,0.17066,0.21004,-0.02187
-0.218,-0.457,-1.81,0.15463,-0.17166,0.14691
-0.075,-0.618,-1.575,0.18364,0.2717,0.22874
-0.12,-0.65,-1.261,0.23112,0.27969,0.30576
-0.326,-0.588,-1.024,0.26471,0.10227,-0.23273
-0.6,-0.554,-0.791,0.29059,0.31586,-0.12418
-0.836,-0.462,-0.579,0.29173,0.24616,0.04743
-1.02,-0.31,-0.424,0.24921,0.02479,0.24193
-1.148,-0.153,-0.271,0.20662,-0.28414,-0.16343
-1.164,-0.266,-0.17,0.20326,0.07038,-0.0216
-1.085,-0.33,-0.005,0.31708,-0.24312,0.0319
-1.036,-0.301,0.143,-0.18011,0.01521,0.21244
-0.894,-0.316,0.228,0.03958,0.28172,-0.25078
-0.686,-0.42,0.252,0.25966,0.02195,-0.24437
-0.543,-0.421,0.207,-0.19555,-0.15164,-0.24269
-0.45,-0.305,0.198,-0.09112,-0.24943,-0.19788
-0.333,-0.139,0.096,-0.06349,-0.2347,-0.08254
-0.157,-0.049,0.074,-0.06517,-0.05408,0.08372
-0.057,-0.033,0.08,-0.057,-0.20128,0.25128
-0.082,-0.024,0.097,-0.07151,0.30369,-0.30225
-0.145,-0.013,0.179,-0.04372,-0.05458,-0.23813
-0.222,0.041,0.198,0.00063,0.01335,-0.17531
-0.282,0.063,0.181,0.05941,0.01519,-0.14447
-0.368,0.134,0.135,0.11376,0.00694,-0.05072
-0.307,0.069,0.158,0.20972,-0.10847,-0.03095
-0.263,0.019,0.128,-0.27801,-0.2461,-0.05912
-0.203,0.093,0.073,-0.14511,0.22498,-0.00347
-0.07,0.083,0.011,-0.00671,-0.07792,0.05401
0.199,0.059,-0.104,0.10442,-0.28502,-0.00248
0.466,0.065,-0.214,0.15854,0.24576,-0.14637
0.782,0.217,-0.281,0.21015,0.23134,-0.29691
