X,Y,Z,ROLL,PITCH,YAW
-0.652,0.229,0.808,-0.01908,0.18625,0.08267
-0.527,0.278,0.754,-0.05473,0.18633,0.03412
-0.536,0.31,0.653,-0.07488,0.19824,0.02763
-0.589,0.315,0.877,-0.13816,0.05633,0.05312
-0.566,0.294,0.775,-0.19977,0.02862,0.03305
-0.582,0.28,0.791,-0.1377,0.09091,0.03748
-0.569,0.264,0.783,-0.10977,0.11465,0.05885
-0.555,0.207,0.736,-0.09343,0.17244,0.05328
-0.635,0.2,0.786,-0.04221,0.20824,0.05877
-0.405,0.181,0.567,0.07931,0.09441,-0.04343
-0.541,0.332,0.613,0.0332,0.08708,0.04709
-0.77,0.319,0.904,-0.06099,-0.28201,0.00832
-0.525,0.223,0.725,-0.08312,-0.17399,-0.01068
-0.581,0.357,0.624,-0.03725,-0.11834,0.09007
-0.597,0.29,0.819,-0.12648,-0.21682,0.12839
-0.683,0.245,0.982,-0.1061,0.3077,0.1119
-0.6,0.183,1.076,-0.02053,0.15305,0.09496
-0.447,0.077,0.958,0.02328,0.1303,-0.03022
-0.426,0.109,0.977,0.03809,0.09114,-0.13603
-0.528,0.191,0.704,0.03458,0.17328,-0.16396
-0.883,0.404,0.692,-0.13381,-0.08671,-0.12137
-0.816,0.269,0.699,-0.08595,-0.05381,-0.08106
-0.742,0.285,0.71,-0.00145,0.07412,0.00603
-0.763,0.308,0.691,0.03824,0.12862,0.04
-0.748,0.28,0.762,0.02335,0.07412,0.04022
-0.712,0.323,0.704,0.03053,0.05977,0.07099
-0.656,0.323,0.725,0.0219,0.01908,0.059
-0.553,0.322,0.774,0.04732,-0.03435,0.02534
-0.534,0.35,0.734,0.03946,-0.11725,-0.00473
-0.524,0.362,0.752,0.03526,-0.18877,-0.03328
-0.522,0.342,0.78,0.02664,-0.2861,-0.0674
-0.534,0.336,0.825,-0.00603,0.23101,-0.1048
-0.508,0.282,0.823,-0.02931,0.11788,-0.16671
-0.582,0.265,0.888,-0.0148,0.04193,-0.21038
-0.601,0.287,0.889,0.02068,-0.0186,-0.26396
-0.702,0.275,0.974,0.09129,-0.06754,-0.27137
-0.724,0.32,1.007,0.16274,-0.13204,-0.26557
-0.709,0.345,1.135,0.25809,-0.23334,-0.26129
-0.706,0.338,1.198,-0.26918,-0.27525,-0.21885
-0.661,0.437,1.2,-0.17292,0.16859,-0.15671
-0.485,0.434,1.256,-0.14338,0.0334,-0.10984
-0.387,0.389,1.292,-0.12582,-0.26546,-0.00083
-0.261,0.336,1.287,-0.10162,0.1796,0.02389
-0.183,0.614,1.084,-0.23972,0.04876,-0.0216
-0.278,0.411,0.668,0.17587,0.3174,0.07404
-0.161,0.325,0.603,0.01877,0.25068,0.03709
